haeldning_300m,elevation,mass_balance,haeldning_adaptiv,hastighed_x,retning,hastighed_y,afstand_til_kant_km,areal,gletsjer_dybde
0.141775940832198,220.65269767267,-485.2237729883993,0.269292182917148,1.1252654816836076,281.9265512686169,-6.674260287019587,0.0271762636148471,0.082,6.0
0.1416378752300865,216.7228393106825,-489.3803049752503,0.2671324806468611,1.1252654816836076,296.14385602919,-6.674260287019587,0.0184456174693251,0.082,11.0
0.1197597153095676,142.20222472853084,-568.1992571254374,0.1558057341841683,1.7052588793173953,312.4891299331585,-7.024876348290909,0.009990853140945,0.082,13.0
0.1193224698588593,141.34142421299202,-569.1097084820929,0.1541722397119046,1.7052588793173953,312.7736604111645,-7.024876348290909,0.0124683197971696,0.082,7.0
0.1417474057768221,219.95515069569092,-485.9615543675424,0.269389598778282,1.1252654816836076,260.24778940716914,-6.674260287019588,0.0289398975863424,0.082,6.0
0.1412957818419406,210.45791086385543,-496.0065935296805,0.2648958186291125,1.1252654816836074,214.21951945688787,-6.674260287019587,0.0180634271197306,0.082,10.272727272727272
0.1406795240694658,206.47496638970415,-500.21927362746607,0.2590072827433515,1.1252654816836072,252.71405537248555,-6.674260287019588,0.0055426618559934,0.082,10.106382978723405
0.1224112535691728,146.73481219409587,-563.4052307131744,0.165074838671815,1.705258879317395,207.5992288235657,-7.024876348290909,0.0119714180322979,0.082,9.0
0.1204104903616576,142.60180813191482,-567.7766258129085,0.1577747775549886,1.7052588793173955,254.80460850594525,-7.024876348290907,0.0076927888135773,0.082,9.857142857142858
0.1185458093565742,139.8888636008278,-570.6460525665769,0.1510772038485392,1.7326724827870297,277.4426979206182,-7.053281705333212,0.0159282607778391,0.082,9.5
0.1153185694196687,136.7467826025345,-573.9693683127656,0.1392196684434493,1.814913293195932,236.10492046763483,-7.138497776460119,0.0326680295514182,0.082,10.0
0.1413058191471084,209.0176063957715,-497.529974537582,0.2665498683094857,1.1252654816836078,126.6963505149042,-6.674260287019588,0.0301691407737214,0.082,8.0
0.1413071586351405,209.59815614502804,-496.9159387682311,0.2660113801970185,1.1252654816836076,156.26169079215018,-6.674260287019587,0.0259244339376468,0.082,8.6875
0.1402865731366354,199.9444877219321,-507.126429298673,0.2571959565568394,1.125265481683608,124.44679838216273,-6.674260287019588,0.014637302630835,0.082,11.61904761904762
0.1248830458938146,154.81194128224433,-554.8622140636296,0.1746010964601987,1.7052588793173953,109.16276442120044,-7.024876348290908,0.0146983608395083,0.082,11.8
0.1231633785217249,149.1529182816812,-560.8476486390044,0.1678197027526861,1.7052588793173953,148.71946123310065,-7.024876348290908,0.0169690394702657,0.082,13.77777777777778
0.1207178569598093,141.3624742567722,-569.0874442750307,0.1579986996118105,1.7052588793173953,141.7420216925815,-7.024876348290908,0.0132662607770038,0.082,17.55
0.1163728283863899,133.80157191226317,-577.0844583018956,0.1418336650988163,1.781540210711159,127.8835469554914,-7.103917341799925,0.0267358102926568,0.082,15.217391304347826
0.1139337739167656,132.17856737265038,-578.801077493304,0.1333757199172554,1.814913293195932,133.59937036354302,-7.138497776460119,0.0389740239213747,0.082,9.2
0.1122108275435855,131.15865772458346,-579.8798153727388,0.1273152643113792,1.814913293195932,123.82712782679906,-7.138497776460118,0.0460364578961901,0.082,11.384615384615383
0.1410304451190349,202.01527126192877,-504.936203283126,0.2651809720280364,1.1252654816836076,29.128770237948583,-6.674260287019588,0.0323179719513958,0.082,12.0
0.140022873058523,193.62089736533835,-513.814763372787,0.2564380548403784,1.1252654816836076,13.328243770814344,-6.674260287019587,0.0278709683688396,0.082,10.0
0.1401301912336019,195.42652049736716,-511.9049921766876,0.2568843434140005,1.1252654816836076,29.837080983387075,-6.674260287019587,0.0230378441017356,0.082,10.875
0.1217268306779873,142.7504066539518,-567.6194561510142,0.1610235548927689,1.7052588793173953,27.512817251583694,-7.024876348290909,0.0188813526986271,0.082,30.5
0.118560061048179,135.38612329834586,-575.4085102359884,0.1488072679072569,1.7052588793173953,18.504103733045675,-7.024876348290908,0.0239599347057501,0.082,23.09090909090909
0.1163686730845738,131.79482555152163,-579.2069534835543,0.1408461817856245,1.7532326853892553,32.88460095709932,-7.0745857231149385,0.0288706393466217,0.082,11.0625
0.1124825543987216,126.91127582506806,-584.3721856058427,0.1271048326016286,1.8149132931959315,26.21150511946925,-7.13849777646012,0.0464897888056424,0.082,17.14814814814815
0.1398872045711519,191.97198433041376,-515.5587854575256,0.2557613334407703,1.1252654816836078,16.93392281277321,-6.674260287019588,0.0336528258721108,0.082,8.9
0.1316992964664287,177.1489239765133,-531.2368376489158,0.2044547648419989,1.5499358735582118,12.507445110418656,-6.909390068015654,0.0112302385061915,0.082,16.0
0.1287808540316209,176.00792632457888,-532.4436478696249,0.1905618200543997,1.5499358735582118,10.696217505643098,-6.909390068015654,0.0035092214345013,0.082,14.5
0.1280521327070794,171.7195004438222,-536.979429494485,0.1868239248262771,1.5499358735582118,11.421929554302682,-6.909390068015654,0.0065767765468327,0.082,20.0
0.1229630915683412,146.83101537656285,-563.3034785459643,0.1642615302929074,1.7052588793173953,9.376476745546752,-7.024876348290909,0.0070164365349625,0.082,35.0
0.121824405258569,143.2874485345592,-567.0514377774729,0.1601310216535715,1.7052588793173955,8.072407715890902,-7.024876348290909,0.0138879318096,0.082,30.227272727272727
0.1192054463086015,136.1663580169311,-574.5832716990426,0.1500000776347636,1.7052588793173953,7.0250690474377215,-7.024876348290909,0.0278568734929787,0.082,22.125
0.1162204809320489,130.7732399988704,-580.2874639334909,0.138701059536059,1.7136938342311283,6.718431794946318,-7.033616458150077,0.034563604657542,0.082,14.0
0.1125914462783574,124.86884172736654,-586.5324269876304,0.1258540670807932,1.814913293195932,5.746903120783696,-7.138497776460119,0.0473246778392352,0.082,22.2
0.1061300182639752,116.75545832338321,-595.1137890963624,0.1058538520153204,1.814913293195932,5.245565444826061,-7.138497776460119,0.0403136744784471,0.082,6.0
0.1396589708438039,189.27860793826903,-518.407515385012,0.2546120632948196,1.125265481683608,23.356384310123897,-6.674260287019588,0.0428722553615149,0.082,9.0
0.1311764320304218,172.49225406255027,-536.1621035660834,0.2014918414894612,1.5499358735582118,14.305841284949196,-6.909390068015654,0.0147995788052213,0.082,18.75
0.1284450294551675,169.89707292981302,-538.9069743467281,0.1881584161821691,1.5499358735582118,13.263834354306114,-6.909390068015654,0.0103862662015003,0.082,12.5
0.1266444522393147,163.14681057167718,-546.0465907976989,0.179772781054614,1.5499358735582118,12.577092685500748,-6.909390068015654,0.0142292087565441,0.082,23.53846153846154
0.1234168643978093,148.23282377633268,-561.8208140536658,0.1651466527410267,1.6247210244793004,11.554545288006125,-6.964994573333371,0.0107440428541678,0.082,35.07407407407408
0.1213554783623537,142.12656914894387,-568.2792765071989,0.156872953269943,1.7052588793173953,10.505608923946856,-7.024876348290908,0.0155925375917007,0.082,23.272727272727277
0.116896076401183,131.721047206629,-579.2849873520132,0.1394081997510453,1.705258879317395,9.58714240935943,-7.024876348290907,0.0377013859476317,0.082,19.714285714285715
0.1138831560370092,126.19305576596025,-585.1318324873071,0.1285224602909443,1.814913293195932,8.718213883167367,-7.138497776460118,0.0462817120559587,0.082,23.153846153846157
0.1118304768839668,122.24362884825541,-589.3090617411544,0.1213666365631286,1.814913293195932,8.239330075886997,-7.138497776460118,0.0533537310783077,0.082,30.214285714285715
0.1061603141554881,114.17497741885427,-597.8431117419012,0.1045146093649659,1.8149132931959315,6.864599141624955,-7.13849777646012,0.0463908822224795,0.082,12.2
0.13935584166359,186.99663068443942,-520.821116735269,0.2530273494466481,1.0607165182869862,30.97017695953108,-6.660612366217984,0.0423026761977684,0.082,8.666666666666666
0.1302662408412087,164.78204127447998,-544.3170402398912,0.1963464043385013,1.4785931271693178,17.333337427480576,-6.907763419884376,0.0223367638954706,0.082,22.58333333333333
0.1282065575213165,162.9690706390552,-546.2345827422508,0.1861844985648877,1.4785931271693178,16.318352606908753,-6.907763419884376,0.019519229591405,0.082,14.416666666666666
0.1246025397469878,152.23155942843232,-557.591431945221,0.1692954750915467,1.4728857074582062,15.013294225671036,-6.907633288033874,0.0229636193408587,0.082,34.5
0.1235186814743595,148.61975269280993,-561.4115671368988,0.1646310489251946,1.5536048600967132,13.96327081679918,-6.931862691188295,0.0184129124758065,0.082,29.04
0.1173490425659002,132.3009741330543,-578.6716103298187,0.13926519981586,1.6483425648815455,12.409785116564857,-7.028012353052161,0.0356076190543297,0.082,27.384615384615383
0.114418894454353,126.80178232104936,-584.4879946783038,0.1285864949694413,1.6341134862725837,11.601520737959389,-7.028796354242474,0.0493359433686493,0.082,25.846153846153847
0.1116750585186564,121.00829927602081,-590.6156449327938,0.119018392333037,1.757845795729651,10.797787792923662,-7.145311670084097,0.0580278877720593,0.082,33.5
0.1069571994352598,111.99453882242278,-600.1493177006445,0.1044336873867961,1.7604397728872092,9.511355344713389,-7.145001947646644,0.0577508087248738,0.082,12.363636363636363
0.1057135829169467,110.15042073578252,-602.0998042344067,0.1011777071866125,1.764979232912936,9.142942353260077,-7.144459933381101,0.0541374087297848,0.082,24.25
0.1388509784951814,186.33667789859373,-521.5191354961271,0.2501941390787393,0.9746512337581568,39.172139653360304,-6.642415138482511,0.0350894604092482,0.082,8.8
0.1390359179965319,186.41575331475087,-521.4354990221478,0.2512238550991157,0.9746512337581568,36.3530616816339,-6.642415138482511,0.0373198991614879,0.082,8.5625
0.1292431038499383,159.25472238146403,-550.1631740350869,0.1907647117431414,1.3787132822248658,19.996045395990475,-6.905486112500587,0.030650977504978,0.082,22.83333333333333
0.1278410315314701,157.78193537618063,-551.7209111679291,0.1838238094336068,1.3787132822248658,19.14350959890224,-6.905486112500587,0.0287405400162677,0.082,16.5
0.1250499905036546,151.89184255439477,-557.9507436362138,0.170493858605648,1.3787132822248658,17.814631835100908,-6.90548611250059,0.0295094593869689,0.082,38.0
0.1177156789214258,132.13888722332103,-578.8430463875331,0.1387791305780561,1.520280857400885,15.4533886106974,-7.035068363764983,0.0365053335914259,0.082,33.875
0.1157954133324114,128.50214672777702,-582.6895535145633,0.1319809926843229,1.5202808574008846,14.344886405589218,-7.035068363764982,0.043571978046219,0.082,29.53333333333333
0.1121098499275243,120.92383433165469,-590.7049818021372,0.1185042347272173,1.59408900880549,13.627295065566408,-7.1340623951709246,0.0607712102310041,0.082,35.111111111111114
0.1115015909591066,119.98887767735732,-591.6938666122096,0.1170253329762013,1.6151770520639486,12.59129575727407,-7.162346404144051,0.0622145981349823,0.082,35.57142857142857
0.1066121405761847,109.52761534434785,-602.7585329448665,0.1009164743719531,1.6151770520639483,11.957669159664892,-7.16234640414405,0.0624403584168741,0.082,21.19047619047619
0.1056422333031806,108.59739380537985,-603.742409518887,0.0994464145166925,1.6151770520639486,10.678791589542762,-7.16234640414405,0.0601905020275485,0.082,27.0
0.1386276842973589,186.34573469480802,-521.5095563053022,0.2489866920125084,0.9746512337581564,42.64782659275812,-6.642415138482511,0.0333023017648144,0.082,7.857142857142857
0.1282367554469671,154.3297966738569,-555.3721686987463,0.185310106315533,1.3787132822248658,22.46406064479923,-6.905486112500588,0.0388891946768936,0.082,20.454545454545453
0.1263697336509117,151.3958240990869,-558.475372359605,0.1760036610642306,1.378713282224866,21.50965229600127,-6.905486112500588,0.0374825362268607,0.082,30.15625
0.1254146768591681,151.47453829594542,-558.3921179399988,0.1716643146714407,1.378713282224866,19.59280618361439,-6.905486112500588,0.0329326359643692,0.082,38.0
0.1179289439075574,131.9877720058157,-579.002877907503,0.1386143153912329,1.5202808574008846,17.638166369995993,-7.035068363764983,0.0398360311841941,0.082,36.57142857142857
0.1152783239381762,126.41571243697217,-584.896333013815,0.1283168035729002,1.5202808574008846,16.813126269404773,-7.035068363764983,0.0481234799511462,0.082,30.615384615384617
0.1111732351495825,118.13283963225285,-593.6569606458045,0.1135208192519822,1.6151770520639486,15.497739572770724,-7.162346404144048,0.0641608412557575,0.082,38.785714285714285
0.1078433134301591,110.34902836563651,-601.8897409470612,0.1018979065674092,1.6151770520639486,14.936916154577505,-7.162346404144051,0.0555573663494475,0.082,19.571428571428573
0.1059887586317512,107.23430266120704,-605.1841235502509,0.0970881333300055,1.6151770520639486,13.875061026286383,-7.16234640414405,0.0554688232109432,0.082,26.3125
0.0966595408890327,89.96195945383715,-623.4527328527473,0.0746625700377087,1.6635322286044247,12.732286535453005,-7.286882302395072,0.0420863001767404,0.082,7.25
0.1384337245583466,186.4170491281484,-521.4341284664331,0.2479596356389244,0.9746512337581568,45.71133431804293,-6.642415138482511,0.03238175149324,0.082,7.0
0.134952858673357,171.26911727847482,-537.4557906914205,0.2242062963771212,0.9746512337581568,35.628495655361654,-6.642415138482511,0.070701700949313,0.082,5.0
0.1346477162698483,170.15395033541154,-538.6352802919514,0.2222307533585395,0.9746512337581568,34.78070186526733,-6.642415138482511,0.0685075670250382,0.082,9.5
