haeldning_300m,elevation,mass_balance,haeldning_adaptiv,hastighed_x,retning,hastighed_y,afstand_til_kant_km,areal,gletsjer_dybde
-0.01,54.55,-1206.3,-0.0,-3.6,24.34,2.03,0.035,1.369,23.0
-0.0,55.88,-1207.27,-0.0,-3.6,24.56,2.03,0.029,1.369,18.0
0.02,54.09,-1210.22,0.0,-4.71,25.64,2.38,0.057,1.369,17.0
0.02,54.64,-1211.05,0.01,-4.71,26.15,2.38,0.053,1.369,27.0
0.03,57.0,-1211.71,0.01,-4.71,26.73,2.38,0.063,1.369,37.0
0.04,60.04,-1212.36,0.01,-4.34,27.37,1.23,0.082,1.369,46.0
0.04,63.65,-1213.03,0.01,-4.34,28.08,1.23,0.061,1.369,60.0
0.05,68.55,-1213.71,0.01,-4.34,28.85,1.23,0.041,1.369,78.0
0.05,74.59,-1214.38,0.01,-4.34,29.66,1.23,0.018,1.369,84.0
-0.06,109.24,-932.49,-0.18,1.56,41.76,-1.55,0.012,0.264,0.0
-0.07,101.13,-932.67,-0.19,1.56,35.72,-1.55,0.011,0.264,0.0
-0.07,96.65,-932.84,-0.19,1.56,29.29,-1.55,0.04,0.264,0.0
-0.07,93.02,-933.02,-0.19,1.56,22.74,-1.55,0.07,0.264,0.0
-0.07,89.94,-933.2,-0.19,1.56,16.37,-1.55,0.1,0.264,0.0
-0.07,87.93,-933.38,-0.18,1.62,10.33,-1.39,0.13,0.264,0.0
-0.07,86.53,-933.55,-0.17,1.62,12.66,-1.39,0.16,0.264,0.0
-0.06,85.67,-933.73,-0.16,1.62,120.78,-1.39,0.147,0.264,0.0
-0.05,85.04,-933.91,-0.15,1.62,355.9,-1.39,0.127,0.264,0.0
-0.04,84.08,-934.09,-0.13,1.62,352.45,-1.39,0.112,0.264,0.0
-0.03,83.14,-934.27,-0.11,1.62,349.68,-1.39,0.105,0.264,0.0
-0.02,83.0,-934.45,-0.08,2.47,347.49,-2.53,0.09,0.264,0.0
-0.0,553.51,-321.08,0.01,0.15,142.76,-0.99,0.045,7.951,3.5
-0.03,523.7,-319.96,0.01,0.15,144.89,-0.99,0.066,7.951,26.0
-0.04,513.95,-318.45,0.01,0.15,146.81,-0.99,0.1,7.951,56.5
-0.06,507.49,-316.64,0.01,0.15,148.6,-0.99,0.141,7.951,72.0
-0.07,504.24,-315.2,0.01,0.15,149.71,-0.99,0.169,7.951,78.0
-0.08,501.13,-313.64,0.01,-0.14,150.79,-1.12,0.197,7.951,83.0
-0.08,498.0,-311.9,0.01,-0.14,151.82,-1.12,0.226,7.951,88.0
-0.09,495.44,-310.04,0.01,-0.12,152.81,-1.16,0.256,7.951,91.0
-0.09,492.22,-306.93,0.01,-0.12,154.25,-1.16,0.3,7.951,94.0
-0.1,489.39,-303.49,0.01,-0.12,155.63,-1.16,0.336,7.951,92.0
-0.1,487.55,-301.05,0.01,-0.12,156.5,-1.16,0.313,7.951,90.0
-0.1,485.67,-298.39,0.01,-0.12,157.34,-1.16,0.289,7.951,86.0
-0.09,483.94,-295.6,0.01,-0.12,158.14,-1.16,0.265,7.951,80.0
-0.09,481.59,-291.18,0.01,-0.52,159.27,-1.26,0.23,7.951,71.5
-0.09,480.73,-286.39,0.01,-0.52,160.33,-1.26,0.195,7.951,59.0
-0.08,480.48,-283.01,0.01,-0.52,160.99,-1.26,0.171,7.951,52.0
-0.08,481.61,-277.71,0.01,-0.52,161.86,-1.26,0.137,7.951,38.0
-0.07,483.85,-273.43,0.01,-0.52,162.66,-1.26,0.102,7.951,24.0
-0.06,485.34,-274.15,0.01,-0.52,163.14,-1.26,0.078,7.951,14.0
-0.06,487.59,-274.67,0.01,-0.52,163.56,-1.26,0.055,7.951,7.0
-0.05,494.75,-275.02,0.01,-0.97,163.95,-1.32,0.034,7.951,0.0
-0.03,517.41,-275.18,0.01,-0.97,164.43,-1.32,0.007,7.951,0.0
0.07,566.74,-243.63,0.03,-0.96,179.55,-1.73,0.04,2.572,0.0
0.06,534.21,-234.61,0.03,-0.96,175.75,-1.73,0.104,2.572,8.5
0.05,520.04,-228.66,0.03,-0.54,172.97,-1.58,0.148,2.572,36.0
0.04,508.08,-222.24,0.04,-0.54,169.68,-1.58,0.193,2.572,53.0
0.03,496.59,-213.05,0.04,-0.41,164.64,-1.59,0.253,2.572,65.0
0.01,490.11,-200.48,0.04,-0.28,157.23,-1.6,0.312,2.572,85.33
-0.0,485.85,-186.8,0.04,-0.28,148.85,-1.6,0.349,2.572,97.0
-0.01,483.89,-181.04,0.04,-0.28,143.49,-1.6,0.376,2.572,98.0
-0.01,482.67,-179.66,0.04,-0.28,139.82,-1.6,0.374,2.572,94.0
-0.01,480.42,-177.26,0.04,-0.14,134.41,-1.63,0.341,2.572,88.5
-0.01,478.46,-174.51,0.04,-0.01,129.12,-1.66,0.311,2.572,83.0
-0.01,475.68,-171.34,0.04,-0.01,124.13,-1.66,0.285,2.572,77.0
-0.01,472.55,-166.52,0.04,-0.01,117.96,-1.66,0.259,2.572,70.5
-0.01,469.52,-162.48,0.04,0.33,113.79,-1.71,0.23,2.572,67.0
-0.0,465.56,-157.99,0.04,0.33,110.06,-1.71,0.19,2.572,65.5
0.0,457.62,-158.53,0.04,0.55,104.73,-1.8,0.133,2.572,61.0
0.01,447.02,-160.85,0.04,0.55,100.27,-1.8,0.099,2.572,50.5
0.01,434.89,-162.26,0.04,0.55,97.31,-1.8,0.109,2.572,37.0
0.01,424.1,-163.1,0.04,0.55,95.36,-1.8,0.133,2.572,27.0
0.01,410.01,-163.7,0.04,0.62,93.63,-1.8,0.167,2.572,20.5
0.0,386.86,-164.2,0.04,0.69,91.59,-1.8,0.219,2.572,24.5
0.0,366.88,-164.34,0.04,0.69,90.22,-1.8,0.23,2.572,37.0
0.0,349.33,-164.24,0.04,0.69,88.99,-1.8,0.185,2.572,43.0
0.0,333.9,-163.8,0.03,0.77,87.5,-1.83,0.125,2.572,49.0
0.0,324.85,-163.23,0.03,0.85,86.49,-1.87,0.08,2.572,52.0
0.0,317.01,-162.42,0.03,0.9,85.57,-1.8,0.035,2.572,53.5
-0.04,-11.65,-2794.17,-0.04,-0.35,252.3,-0.36,0.032,1.3,0.0
-0.05,10.0,-2734.38,-0.05,-0.35,255.4,-0.36,0.092,1.3,0.0
-0.05,38.0,-2604.65,-0.05,-0.12,262.07,0.77,0.073,1.3,0.0
-0.05,55.02,-2523.72,-0.05,-0.12,266.92,0.77,0.094,1.3,0.0
-0.05,68.16,-2459.51,-0.05,-0.12,270.94,0.77,0.143,1.3,0.0
-0.05,84.74,-2379.77,-0.05,-0.12,275.87,0.88,0.185,1.3,0.0
-0.04,101.62,-2300.63,-0.04,-0.12,280.52,0.99,0.115,1.3,0.0
-0.04,128.77,-2190.64,-0.04,-0.12,286.55,0.99,0.054,1.3,0.0
-0.03,152.19,-2112.88,-0.03,0.6,290.66,0.72,0.085,1.3,0.0
-0.03,174.43,-2051.06,-0.03,0.1,293.91,0.23,0.133,1.3,0.0
-0.02,209.55,-1928.23,-0.02,0.1,300.52,0.23,0.1,1.3,0.0
-0.02,234.41,-1837.01,-0.02,-0.43,305.57,-0.65,0.105,1.3,0.0
-0.02,253.14,-1776.74,-0.02,-0.43,308.99,-0.65,0.139,1.3,0.0
-0.02,275.95,-1673.86,-0.02,-0.43,314.85,-0.65,0.106,1.3,0.0
-0.03,291.72,-1601.43,-0.03,-0.48,319.66,-1.11,0.112,1.3,0.0
-0.03,299.98,-1547.34,-0.03,-0.52,323.37,-1.57,0.106,1.3,0.0
-0.04,310.73,-1474.22,-0.04,-0.65,327.98,-1.76,0.092,1.3,0.0
-0.05,321.58,-1413.79,-0.05,-0.76,331.34,-2.29,0.122,1.3,0.0
-0.06,329.97,-1374.86,-0.06,-0.81,333.18,-2.76,0.148,1.3,0.0
-0.07,346.19,-1309.5,-0.07,-0.81,335.39,-2.76,0.137,1.3,0.0
-0.08,361.61,-1229.78,-0.08,-0.68,336.27,-3.63,0.164,1.3,0.0
-0.08,366.81,-1187.73,-0.08,-0.63,335.47,-3.91,0.18,1.3,0.0
-0.09,373.5,-1155.5,-0.09,-0.63,333.75,-3.91,0.186,1.3,0.0
-0.09,382.91,-1116.66,-0.09,-0.63,330.32,-3.91,0.174,1.3,0.0
-0.09,390.77,-1079.54,-0.09,-1.28,324.93,-5.52,0.166,1.3,0.0
-0.08,401.09,-1030.64,-0.08,-1.28,314.19,-5.52,0.181,1.3,0.0
-0.07,412.7,-997.84,-0.07,-1.27,300.28,-5.89,0.169,1.3,0.0
-0.06,422.72,-985.19,-0.06,-1.23,291.45,-6.63,0.134,1.3,0.0
-0.05,429.19,-978.9,-0.05,-1.23,286.9,-6.63,0.12,1.3,0.0
-0.03,463.17,-966.32,-0.03,-1.23,277.85,-6.63,0.08,1.3,0.0
-0.02,513.5,-953.87,-0.02,-1.23,269.08,-6.63,0.058,1.3,0.0
0.01,110.98,-1089.61,0.01,-0.31,49.24,-1.5,0.018,0.244,0.0
0.01,100.43,-1099.88,-0.0,-0.31,60.27,-1.5,0.018,0.244,0.0
0.01,90.89,-1110.24,-0.01,-0.31,70.5,-1.5,0.037,0.244,0.0
0.01,82.22,-1120.57,-0.03,-0.76,79.16,-1.97,0.054,0.244,0.0
0.01,76.19,-1130.92,-0.04,-0.76,86.25,-1.97,0.079,0.244,0.0
0.01,71.32,-1141.31,-0.05,-0.34,91.87,-1.35,0.068,0.244,0.0
0.01,63.41,-1151.82,-0.06,-0.34,96.32,-1.35,0.05,0.244,0.0
0.0,53.97,-1162.28,-0.07,-0.34,99.85,-1.35,0.045,0.244,0.0
0.0,46.21,-1172.78,-0.08,-0.34,102.72,-1.35,0.042,0.244,0.0
-0.0,39.0,-1183.31,-0.09,-0.34,105.18,-1.35,0.037,0.244,0.0
-0.0,33.4,-1193.87,-0.1,-0.34,107.2,-1.35,0.053,0.244,0.0
-0.01,29.01,-1204.45,-0.11,-0.34,109.02,-1.35,0.078,0.244,0.0
-0.01,25.21,-1215.17,-0.12,-0.34,110.86,-1.35,0.102,0.244,0.0
-0.01,21.11,-1225.82,-0.13,-0.9,112.68,-2.23,0.085,0.244,0.0
-0.02,15.83,-1236.51,-0.13,-0.9,114.6,-2.23,0.066,0.244,0.0
-0.02,10.04,-1247.21,-0.14,-0.9,116.6,-2.23,0.05,0.244,0.0
-0.02,4.81,-1258.05,-0.15,-0.9,118.81,-2.23,0.02,0.244,0.0
0.2,72.64,-2008.28,0.2,-5.3,72.97,-0.29,0.042,0.09,0.0
0.19,59.59,-2010.34,0.19,-5.3,77.35,-0.29,0.049,0.09,0.0
0.18,47.3,-2012.37,0.18,-5.3,80.32,-0.29,0.07,0.09,0.0
0.17,36.95,-2014.41,0.17,-5.3,82.47,-0.29,0.09,0.09,0.0
0.16,28.93,-2016.41,0.16,-5.15,84.06,-0.68,0.111,0.09,0.0
0.15,24.32,-2018.42,0.14,-5.15,85.41,-0.68,0.124,0.09,0.0
0.14,22.36,-2020.41,0.13,-5.15,86.52,-0.68,0.095,0.09,0.0
0.13,22.0,-2022.39,0.12,-5.15,87.51,-0.68,0.067,0.09,0.0
0.12,22.07,-2024.37,0.11,-5.15,88.43,-0.68,0.042,0.09,0.0
0.11,15.23,-2026.32,0.1,-5.15,89.34,-0.68,0.028,0.09,0.0
0.1,-0.59,-2028.27,0.09,-5.15,90.24,-0.68,0.003,0.09,0.0
0.09,-12.84,-2032.15,0.07,-5.15,92.16,-0.68,0.002,0.09,0.0
0.15,863.85,-789.19,0.06,-1.11,188.34,-6.5,0.023,5.554,0.0
0.14,857.32,-788.07,0.06,-1.11,184.21,-6.5,0.052,5.554,0.0
0.14,850.94,-786.95,0.06,-1.11,179.94,-6.5,0.065,5.554,0.0
0.13,843.12,-785.86,0.05,-0.82,175.68,-5.91,0.072,5.554,0.0
0.12,830.48,-784.77,0.05,-0.82,171.35,-5.91,0.071,5.554,0.0
0.11,811.84,-783.72,0.05,-0.82,167.07,-5.91,0.044,5.554,0.0
0.1,789.91,-782.66,0.05,-0.82,162.8,-5.91,0.025,5.554,0.0
0.09,770.34,-781.64,0.05,-0.82,158.6,-5.91,0.029,5.554,0.0
0.07,1035.54,-779.13,0.01,-1.1,131.98,-5.68,0.073,16.592,0.0
0.04,989.76,-773.97,0.01,-1.08,117.34,-5.21,0.138,16.592,0.0
0.02,971.64,-769.21,0.01,-1.07,109.24,-4.98,0.04,16.592,0.0
-0.03,787.53,-773.84,0.01,-1.07,97.18,-3.98,0.004,16.592,12.0
-0.04,769.06,-786.97,0.01,-1.09,96.34,-3.45,0.032,16.592,18.5
-0.05,735.55,-817.38,0.01,-1.11,94.73,-3.31,0.142,16.592,27.57
-0.05,715.43,-859.14,0.01,-1.15,93.05,-2.94,0.19,16.592,55.29
-0.04,715.89,-890.97,0.0,-1.19,92.03,-2.64,0.222,16.592,84.67
-0.03,717.22,-911.02,0.0,-1.21,91.48,-2.5,0.225,16.592,95.0
-0.01,722.36,-946.07,0.0,-1.24,90.64,-2.33,0.141,16.592,60.43
0.0,735.15,-975.14,0.0,-1.27,90.01,-2.09,0.085,16.592,21.0
0.01,764.52,-994.98,0.0,-1.27,89.65,-2.09,0.058,16.592,4.25
-0.02,347.88,-1702.61,-0.01,-0.87,67.89,0.5,0.016,16.592,13.0
-0.03,298.06,-1727.61,-0.01,-0.75,59.76,0.73,0.094,16.592,48.27
-0.04,284.18,-1772.42,-0.01,-0.72,36.16,1.11,0.391,16.592,110.45
-0.05,287.28,-1811.94,-0.01,-0.68,99.38,1.21,0.487,16.592,122.8
-0.06,284.07,-1855.81,-0.0,-0.84,339.06,1.36,0.184,16.592,75.33
-0.06,287.94,-1839.71,-0.0,-0.7,346.8,1.24,0.311,16.592,109.0
-0.04,298.02,-1873.46,-0.0,-0.85,333.32,1.22,0.085,16.592,20.36
0.17,-6.51,-376.21,0.14,0.53,276.57,-3.22,0.028,0.178,0.0
0.17,37.86,-378.74,0.15,0.53,280.08,-3.22,0.052,0.178,0.0
0.18,59.9,-381.36,0.15,0.99,284.35,-3.24,0.061,0.178,0.0
0.19,68.59,-384.02,0.16,0.99,289.42,-3.24,0.081,0.178,0.0
0.19,80.92,-386.72,0.16,0.99,295.4,-3.24,0.1,0.178,0.0
0.2,94.75,-389.5,0.17,0.99,302.41,-3.24,0.097,0.178,0.0
0.2,106.39,-392.31,0.17,1.21,310.31,-2.0,0.104,0.178,0.0
0.21,118.4,-395.16,0.18,1.21,319.04,-2.0,0.105,0.178,0.0
0.21,126.08,-398.1,0.18,1.21,327.75,-2.0,0.111,0.178,0.0
0.21,132.38,-401.12,0.18,1.21,336.25,-2.0,0.113,0.178,0.0
0.22,136.62,-404.12,0.18,1.21,344.14,-2.0,0.119,0.178,0.0
0.22,137.88,-407.22,0.18,1.56,351.32,-1.73,0.132,0.178,0.0
0.21,135.24,-410.4,0.18,1.56,237.41,-1.73,0.139,0.178,0.0
0.21,127.33,-413.58,0.18,1.56,32.98,-1.73,0.113,0.178,0.0
0.21,119.49,-416.83,0.17,1.56,7.22,-1.73,0.09,0.178,0.0
0.2,116.06,-420.13,0.17,1.56,10.78,-1.73,0.071,0.178,0.0
0.2,111.93,-423.47,0.16,1.56,13.72,-1.73,0.062,0.178,0.0
-0.1,117.09,-2862.04,-0.11,0.24,207.3,-2.38,0.066,0.361,0.0
-0.11,115.29,-2857.02,-0.13,0.24,207.93,-2.38,0.055,0.361,0.0
-0.12,114.2,-2851.77,-0.15,0.24,208.97,-2.38,0.058,0.361,0.0
-0.13,114.09,-2846.23,-0.17,0.24,210.4,-2.38,0.075,0.361,0.0
-0.14,115.25,-2840.36,-0.18,0.24,212.16,-2.38,0.098,0.361,0.0
-0.15,117.64,-2834.26,-0.2,0.24,214.31,-2.38,0.124,0.361,0.0
-0.16,120.74,-2827.83,-0.21,0.48,216.69,-2.4,0.13,0.361,0.0
-0.17,125.09,-2821.18,-0.22,0.48,219.18,-2.4,0.119,0.361,0.0
-0.17,131.99,-2814.18,-0.22,0.7,221.7,-2.95,0.109,0.361,0.0
-0.17,140.3,-2806.97,-0.23,0.7,224.18,-2.95,0.106,0.361,0.0
-0.17,148.3,-2799.46,-0.23,0.7,226.53,-2.95,0.112,0.361,0.0
-0.17,168.77,-2791.61,-0.22,0.7,228.75,-2.95,0.125,0.361,0.0
-0.16,205.33,-2783.54,-0.22,0.7,230.82,-2.95,0.143,0.361,0.0
-0.15,233.16,-2775.13,-0.21,0.7,232.67,-2.95,0.156,0.361,0.0
-0.14,257.24,-2766.56,-0.2,0.7,234.26,-2.95,0.129,0.361,0.0
-0.13,282.01,-2757.59,-0.18,1.06,235.62,-3.02,0.103,0.361,0.0
-0.12,305.77,-2748.33,-0.17,1.06,236.72,-3.02,0.073,0.361,0.0
-0.1,330.55,-2738.93,-0.15,1.06,237.58,-3.02,0.043,0.361,0.0
-0.08,352.23,-2729.1,-0.13,1.06,238.21,-3.02,0.013,0.361,0.0
0.17,243.08,-2550.25,0.02,-0.33,219.63,-2.36,0.03,0.962,0.0
0.18,273.82,-2536.99,0.02,-0.38,38.87,-2.31,0.035,0.962,0.0
0.18,298.14,-2523.9,0.02,-0.38,16.53,-2.31,0.056,0.962,0.0
0.19,305.09,-2511.03,0.02,-0.38,22.07,-2.31,0.082,0.962,0.0
0.19,304.56,-2498.22,0.02,-0.38,26.37,-2.31,0.065,0.962,0.0
0.19,305.66,-2479.6,0.02,-0.38,31.1,-2.31,0.052,0.962,0.0
0.19,308.09,-2455.26,0.02,-0.38,35.69,-2.31,0.045,0.962,0.0
0.19,304.9,-2431.71,0.02,-0.4,38.94,-2.29,0.044,0.962,0.0
0.19,300.97,-2414.56,0.02,-0.42,40.84,-2.27,0.051,0.962,0.0
0.18,302.89,-2403.27,0.02,-0.42,41.92,-2.27,0.025,0.962,0.0
0.18,300.6,-2392.27,0.02,-0.42,42.87,-2.27,0.02,0.962,0.0
0.18,290.95,-2381.45,0.02,-0.67,43.73,-2.23,0.044,0.962,0.0
0.18,293.23,-2370.75,0.02,-0.67,44.51,-2.23,0.022,0.962,0.0
0.19,300.29,-2344.95,0.02,-0.67,46.17,-2.23,0.045,0.962,0.0
0.2,307.67,-2325.16,0.02,-0.7,47.29,-2.19,0.02,0.962,0.0
0.21,316.38,-2310.7,0.02,-0.7,48.04,-2.19,0.041,0.962,0.0
0.22,327.23,-2296.78,0.02,-0.7,48.71,-2.19,0.065,0.962,0.0
0.23,332.82,-2278.81,0.02,-0.7,49.53,-2.19,0.065,0.962,0.0
0.23,329.8,-2261.52,0.02,-0.7,50.27,-2.19,0.105,0.962,0.0
0.24,328.13,-2249.08,0.02,-0.72,50.79,-2.14,0.137,0.962,0.0
0.24,324.73,-2240.99,0.02,-0.72,51.12,-2.14,0.113,0.962,0.0
0.24,325.71,-2233.09,0.02,-0.72,51.43,-2.14,0.087,0.962,0.0
0.24,318.06,-2225.37,0.02,-0.72,51.73,-2.14,0.059,0.962,0.0
0.24,302.31,-2217.85,0.02,-0.72,52.02,-2.14,0.036,0.962,0.0
-0.05,300.91,-1192.99,-0.13,-0.29,190.64,-0.71,0.023,0.685,0.0
-0.05,307.52,-1176.98,-0.11,-0.29,193.1,-0.71,0.046,0.685,0.0
-0.04,316.98,-1161.21,-0.1,-0.29,195.2,-0.71,0.074,0.685,0.0
-0.03,327.11,-1146.01,-0.08,-0.13,196.91,-0.72,0.077,0.685,0.0
-0.01,344.64,-1130.82,-0.06,-0.13,198.23,-0.69,0.047,0.685,0.0
0.15,692.81,-1184.78,0.07,-0.22,162.59,-0.67,0.057,2.646,0.0
0.15,707.01,-1216.82,0.07,-0.22,158.78,-0.67,0.057,2.646,0.0
0.1,628.64,-995.57,0.02,-0.14,147.28,-0.73,0.016,4.225,0.0
0.11,659.31,-972.01,0.02,-0.14,140.87,-0.73,0.046,4.225,0.0
0.12,660.69,-949.43,0.02,-0.14,135.34,-0.73,0.103,4.225,0.0
0.11,637.75,-937.17,0.02,-0.14,131.0,-0.73,0.089,4.225,0.0
0.1,607.1,-934.42,0.01,-0.01,127.43,-0.89,0.077,4.225,0.0
-0.02,299.05,-922.6,-0.01,-0.06,121.84,-0.88,0.028,4.225,0.0
-0.03,274.43,-920.66,-0.01,-0.06,122.7,-0.88,0.051,4.225,0.0
-0.06,242.91,-917.28,-0.01,-0.06,125.06,-0.88,0.082,4.225,10.33
-0.08,220.88,-913.62,-0.02,-0.06,128.65,-0.88,0.144,4.225,41.5
-0.09,209.07,-909.67,-0.02,-0.1,133.85,-1.11,0.215,4.225,54.0
-0.09,204.11,-906.35,-0.03,-0.1,139.06,-1.11,0.268,4.225,63.0
-0.09,202.59,-901.9,-0.03,-0.1,147.26,-1.11,0.325,4.225,71.0
-0.09,196.01,-893.27,-0.03,-0.19,164.41,-1.12,0.311,4.225,67.4
-0.09,190.13,-887.1,-0.03,-0.21,175.95,-1.13,0.226,4.225,54.0
-0.09,185.8,-886.27,-0.03,-0.21,182.68,-1.13,0.17,4.225,40.0
-0.09,181.75,-896.99,-0.03,-0.26,191.01,-1.12,0.094,4.225,17.0
-0.08,183.98,-904.9,-0.02,-0.29,195.33,-1.12,0.065,4.225,2.0
0.15,668.31,-1106.15,0.06,-0.2,166.62,-1.05,0.021,4.225,0.0
0.15,646.27,-1152.95,0.06,-0.04,161.77,-1.02,0.056,4.225,0.0
-0.04,84.85,-2105.85,-0.06,0.32,175.05,-1.19,0.019,0.468,0.0
-0.05,83.83,-2069.74,-0.07,0.32,177.28,-1.19,0.038,0.468,0.0
-0.07,85.78,-2033.76,-0.09,0.32,180.72,-1.19,0.066,0.468,0.0
-0.08,89.09,-1997.91,-0.1,0.32,185.42,-1.19,0.095,0.468,0.0
-0.08,92.02,-1962.28,-0.11,1.02,191.36,-1.11,0.125,0.468,0.0
-0.09,95.13,-1926.79,-0.12,1.02,198.3,-1.11,0.155,0.468,0.0
-0.1,97.76,-1891.68,-0.12,1.02,205.81,-1.11,0.184,0.468,0.0
-0.1,99.89,-1856.54,-0.12,1.02,213.43,-1.11,0.202,0.468,0.0
-0.1,102.18,-1821.53,-0.12,1.02,220.65,-1.11,0.178,0.468,0.0
-0.1,104.05,-1786.66,-0.12,1.02,227.06,-1.11,0.155,0.468,0.0
-0.09,105.72,-1754.95,-0.12,1.02,232.47,-1.11,0.135,0.468,0.0
-0.09,108.59,-1734.08,-0.11,1.02,236.83,-1.11,0.119,0.468,0.0
-0.08,114.14,-1714.04,-0.1,1.02,240.15,-1.11,0.1,0.468,0.0
-0.08,124.98,-1694.38,-0.09,0.87,242.6,-0.84,0.084,0.468,0.0
-0.07,137.97,-1675.51,-0.08,0.87,244.3,-0.84,0.066,0.468,0.0
-0.06,164.75,-1657.06,-0.06,0.87,245.39,-0.84,0.059,0.468,0.0
-0.04,202.38,-1639.3,-0.05,0.87,245.95,-0.84,0.066,0.468,0.0
-0.03,234.31,-1622.04,-0.03,0.87,246.04,-0.84,0.055,0.468,0.0
-0.02,254.9,-1605.41,-0.02,0.87,245.68,-0.84,0.042,0.468,0.0
-0.01,261.79,-1589.37,-0.0,0.87,244.93,-0.84,0.02,0.468,0.0
0.0,293.26,-1574.21,0.01,0.87,243.9,-0.84,0.014,0.468,0.0
-0.03,43.31,-1302.57,-0.07,-0.93,205.06,2.39,0.033,0.477,0.0
-0.03,38.68,-1295.13,-0.08,-0.93,212.2,2.39,0.055,0.477,0.0
-0.04,38.44,-1287.86,-0.08,-0.93,220.15,2.39,0.082,0.477,0.0
-0.04,43.57,-1305.52,-0.08,-0.93,228.39,2.39,0.111,0.477,0.0
-0.04,52.84,-1324.27,-0.08,-0.93,236.14,2.39,0.139,0.477,0.0
-0.04,66.0,-1343.42,-0.08,-0.93,243.19,2.39,0.132,0.477,0.0
-0.04,80.23,-1362.61,-0.07,-0.89,249.16,3.5,0.105,0.477,0.0
-0.04,95.45,-1381.85,-0.06,-0.89,254.08,3.5,0.079,0.477,0.0
-0.1,142.86,-2185.31,-0.11,1.77,174.73,-1.68,0.031,1.208,0.0
-0.1,143.51,-2155.0,-0.12,1.77,176.23,-1.68,0.009,1.208,0.0
-0.11,145.99,-2117.78,-0.13,1.77,178.44,-1.68,0.032,1.208,0.0
-0.12,148.34,-2081.26,-0.13,1.77,181.41,-1.68,0.061,1.208,0.0
-0.12,149.35,-2045.23,-0.14,1.23,185.29,-1.14,0.091,1.208,5.0
-0.13,150.95,-2009.47,-0.14,1.23,190.33,-1.14,0.121,1.208,15.0
-0.13,155.02,-1974.67,-0.14,1.23,196.64,-1.14,0.108,1.208,20.0
-0.14,160.53,-1939.89,-0.15,1.71,204.59,-0.97,0.099,1.208,24.0
-0.14,166.26,-1906.14,-0.15,1.71,213.96,-0.97,0.099,1.208,29.0
-0.14,172.08,-1872.3,-0.15,1.71,224.61,-0.97,0.108,1.208,36.0
-0.14,176.88,-1839.42,-0.15,1.71,235.34,-0.97,0.124,1.208,45.0
-0.14,181.32,-1806.59,-0.15,1.71,245.59,-0.97,0.144,1.208,52.0
-0.14,185.81,-1774.64,-0.15,1.71,254.5,-0.97,0.165,1.208,58.0
-0.14,189.9,-1742.75,-0.15,0.54,262.1,0.06,0.184,1.208,61.0
-0.14,195.66,-1696.35,-0.15,0.54,270.68,0.06,0.193,1.208,65.0
-0.14,202.48,-1650.88,-0.15,0.54,277.11,0.06,0.155,1.208,62.0
-0.13,208.22,-1620.9,-0.15,0.54,280.31,0.06,0.125,1.208,49.0
-0.13,214.88,-1591.85,-0.14,0.54,282.91,0.06,0.095,1.208,36.0
-0.12,223.62,-1562.85,-0.14,0.54,285.11,0.06,0.065,1.208,21.0
-0.12,235.41,-1534.77,-0.13,0.54,286.96,0.06,0.036,1.208,0.0
-0.11,244.02,-1506.89,-0.12,0.54,288.57,0.06,0.011,1.208,0.0
-0.1,257.78,-1479.53,-0.12,-0.43,289.99,0.93,0.014,1.208,0.0
-0.06,34.52,-2460.27,-0.02,1.26,278.09,-0.83,0.012,6.34,30.0
-0.05,53.66,-2444.82,-0.02,1.26,283.62,-0.83,0.032,6.34,35.0
-0.05,83.43,-2421.67,-0.02,1.0,290.61,-0.52,0.072,6.34,43.75
-0.04,94.8,-2408.18,-0.02,0.92,294.04,-0.42,0.126,6.34,48.0
-0.04,98.08,-2398.11,-0.02,0.92,296.25,-0.27,0.084,6.34,47.0
-0.04,101.8,-2388.48,-0.02,0.92,298.15,-0.2,0.031,6.34,43.0
-0.04,104.7,-2379.46,-0.02,0.69,299.74,0.06,0.034,6.34,32.33
-0.04,110.94,-2368.87,-0.02,0.58,301.44,0.18,0.106,6.34,16.5
-0.04,120.95,-2359.08,-0.02,0.58,302.81,0.18,0.18,6.34,13.0
-0.03,131.69,-2345.15,-0.02,0.58,303.96,0.18,0.192,6.34,16.5
-0.03,143.96,-2331.64,-0.02,0.26,304.74,0.53,0.186,6.34,21.5
-0.02,164.22,-2315.04,-0.02,0.26,305.55,0.53,0.16,6.34,27.0
-0.02,180.74,-2301.88,-0.02,0.26,306.12,0.53,0.124,6.34,28.0
-0.01,189.9,-2285.73,-0.01,0.3,306.7,0.69,0.091,6.34,26.75
-0.01,199.11,-2269.78,-0.01,0.03,307.22,0.95,0.053,6.34,28.0
-0.01,212.51,-2254.15,-0.01,0.03,307.67,0.95,0.055,6.34,30.5
-0.0,230.5,-2229.72,-0.01,0.03,308.31,0.95,0.091,6.34,40.5
-0.0,235.61,-2214.79,-0.01,-0.2,308.7,1.12,0.135,6.34,45.0
-0.0,243.26,-2203.11,-0.01,-0.2,309.04,1.12,0.182,6.34,41.33
-0.0,267.3,-2188.77,-0.01,-0.2,309.51,1.12,0.242,6.34,35.0
-0.0,290.41,-2174.74,-0.01,-0.12,310.07,1.24,0.303,6.34,27.33
