haeldning_300m,elevation,mass_balance,haeldning_adaptiv,hastighed_x,retning,hastighed_y,afstand_til_kant_km,areal,gletsjer_dybde
-0.12,238.51,-1693.52,-0.06,-5.61,315.1,16.43,0.111,8.376,180.77
0.04,2468.41,-933.49,0.05,3.03,297.82,12.1,0.409,8.376,29.64
-0.14,263.95,-1684.85,-0.06,-7.73,304.95,21.7,0.064,8.376,181.67
-0.14,251.21,-1689.19,-0.05,-7.13,298.24,19.82,0.016,8.376,133.0
-0.11,2249.12,-1008.23,0.02,8.32,341.8,26.4,0.801,8.376,96.25
0.07,1781.71,-1167.54,0.02,11.92,15.5,42.13,0.066,8.376,7.5
-0.16,297.57,-1673.39,-0.06,-9.32,310.25,30.98,0.099,8.376,116.0
-0.15,284.3,-1677.91,-0.06,-8.93,306.5,27.53,0.105,8.376,144.83
-0.16,2323.27,-982.96,0.03,1.5,318.81,13.18,0.522,8.376,167.4
-0.11,2229.85,-1014.8,0.0,9.12,344.7,31.13,0.72,8.376,139.24
-0.02,1766.24,-1172.81,0.01,17.06,12.11,49.22,0.061,8.376,10.0
0.03,1776.55,-1169.3,0.02,14.45,13.33,43.95,0.111,8.376,19.8
-0.15,321.67,-1665.18,-0.06,-9.73,312.67,37.42,0.102,8.376,117.32
-0.17,2326.74,-981.77,0.02,1.13,322.16,13.77,0.525,8.376,180.0
-0.11,2230.65,-1014.52,-0.0,7.48,340.34,30.48,0.66,8.376,173.18
-0.07,2053.94,-1074.75,-0.01,18.17,353.77,51.39,0.261,8.376,83.83
-0.08,1774.03,-1170.16,-0.01,21.42,6.76,58.37,0.088,8.376,40.91
-0.03,1630.77,-1218.98,-0.01,12.6,15.07,57.93,0.088,8.376,30.39
-0.1,811.91,-1498.08,-0.06,-16.2,14.22,87.29,0.079,8.376,25.25
-0.11,404.09,-1637.08,-0.07,-10.48,326.44,54.81,0.129,8.376,83.44
-0.13,368.95,-1649.06,-0.07,-10.1,318.34,46.88,0.133,8.376,108.64
-0.14,2320.89,-983.77,0.01,1.74,326.81,17.26,0.465,8.376,142.54
-0.11,2252.74,-1007.0,-0.0,4.8,334.07,25.81,0.623,8.376,138.36
-0.05,2136.31,-1046.68,-0.01,13.2,344.42,44.82,0.209,8.376,57.44
-0.06,2050.68,-1075.86,-0.01,17.7,351.82,51.68,0.217,8.376,88.35
-0.09,1873.44,-1136.27,-0.02,21.88,253.85,59.44,0.215,8.376,88.25
-0.11,1770.91,-1171.22,-0.02,22.31,135.43,62.36,0.226,8.376,73.36
-0.07,1548.15,-1247.15,-0.02,12.51,10.6,68.05,0.157,8.376,32.83
-0.09,942.07,-1453.72,-0.06,-18.47,7.11,103.38,0.158,8.376,76.67
-0.09,908.67,-1465.1,-0.06,-17.44,10.37,96.77,0.123,8.376,54.43
-0.1,609.19,-1567.18,-0.07,-16.88,357.18,92.35,0.114,8.376,56.67
-0.09,554.26,-1585.9,-0.08,-13.8,352.16,79.01,0.104,8.376,49.93
-0.1,453.44,-1620.26,-0.07,-11.39,338.53,64.91,0.134,8.376,37.11
-0.06,2449.41,-939.96,0.01,0.42,323.9,14.69,0.297,8.376,9.2
-0.04,2282.37,-996.9,-0.0,5.62,332.84,29.63,0.491,8.376,20.56
-0.04,2185.56,-1029.89,-0.01,10.18,339.66,39.51,0.275,8.376,41.7
-0.08,1928.31,-1117.57,-0.02,20.1,351.58,58.24,0.06,8.376,40.36
-0.13,1651.75,-1211.83,-0.03,20.63,349.39,67.38,0.284,8.376,80.32
-0.11,1489.5,-1267.13,-0.04,12.02,102.92,75.7,0.235,8.376,50.05
-0.09,1460.65,-1276.97,-0.03,9.01,6.08,76.62,0.176,8.376,32.75
-0.09,981.05,-1440.43,-0.05,-17.19,9.55,105.94,0.184,8.376,64.79
-0.08,803.26,-1501.03,-0.07,-19.84,239.94,104.63,0.238,8.376,48.75
-0.09,675.23,-1544.67,-0.07,-19.08,355.3,101.9,0.117,8.376,53.94
-0.01,2537.82,-909.83,0.02,0.26,323.46,14.3,0.301,8.376,18.47
-0.01,2491.6,-925.58,0.01,1.92,326.63,19.79,0.473,8.376,25.44
0.03,2422.6,-949.1,0.01,5.97,332.08,30.83,0.349,8.376,19.0
-0.1,1897.9,-1127.94,-0.03,17.84,344.51,57.01,0.042,8.376,11.71
-0.14,1485.55,-1268.48,-0.04,11.76,355.81,78.48,0.308,8.376,88.7
-0.11,1353.44,-1313.51,-0.05,1.92,354.27,90.17,0.241,8.376,95.5
-0.08,1196.58,-1366.97,-0.05,-11.03,350.49,104.99,0.224,8.376,53.71
-0.09,1045.07,-1418.61,-0.05,-15.45,212.89,107.97,0.192,8.376,53.6
0.02,2603.77,-887.35,0.03,-0.06,323.02,12.47,0.33,8.376,52.79
0.03,2545.24,-907.3,0.02,1.75,326.7,18.63,0.414,8.376,77.77
0.06,2447.92,-940.47,0.01,5.34,332.0,28.68,0.247,8.376,57.67
-0.1,1917.8,-1121.16,-0.02,15.44,340.86,52.16,0.143,8.376,49.29
-0.12,1375.65,-1305.94,-0.05,3.93,349.9,87.43,0.236,8.376,95.43
-0.06,1233.83,-1354.28,-0.05,-10.64,349.21,106.73,0.197,8.376,59.82
0.05,2664.19,-866.76,0.05,-1.05,320.75,6.28,0.256,8.376,80.89
0.04,2543.09,-908.03,0.04,1.36,327.89,16.53,0.356,8.376,125.65
0.07,2415.51,-951.52,0.02,5.85,333.13,29.23,0.121,8.376,40.44
-0.08,1944.98,-1111.89,-0.01,12.04,337.38,44.4,0.079,8.376,50.53
-0.08,1335.01,-1319.79,-0.04,-0.91,343.54,92.0,0.108,8.376,72.8
-0.04,1272.4,-1341.13,-0.05,-7.96,343.2,102.01,0.108,8.376,41.5
0.11,2764.21,-832.67,0.07,-1.16,320.62,1.97,0.24,8.376,27.78
0.06,2570.41,-898.72,0.05,0.74,331.66,12.63,0.188,8.376,24.94
0.11,2590.35,-891.93,0.05,2.29,335.46,17.17,0.045,8.376,3.5
-0.08,2002.23,-1092.38,-0.0,10.21,336.11,40.25,0.025,8.376,49.0
0.16,2857.92,-800.73,0.08,-0.69,333.17,0.6,0.196,8.376,8.18
0.08,2618.66,-882.28,0.06,0.71,334.87,11.27,0.106,8.376,10.67
0.11,2649.47,-871.77,0.06,1.16,336.93,12.66,0.088,8.376,8.22
-0.07,1857.25,-1141.79,-0.0,8.56,333.65,40.7,0.022,8.376,29.0
0.16,2891.85,-789.16,0.08,-0.29,312.99,0.51,0.189,8.376,23.1
0.1,2792.19,-823.13,0.08,-0.23,343.56,3.91,0.025,8.376,58.0
0.11,2453.12,-938.7,0.05,2.27,343.63,13.85,0.19,8.376,16.0
0.05,2059.7,-1072.79,0.02,4.65,332.52,31.04,0.07,8.376,42.5
0.12,2480.84,-929.25,0.05,1.76,348.12,11.23,0.254,8.376,48.31
0.09,2134.35,-1047.35,0.03,3.61,335.03,24.41,0.086,8.376,32.8
0.13,2483.31,-928.41,0.06,1.45,354.42,8.63,0.233,8.376,87.73
0.15,2363.79,-969.14,0.05,2.11,348.4,11.16,0.109,8.376,44.38
0.14,2256.77,-1005.62,0.05,2.67,341.67,14.99,0.055,8.376,25.31
-0.01,326.64,-1314.8,-0.01,0.27,130.96,1.4,0.065,4.078,14.5
-0.02,329.28,-1313.91,-0.02,0.11,132.15,1.69,0.123,4.078,42.5
-0.03,332.29,-1312.88,-0.03,-0.4,132.19,1.62,0.181,4.078,41.0
-0.04,295.55,-1325.4,-0.04,-1.65,117.9,-1.92,0.106,4.078,28.5
-0.03,327.52,-1314.51,-0.03,-0.95,132.42,1.04,0.135,4.078,32.38
-0.06,296.74,-1325.0,-0.06,-2.3,117.45,-2.46,0.163,4.078,38.9
-0.06,289.11,-1327.6,-0.06,-3.4,113.91,-3.76,0.208,4.078,61.1
-0.06,285.12,-1328.96,-0.06,-4.33,112.79,-4.76,0.222,4.078,71.38
0.04,456.12,-1270.67,0.04,-1.56,117.4,-2.82,0.104,4.078,48.0
0.03,456.11,-1270.68,0.03,-0.98,116.1,-3.34,0.195,4.078,43.17
0.02,458.46,-1269.88,0.02,-0.15,116.0,-3.91,0.262,4.078,40.0
-0.05,281.01,-1330.36,-0.05,-4.98,112.35,-5.14,0.164,4.078,83.0
-0.05,277.82,-1331.44,-0.05,-5.39,112.06,-5.47,0.123,4.078,78.2
0.02,463.65,-1268.11,0.02,0.25,117.06,-4.03,0.308,4.078,45.8
0.0,472.73,-1265.01,0.0,1.41,121.38,-4.54,0.267,4.078,49.6
-0.01,471.05,-1265.58,-0.01,2.13,126.63,-4.5,0.184,4.078,60.5
0.18,793.2,-1155.78,0.18,0.27,279.78,-6.05,0.202,4.078,47.67
0.18,812.23,-1149.3,0.18,-0.58,312.99,-5.5,0.129,4.078,39.83
-0.04,259.77,-1337.6,-0.04,-6.05,111.9,-5.92,0.068,4.078,47.7
-0.02,469.37,-1266.16,-0.02,2.46,129.57,-4.4,0.12,4.078,56.83
-0.01,512.78,-1251.36,-0.01,2.78,136.0,-4.65,0.082,4.078,40.6
0.01,557.64,-1236.07,0.01,2.85,143.19,-5.11,0.056,4.078,45.6
0.14,779.31,-1160.52,0.14,1.99,164.2,-6.7,0.315,4.078,45.83
0.16,799.55,-1153.62,0.16,1.58,171.03,-6.75,0.307,4.078,38.12
0.18,795.03,-1155.16,0.18,0.71,227.29,-6.22,0.241,4.078,18.0
-0.04,222.13,-1350.43,-0.04,-6.79,110.72,-6.51,0.016,4.078,9.8
0.17,773.46,-1162.51,0.17,1.43,163.98,-7.09,0.373,4.078,35.8
0.05,674.21,-1196.34,0.05,2.31,152.63,-6.19,0.156,4.078,46.33
0.1,695.77,-1188.99,0.1,1.76,155.98,-7.05,0.262,4.078,47.88
0.14,739.8,-1173.98,0.14,1.47,158.71,-7.25,0.345,4.078,56.75
-0.05,165.91,-1369.59,-0.05,-8.2,111.17,-7.3,0.086,4.078,15.33
0.04,619.53,-1214.98,0.04,2.06,153.48,-6.25,0.134,4.078,36.83
0.09,657.37,-1202.08,0.09,1.77,155.14,-6.94,0.228,4.078,45.83
-0.05,164.38,-1370.11,-0.05,-8.54,111.37,-7.69,0.116,4.078,16.5
-0.06,165.55,-1369.71,-0.06,-8.46,111.76,-7.77,0.142,4.078,27.25
-0.06,163.95,-1370.26,-0.06,-8.5,112.32,-8.25,0.118,4.078,37.89
-0.06,154.62,-1373.44,-0.06,-8.49,112.7,-8.78,0.093,4.078,32.0
-0.11,245.12,-1342.59,-0.11,1.56,135.45,-3.13,0.262,4.078,54.29
-0.1,272.36,-1333.31,-0.1,2.34,139.4,-3.16,0.178,4.078,41.29
-0.1,287.69,-1328.08,-0.1,2.32,145.64,-3.67,0.127,4.078,38.14
-0.06,143.91,-1377.09,-0.06,-8.23,113.33,-8.92,0.07,4.078,33.8
-0.11,231.87,-1347.11,-0.11,0.97,136.5,-3.85,0.309,4.078,71.3
-0.1,267.62,-1334.92,-0.1,1.63,146.02,-4.04,0.208,4.078,46.12
-0.1,281.02,-1330.35,-0.1,2.03,146.42,-3.93,0.157,4.078,40.0
0.23,810.07,-1150.03,0.23,-2.42,128.31,-6.96,0.125,4.078,25.5
-0.06,131.02,-1381.48,-0.06,-7.97,114.48,-9.84,0.013,4.078,35.33
-0.1,222.44,-1350.32,-0.1,-0.18,139.47,-5.01,0.326,4.078,75.14
-0.1,253.52,-1339.73,-0.1,0.9,146.24,-4.55,0.277,4.078,65.25
0.24,812.8,-1149.1,0.24,-2.42,125.53,-6.96,0.118,4.078,30.0
-0.06,111.65,-1388.08,-0.06,-7.48,116.91,-11.26,0.04,4.078,48.0
-0.1,207.6,-1355.38,-0.1,-1.4,139.34,-6.14,0.319,4.078,86.87
-0.06,108.03,-1389.32,-0.06,-7.59,118.14,-11.98,0.076,4.078,49.5
-0.06,111.92,-1387.99,-0.06,-7.56,119.69,-12.52,0.116,4.078,53.33
-0.09,173.51,-1367.0,-0.09,-3.83,137.97,-8.43,0.33,4.078,93.0
-0.06,113.3,-1387.52,-0.06,-8.23,122.11,-13.76,0.176,4.078,63.0
-0.06,109.49,-1388.82,-0.06,-9.05,124.17,-14.8,0.224,4.078,80.0
-0.09,142.66,-1377.51,-0.09,-5.7,135.56,-10.36,0.322,4.078,86.12
-0.06,98.72,-1392.49,-0.06,-9.49,126.27,-15.13,0.281,4.078,109.6
-0.07,89.74,-1395.55,-0.07,-10.72,129.12,-15.75,0.368,4.078,153.83
-0.07,87.43,-1396.34,-0.07,-11.47,130.57,-16.08,0.418,4.078,165.33
-0.1,461.27,-1342.88,-0.1,0.3,146.32,-4.98,0.317,1.475,78.0
0.25,1035.25,-1147.24,0.25,-2.68,120.19,-6.72,0.093,1.475,38.0
-0.1,446.69,-1347.85,-0.1,-0.57,145.94,-5.56,0.294,1.475,83.0
0.26,1034.6,-1147.47,0.26,-3.07,112.68,-6.24,0.078,1.475,31.83
-0.09,392.36,-1366.37,-0.09,-3.87,138.41,-8.48,0.336,1.475,92.75
-0.1,412.47,-1359.51,-0.1,-2.54,140.64,-7.17,0.325,1.475,88.6
-0.1,429.38,-1353.75,-0.1,-2.19,144.27,-6.83,0.29,1.475,88.0
-0.08,334.63,-1386.04,-0.08,-7.58,134.78,-11.99,0.352,1.475,87.25
-0.08,314.96,-1392.75,-0.08,-9.46,133.45,-13.87,0.394,1.475,111.44
-0.07,303.15,-1396.77,-0.07,-11.55,131.45,-15.5,0.44,1.475,165.0
-0.06,296.53,-1399.03,-0.06,-12.99,130.4,-16.2,0.437,1.475,182.83
-0.06,290.98,-1400.92,-0.06,-13.86,129.05,-16.09,0.427,1.475,181.58
-0.06,288.9,-1401.63,-0.06,-13.46,130.16,-14.56,0.384,1.475,182.83
-0.05,284.62,-1403.09,-0.05,-14.57,126.02,-15.43,0.362,1.475,174.78
-0.06,284.21,-1403.23,-0.06,-13.99,127.75,-13.97,0.343,1.475,179.67
-0.05,281.6,-1404.12,-0.05,-14.77,123.97,-14.98,0.315,1.475,173.0
-0.05,279.2,-1404.94,-0.05,-14.16,122.84,-13.07,0.274,1.475,176.82
-0.05,277.05,-1405.67,-0.05,-13.16,122.99,-10.76,0.233,1.475,170.43
-0.04,272.23,-1407.31,-0.04,-13.88,116.17,-11.61,0.192,1.475,174.11
-0.05,271.94,-1407.41,-0.05,-12.85,119.71,-9.73,0.185,1.475,163.67
-0.05,270.56,-1407.88,-0.05,-11.9,116.25,-8.09,0.149,1.475,150.67
-0.04,269.25,-1408.33,-0.04,-13.22,112.25,-10.08,0.141,1.475,172.0
-0.04,271.1,-1407.7,-0.04,-12.4,108.22,-8.62,0.092,1.475,171.12
-0.05,272.31,-1407.28,-0.05,-10.62,109.32,-6.29,0.101,1.475,140.56
-0.03,269.88,-1408.11,-0.03,-11.51,101.59,-7.19,0.026,1.475,169.0
-0.03,265.04,-1409.76,-0.03,-10.21,95.9,-5.58,0.009,1.475,162.0
-0.04,265.23,-1409.7,-0.04,-9.77,99.87,-5.26,0.078,1.475,132.89
-0.04,254.99,-1413.19,-0.04,-9.27,89.0,-4.61,0.018,1.475,148.38
-0.04,249.42,-1415.09,-0.04,-8.19,88.28,-3.88,0.057,1.475,128.6
-0.04,234.89,-1420.04,-0.04,-7.45,76.83,-3.18,0.07,1.475,135.8
-0.05,217.92,-1425.82,-0.05,-5.88,62.87,-2.41,0.172,1.475,146.45
-0.06,205.25,-1430.14,-0.06,-5.1,61.13,-2.61,0.184,1.475,146.33
-0.07,192.39,-1434.52,-0.07,-4.76,58.89,-3.16,0.178,1.475,145.75
-0.05,212.4,-1427.7,-0.05,-5.01,46.7,-1.84,0.157,1.475,148.71
-0.05,205.72,-1429.98,-0.05,-4.37,35.02,-1.81,0.101,1.475,140.0
-0.07,184.9,-1437.08,-0.07,-4.4,53.43,-3.27,0.169,1.475,144.33
-0.08,174.91,-1440.48,-0.08,-4.17,46.35,-3.33,0.168,1.475,135.6
-0.09,160.64,-1445.35,-0.09,-3.84,35.53,-3.0,0.165,1.475,122.25
-0.11,39.09,-1486.77,-0.11,-3.16,12.02,-0.99,0.019,1.475,46.0
-0.12,-1.52,-1500.62,-0.12,-3.21,17.87,-1.68,0.011,1.475,7.0
-0.06,201.44,-1431.44,-0.06,-3.9,18.52,-1.87,0.044,1.475,133.12
-0.09,144.37,-1450.89,-0.09,-3.66,25.42,-2.44,0.132,1.475,107.5
-0.09,129.19,-1456.07,-0.09,-3.48,25.71,-1.78,0.097,1.475,102.0
-0.09,109.79,-1462.68,-0.09,-3.24,101.95,-0.71,0.12,1.475,91.33
-0.09,95.54,-1467.54,-0.09,-3.22,24.75,-0.04,0.09,1.475,85.5
-0.1,82.65,-1471.93,-0.1,-3.26,76.77,-0.02,0.054,1.475,79.6
-0.1,64.33,-1478.17,-0.1,-3.25,9.85,-0.03,0.06,1.475,64.75
-0.11,9.2,-1496.96,-0.11,-3.32,176.1,-0.79,0.016,1.475,9.0
-0.08,122.99,-1436.37,-0.08,-1.76,305.08,-1.97,0.028,1.532,81.0
-0.07,44.56,-1463.1,-0.07,-2.63,316.06,1.1,0.054,1.532,33.0
-0.08,121.71,-1436.8,-0.08,-1.76,303.2,-1.97,0.027,1.532,78.0
-0.07,45.2,-1462.88,-0.07,-2.53,314.52,0.71,0.045,1.532,28.0
-0.08,120.65,-1437.16,-0.08,-1.76,301.45,-1.97,0.029,1.532,75.0
-0.07,45.5,-1462.78,-0.07,-2.22,312.96,0.81,0.039,1.532,23.0
-0.08,119.92,-1437.41,-0.08,-1.76,299.87,-1.97,0.034,1.532,73.0
-0.07,46.22,-1462.53,-0.07,-2.22,311.5,0.81,0.034,1.532,18.0
-0.08,119.23,-1437.65,-0.08,-1.76,298.27,-1.97,0.041,1.532,72.0
-0.07,49.58,-1461.38,-0.07,-2.08,308.48,0.32,0.026,1.532,12.0
-0.07,47.4,-1462.13,-0.07,-2.22,310.01,0.81,0.033,1.532,13.0
-0.08,118.35,-1437.95,-0.08,-1.25,296.02,-2.0,0.05,1.532,68.5
-0.07,56.78,-1458.93,-0.07,-2.02,306.29,0.07,0.015,1.532,16.5
-0.08,117.62,-1438.2,-0.08,-1.25,294.01,-2.0,0.045,1.532,64.0
-0.07,62.54,-1456.97,-0.07,-1.96,304.1,-0.19,0.041,1.532,14.0
-0.08,117.07,-1438.38,-0.08,-1.25,292.68,-2.0,0.039,1.532,62.0
-0.07,63.34,-1456.7,-0.07,-1.96,302.64,-0.19,0.037,1.532,9.0
-0.08,116.95,-1438.42,-0.08,-1.25,291.53,-2.0,0.034,1.532,60.0
-0.07,63.75,-1456.56,-0.07,-1.39,299.9,-0.72,0.013,1.532,12.0
-0.07,62.82,-1456.87,-0.07,-1.55,301.2,-0.21,0.028,1.532,8.0
-0.08,116.91,-1438.44,-0.08,-1.25,290.44,-2.0,0.032,1.532,59.0
-0.07,66.24,-1455.71,-0.07,-1.39,298.6,-0.72,0.009,1.532,15.0
-0.08,116.81,-1438.47,-0.08,-0.75,289.37,-2.08,0.032,1.532,57.0
-0.08,116.81,-1438.47,-0.08,-0.75,288.3,-2.08,0.025,1.532,57.0
-0.08,116.98,-1438.41,-0.08,-0.77,287.34,-2.22,0.019,1.532,55.0
-0.08,117.29,-1438.31,-0.08,-0.77,285.95,-2.22,0.02,1.532,50.0
-0.08,117.81,-1438.13,-0.08,-0.26,284.73,-2.34,0.029,1.532,47.0
-0.08,117.87,-1438.11,-0.08,-0.26,283.99,-2.34,0.038,1.532,45.0
-0.08,117.55,-1438.22,-0.08,-0.26,283.34,-2.34,0.047,1.532,42.0
-0.08,114.03,-1439.42,-0.08,-0.36,284.96,-2.24,0.029,1.532,24.0
-0.08,116.41,-1438.61,-0.08,-0.26,282.82,-2.34,0.06,1.532,35.0
-0.08,114.93,-1439.11,-0.08,-0.29,283.98,-2.35,0.045,1.532,27.0
-0.08,113.15,-1439.72,-0.08,-0.36,285.58,-2.24,0.026,1.532,22.0
-0.08,115.6,-1438.88,-0.08,-0.29,282.83,-2.35,0.065,1.532,30.0
0.11,406.53,-1388.81,0.11,8.25,254.07,-1.41,0.016,1.566,14.5
0.05,408.25,-1388.22,0.05,6.52,234.55,-3.73,0.081,1.566,21.12
0.07,439.81,-1377.46,0.07,6.62,244.33,-3.39,0.091,1.566,27.25
0.03,436.03,-1378.75,0.03,4.84,224.34,-5.03,0.019,1.566,17.83
0.04,426.58,-1381.97,0.04,5.57,229.6,-4.57,0.049,1.566,23.2
0.04,479.07,-1364.08,0.04,4.94,234.57,-4.99,0.165,1.566,19.62
0.04,410.16,-1387.57,0.04,2.85,209.57,-5.01,0.095,1.566,16.9
0.03,417.39,-1385.1,0.03,3.56,217.09,-5.32,0.072,1.566,16.33
0.03,434.33,-1379.33,0.03,3.81,219.77,-5.56,0.03,1.566,15.0
0.02,526.8,-1347.81,0.02,3.47,225.17,-5.94,0.16,1.566,22.33
0.02,441.03,-1377.04,0.02,1.75,201.09,-5.05,0.026,1.566,34.6
0.02,435.42,-1378.96,0.02,1.87,202.87,-5.05,0.045,1.566,32.33
-0.01,560.59,-1336.29,-0.01,2.18,214.32,-6.38,0.096,1.566,26.0
0.0,547.76,-1340.67,0.0,2.74,219.99,-6.29,0.123,1.566,25.0
-0.01,470.19,-1367.11,-0.01,0.87,194.78,-5.01,0.018,1.566,29.5
-0.02,481.32,-1363.32,-0.02,0.65,194.06,-5.0,0.013,1.566,26.0
-0.02,589.29,-1326.51,-0.02,1.15,205.69,-6.31,0.108,1.566,40.69
-0.03,476.68,-1364.9,-0.03,0.57,192.01,-4.86,0.038,1.566,16.6
-0.04,614.46,-1317.93,-0.04,0.43,199.36,-6.0,0.098,1.566,38.58
-0.06,629.68,-1312.75,-0.06,0.05,195.6,-5.71,0.088,1.566,28.73
-0.12,453.88,-1372.67,-0.12,0.42,190.66,-5.38,0.048,1.566,14.3
-0.15,462.31,-1369.79,-0.15,0.56,192.54,-5.52,0.031,1.566,42.82
-0.17,393.85,-1393.13,-0.17,0.84,195.71,-5.59,0.061,1.566,46.5
-0.16,425.25,-1382.42,-0.16,0.75,194.15,-5.6,0.015,1.566,46.4
-0.08,123.6,-1485.24,-0.08,-7.42,236.81,0.56,0.039,1.566,81.2
-0.15,363.95,-1403.32,-0.15,0.77,198.87,-5.17,0.067,1.566,58.67
-0.16,373.74,-1399.98,-0.16,0.86,197.67,-5.44,0.079,1.566,48.89
-0.08,143.67,-1478.4,-0.08,-8.76,241.77,0.5,0.038,1.566,77.67
-0.14,345.56,-1409.58,-0.14,0.54,199.56,-4.84,0.058,1.566,66.4
-0.09,169.36,-1469.64,-0.09,-10.22,248.38,0.35,0.09,1.566,68.0
-0.09,185.55,-1464.12,-0.09,-10.01,244.84,0.04,0.058,1.566,71.0
-0.09,210.29,-1455.69,-0.09,-10.02,241.31,0.09,0.054,1.566,78.83
-0.09,228.48,-1449.49,-0.09,-9.52,235.57,-0.17,0.098,1.566,94.5
-0.1,247.15,-1443.13,-0.1,-8.91,227.57,0.21,0.119,1.566,119.12
-0.1,260.74,-1438.49,-0.1,-8.12,222.28,0.34,0.128,1.566,131.67
-0.13,444.13,-1375.99,-0.13,-2.44,196.64,-1.51,0.04,1.566,8.6
-0.13,454.32,-1372.52,-0.13,-2.26,194.8,-1.17,0.028,1.566,24.57
-0.11,273.74,-1434.06,-0.11,-7.73,218.22,0.87,0.126,1.566,135.0
-0.12,294.49,-1426.99,-0.12,-6.96,211.87,0.94,0.098,1.566,140.2
-0.13,318.7,-1418.74,-0.13,-6.07,206.0,1.29,0.072,1.566,152.0
-0.14,433.57,-1379.59,-0.14,-2.35,192.72,-0.91,0.071,1.566,27.6
-0.16,431.23,-1380.38,-0.16,-2.22,191.68,-1.13,0.064,1.566,28.0
-0.15,328.8,-1415.3,-0.15,-5.69,203.11,1.41,0.053,1.566,156.0
-0.16,337.49,-1412.34,-0.16,-5.2,200.6,1.33,0.026,1.566,155.0
-0.19,349.99,-1408.08,-0.19,-4.48,197.53,1.07,0.027,1.566,136.0
-0.18,439.99,-1377.4,-0.18,-2.55,191.38,-1.13,0.043,1.566,37.62
-0.22,358.17,-1405.29,-0.22,-4.36,196.83,0.96,0.053,1.566,112.67
-0.24,342.27,-1410.71,-0.24,-4.0,196.21,0.33,0.083,1.566,79.38
-0.24,288.7,-1428.96,-0.24,-3.62,195.53,-0.55,0.098,1.566,58.67
-0.21,400.75,-1390.78,-0.21,-3.07,192.79,-1.34,0.061,1.566,36.09
-0.06,151.74,-1271.14,-0.04,-11.34,234.26,21.12,0.113,7.233,70.32
-0.06,136.87,-1276.21,-0.05,-11.09,351.72,20.75,0.17,7.233,74.29
-0.08,59.93,-1302.44,-0.05,-8.09,67.59,18.68,0.105,7.233,33.0
-0.05,291.13,-1223.63,-0.04,-22.81,329.5,26.54,0.046,7.233,23.67
-0.05,294.43,-1222.51,-0.04,-23.39,326.78,27.13,0.079,7.233,35.67
-0.05,250.9,-1237.35,-0.03,-19.84,332.2,25.77,0.224,7.233,75.83
-0.05,185.8,-1259.54,-0.04,-15.11,341.03,23.08,0.197,7.233,83.79
-0.04,170.94,-1264.6,-0.04,-13.87,334.65,21.88,0.102,7.233,54.0
-0.02,408.79,-1183.53,-0.03,-30.92,308.81,30.12,0.037,7.233,6.33
-0.03,340.88,-1206.68,-0.03,-27.6,314.01,29.77,0.19,7.233,70.5
-0.04,301.49,-1220.1,-0.03,-24.19,318.24,28.07,0.153,7.233,67.29
-0.03,269.37,-1231.05,-0.03,-22.35,313.62,26.66,0.014,7.233,40.0
-0.01,507.24,-1149.98,-0.03,-37.71,301.01,32.71,0.105,7.233,47.57
-0.01,470.18,-1162.61,-0.02,-36.83,301.01,33.14,0.166,7.233,62.13
-0.01,413.03,-1182.09,-0.03,-33.42,304.06,32.47,0.211,7.233,73.57
-0.01,581.75,-1124.58,-0.02,-44.05,295.91,33.13,0.167,7.233,77.95
-0.01,538.52,-1139.32,-0.02,-41.05,297.43,34.09,0.213,7.233,73.0
-0.03,704.23,-1082.83,-0.02,-48.09,294.38,28.5,0.182,7.233,74.79
-0.02,663.56,-1096.7,-0.02,-47.05,292.49,30.32,0.093,7.233,70.58
-0.03,867.95,-1027.03,-0.0,-46.58,293.31,20.08,0.163,7.233,85.38
-0.03,818.15,-1044.01,-0.01,-48.16,293.11,23.67,0.193,7.233,89.64
0.06,1141.22,-933.89,0.04,-17.57,278.72,-0.0,0.101,7.233,12.29
0.08,1126.69,-938.84,0.05,-19.18,290.11,2.64,0.084,7.233,9.71
0.06,1101.35,-947.48,0.04,-25.25,296.46,7.24,0.052,7.233,8.25
-0.01,953.12,-998.0,0.01,-39.33,295.29,14.45,0.024,7.233,15.75
-0.02,928.95,-1006.24,0.01,-43.0,292.63,16.52,0.157,7.233,71.02
-0.01,942.6,-1001.59,0.01,-42.26,289.55,16.15,0.072,7.233,45.33
0.05,1143.53,-933.11,0.03,-21.19,284.74,4.04,0.136,7.233,60.12
0.04,1161.64,-926.93,0.03,-25.54,287.79,7.84,0.189,7.233,85.25
0.0,1101.83,-947.32,0.02,-33.45,290.94,11.79,0.228,7.233,88.62
-0.01,1028.81,-972.21,0.02,-37.13,291.56,13.15,0.175,7.233,62.46
0.03,1159.05,-927.81,0.02,-27.59,288.32,9.43,0.253,7.233,119.67
0.01,1147.12,-931.88,0.02,-28.88,289.37,10.06,0.38,7.233,121.08
0.02,1229.02,-903.97,0.02,-21.37,287.37,6.49,0.662,7.233,209.25
0.02,1202.49,-913.01,0.02,-24.3,288.47,7.91,0.583,7.233,175.38
0.02,1193.31,-916.14,0.02,-21.8,294.6,6.15,0.41,7.233,155.76
0.02,1237.72,-901.0,0.01,-18.0,277.78,5.23,0.826,7.233,192.29
0.02,1242.37,-899.42,0.02,-18.55,287.37,5.45,0.754,7.233,233.16
