MI_OBJ_OIS_SUM_OF_TAXATION_VALUES,MI_OBJ_OIS_SIZE_OF_BUSINESS_AREA,MI_OBJ_OIS_MOTHER_ID,MI_OBJ_OIS_TAXATION_VALUE,MI_OBJ_OIS_CONSTRUCTION_YEAR,MI_OBJ_OIS_SIZE_OF_BUSINESS_AREA_BUILDING,MI_OBJ_OIS_SIZE_OF_BASEMENT,MI_OBJ_OIS_SIZE_OF_HOUSE,C20_6MONTH%,MI_OBJ_OIS_TAXATION_VALUE_PLOT,KOEBESUM_BELOEB
3150000,0,509613,3342145.8,2008,0,0,124,14.11,436707.05,3740000
3150000,0,509613,3251468.4,2008,0,0,124,3.89,424858.54,3650000
3300000,0,509613,3501295.6,2008,0,0,126,22.36,444452.34,4000000
2300000,0,509613,2300000,2008,0,0,91,28.45,292500,3250000
2350000,0,509613,2493346.87,2008,0,0,93,9.05,317981.3,2995000
2400000,0,509613,2400000,2008,0,0,95,29.59,296100,3100000
2400000,0,509613,2546396.8,2008,0,0,95,19.1,314161.71,3098000
2400000,0,509613,2546396.8,2008,0,0,95,7.51,314161.71,3000000
2650000,0,509613,2650000,2008,0,0,112,37.34,368300,3450000
3100000,0,509613,3289095.87,2008,0,0,122,18.7,429067.86,3995000
2350000,0,509613,2350000,2008,0,0,93,31.61,299700,3250000
2550000,0,509613,2705546.6,2008,0,0,98,19.31,337185.38,3995000
2300000,0,509613,2440296.94,2008,0,0,92,20.05,317981.3,3200000
2500000,0,509613,2500000,2008,0,0,97,28.23,317800,3975000
2500000,0,509613,2500000,2008,0,0,97,24.74,317800,4050000
1200000,0,641023,1200000,1918,0,0,123,27.69,94800,4500000
1250000,0,641023,1250000,1918,0,0,123,26.22,94800,4430000
1800000,0,5843,1846152.89,2008,0,0,71,27.05,355897.25,3125000
1950000,0,5843,2092667.77,2008,0,0,84,11.68,446865.06,2950000
2700000,0,5843,2897539.99,2008,0,0,107,1.28,589595.73,4240000
3300000,0,5845,3541437.77,2008,0,0,137,-0.45,774823.66,4050000
2500000,0,5845,2620400.31,2008,0,0,105,5,564539.04,3727000
2700000,0,5845,2700000,2008,0,0,106,31.61,538600,4600000
2900000,6,638936,3038306.47,2008,0,0,121,5.36,375073.7,2750000
1300000,0,164691,1300000,1933,0,0,97,25.74,170700,2650000
1900000,0,633446,1900000,1924,0,0,118,39.32,164400,3795000
2750000,0,489540,2838583.53,2009,0,0,114,5.49,382641.06,3900000
3100000,0,489540,3100000,2009,0,0,120,29.2,391700,4200000
2850000,0,489540,2941804.74,2009,0,0,109,5.75,357351.86,1800000
2950000,0,489540,3045025.96,2009,0,0,112,5.81,364474.12,4010000
2650000,0,489540,2735362.31,2009,0,0,103,2.24,339288.15,3375000
2700000,0,489540,2786972.92,2009,0,0,104,2.74,342900.89,3595000
2850000,0,489540,2941804.74,2009,0,0,112,5.4,360861.38,3495000
2850000,0,489540,2850000,2009,0,0,112,38.13,349600,3925000
2350000,0,489540,2350000,2009,0,0,90,40.81,272700,2860000
2550000,0,489540,2632141.09,2009,0,0,99,5,317611.69,3298000
2600000,0,0,2767708.97,1939,0,33,159,7.76,1029907.09,3300000
2300000,0,0,2448357.94,1939,0,28,130,6.99,987646.3,3215000
2600000,0,0,2687135.07,1939,0,33,159,5.75,999924.3,3610000
1700000,38,34844,1824545.69,1934,0,0,94,9.87,469874.18,2645000
1950000,0,875300,2054203.44,2009,0,0,96,5.58,496906.55,2950000
1550000,0,875300,1632828.38,2009,0,0,76,5.36,378605.5,2295000
1950000,0,875300,2092861.24,2009,0,0,96,7.76,506257.77,3000000
1950000,0,875300,2092861.24,2009,0,0,96,22.36,506257.77,3200000
1950000,0,875300,1988782.3,2009,0,0,96,26.46,446711.1,3095000
2850000,0,875300,2850000,2009,0,0,140,31.12,707600,4495000
2000000,21,646165,2095145.74,1970,0,0,96,3.33,202286.32,3150000
1250000,0,278638,1326248.33,1936,0,0,81,3.93,173367.18,1898000
2100000,0,6260,2100000,2009,0,0,92,28.22,262300,2998000
1550000,0,653854,1550000,1907,0,0,77,29.99,84800,2625000
1500000,0,653854,1500000,1907,0,0,76,26.45,84800,2650000
2950000,0,530531,3092072.37,1838,0,0,118,6.35,583510.74,5850000
2450000,0,289613,2512819.21,2009,0,0,95,27.29,494256.15,4295000
2000000,0,289613,2146325.92,2009,0,0,77,10.14,557937.42,3725000
2450000,0,0,2450000,1939,0,28,130,36.33,984600,3395000
2600000,0,0,2600000,1939,0,33,150,29.3,967500,3995000
1700000,14,6952,1823775.59,1924,0,0,92,6.99,153948.12,3450000
2650000,0,480259,2777624.33,1796,0,0,107,5.75,493264.15,4395000
2900000,0,480259,2974357.44,1796,0,0,118,31.35,537333.06,5295000
3450000,0,480259,3450000,1796,0,0,138,29.06,665900,4790000
1600000,0,125610,1685500.26,1935,0,0,101,5.33,149798.84,2600000
40000000,0,0,40000000,1915,0,650,1215,32.36,6146700,5250000
1850000,21,646165,1972180.46,1970,0,0,83,10.14,178029.26,2695000
1600000,0,265315,1600000,1960,0,0,148,28.23,414900,4500000
1300000,0,164764,1401424.67,1935,0,0,89,10.14,158037.58,2175000
1250000,0,164764,1310547.5,1935,0,0,86,5.75,147724.91,2010000
2100000,0,607763,2201136.26,1754,0,0,96,6.01,495046.03,3795000
2000000,0,62570,2154871.68,1921,0,0,119,15.98,288429.57,3695000
1800000,0,324451,1800000,1802,0,0,68,29.69,289600,4725000
1700000,0,875270,1790844.03,2010,0,0,79,5.95,366806.99,2403000
2700000,0,875270,2897807.87,2010,0,0,128,13.5,641381.47,3600000
1750000,0,875270,1878208.8,2010,0,0,112,13.63,557667.02,2450000
2100000,0,875270,2253850.56,2010,0,0,108,18.3,529762.21,2930000
1950000,0,875270,2092861.24,2010,0,0,97,18.77,474059.9,2650000
2100000,0,875270,2212219.09,2010,0,0,106,4.52,514498.96,2995000
2200000,0,875270,2317562.86,2010,0,0,110,3.92,536410.46,2800000
2650000,0,875270,2844144.76,2010,0,0,133,19.1,674759.93,3350000
2700000,0,875270,2700000,2010,0,0,128,32.36,597600,3325000
2000000,0,875270,2000000,2010,0,0,106,26.45,488400,2825000
2050000,0,875270,2050000,2010,0,0,106,30.61,488400,3100000
1950000,0,875270,1950000,2010,0,0,97,38.13,441700,2725000
2050000,0,875270,2200187.45,2010,0,0,106,11.16,524181.25,2835000
1850000,0,875270,1948859.68,2010,0,0,91,6.31,432436.16,2495000
2100000,0,875270,2253850.56,2010,0,0,106,-0.36,524181.25,3300000
1950000,0,875270,2054203.44,2010,0,0,106,-3.2,514498.96,2825000
2350000,0,875270,2522166.11,2010,0,0,129,17.73,646855.11,3540000
1150000,0,875270,1211453.31,2010,0,0,58,6.31,251771.6,1830000
1900000,0,875270,2039198.13,2010,0,0,97,11.81,474059.9,2600000
2100000,0,875270,2100000,2010,0,0,106,25.13,488400,3425000
2900000,0,875270,3112460.3,2010,0,0,144,17.82,719407.63,4650000
1950000,0,875270,2054203.44,2010,0,0,96,2.75,459825.54,2850000
2500000,0,875270,2633594.16,2010,0,0,121,9.51,591189.22,3595000
2100000,0,875270,2100000,2010,0,0,99,35.62,452000,2820000
1900000,0,875270,2039198.13,2010,0,0,97,8.94,474059.9,963500
1100000,0,875270,1180588.39,2010,0,0,58,3.93,256509.66,1728000
1950000,0,875270,2092861.24,2010,0,0,97,18.77,474059.9,2725000
2100000,0,875270,2212219.09,2010,0,0,106,3.63,514498.96,2740000
2850000,0,875270,3002297.34,2010,0,0,147,6.23,722552.89,3535000
2050000,0,875270,2200187.45,2010,0,0,106,19.51,524181.25,2750000
1200000,0,875270,1200000,2010,0,0,60,26.45,249400,1900000
3000000,0,875270,3219786.52,2010,0,0,148,11.68,763948.01,4000000
2100000,0,875270,2100000,2010,0,0,106,30.11,488400,3198000
1950000,0,875270,2054203.44,2010,0,0,106,5,514498.96,2795000
1950000,0,875270,1950000,2010,0,0,106,26.45,488400,2800000
2050000,0,875270,2050000,2010,0,0,97,42.66,441700,2800000
2050000,0,875270,2050000,2010,0,0,106,28.31,488400,2850000
2500000,0,875270,2683155.43,2010,0,0,128,19.8,646855.11,3345000
1450000,0,8087,1555573.3,1917,0,0,80,17.82,252110.16,2495000
3000000,0,0,3000000,2012,0,0,137,30.61,793300,5500000
3550000,3,503062,3550000,2007,0,0,152,30.63,335600,4325000
2900000,3,503062,3111146.6,2007,0,0,123,17.51,262409.12,3200000
2500000,3,503062,2619229.72,2007,0,0,109,-0.26,345109.71,3000000
2200000,4,503062,2200000,2007,0,0,94,29.78,272900,2485000
2150000,3,503062,2150000,2007,0,0,94,30.63,272900,3095000
2900000,3,503062,3038306.47,2007,0,0,126,8.61,414047.83,3600000
2650000,3,503062,2842944.31,2007,0,0,114,8.94,346517.36,3375000
2550000,3,503062,2550000,2007,0,0,107,29.59,298000,3495000
2300000,0,0,2448357.94,2013,0,0,148,8.23,881834.66,4175000
1950000,0,202712,1950000,1933,0,0,112,29.98,382200,3575000
1700000,0,202712,1824377.03,1933,0,0,90,5.39,317656.24,3300000
2350000,0,456811,2350000,1961,0,0,150,40.81,328600,2750000
970000,0,999726,1016715.32,1995,0,0,79,2.24,428383.04,3000000
2950000,0,0,3140285.18,2012,0,0,110,3.78,852986.62,3915000
1900000,0,398951,2001531.56,1917,0,0,134,5.49,196255.44,3865000
2750000,5,398951,2951470.97,1917,0,0,171,2.36,268315.54,5995000
2750000,4,398951,2951470.97,1917,0,0,172,3.78,266598.32,6250000
2000000,0,232891,2146524.35,1912,0,0,109,17.73,192972.54,3600000
1950000,0,293009,2054203.44,1927,0,0,107,2.24,133891.93,2800000
1550000,0,293009,1580826.96,1927,0,0,85,29,101172.93,2700000
2350000,0,9715,2350000,1906,0,0,120,29.06,145500,3900000
2700000,0,9454,2790486.41,2011,0,0,118,2.24,475416.2,3490000
1350000,3,826660,1448903.93,2009,0,0,70,19.1,286024.37,147500000
1600000,4,826660,1717219.48,2009,0,0,75,19.1,305343.09,147500000
1750000,4,826660,1878208.8,2009,0,0,80,19.1,324769.13,147500000
1500000,3,826660,1609893.26,2009,0,0,72,19.1,300513.41,147500000
1600000,4,826660,1717219.48,2009,0,0,74,19.1,310280.09,147500000
1400000,3,826660,1502567.04,2009,0,0,66,19.1,271428,147500000
2100000,3,826660,2253850.56,2009,0,0,100,19.1,407195.67,147500000
1900000,0,606554,1900000,1853,0,0,76,28.31,280100,3495000
1600000,74,661822,1610457.52,2012,0,0,0,27.35,357219.61,2281250
2850000,0,10589,2987256.35,1877,0,0,128,2.24,431108.26,3950000
2750000,0,661822,2750000,2012,0,0,119,38.13,553100,4495000
2800000,0,661822,2949625.46,2012,0,0,119,5.1,582656.37,5750000
3000000,0,661822,3000000,2012,0,0,128,28.22,605800,7250000
2350000,0,661822,2350000,2012,0,0,103,37.34,453000,4150000
3450000,0,564894,3672536.91,1797,0,0,145,17.38,512664.86,4795000
1800000,0,10589,1931693.33,1877,0,0,78,13.63,294261.28,3330000
3400000,0,0,3475446.84,1927,0,0,169,26.83,1818374.23,5600000
2250000,0,0,2395132.77,1940,0,0,116,9.72,1254517.32,1300000
2100000,0,0,2235457.25,1962,0,0,108,0.14,1306358.64,2900000
2250000,0,0,2299928.06,1954,0,80,116,27.05,1251160.86,3400000
2250000,0,331741,2317541.17,1901,0,0,114,3.63,357622.35,3675000
1450000,0,685772,1450000,1988,0,0,90,31.27,261900,1825000
1450000,0,685772,1498594.56,1988,0,0,90,2.75,270677.18,1550000
1700000,0,685772,1737723.42,1988,0,0,107,26.83,325772.03,1995000
1400000,0,685772,1490304.83,1988,0,0,87,3.93,262080.75,1555000
1400000,0,685772,1442025.62,1988,0,0,87,4.82,253590.5,1465000
1900000,0,0,1957034.77,1931,0,68,80,3.98,1010344.95,2160000
2950000,0,368220,3178435.72,2006,0,0,112,18.78,476549.87,4100000
3000000,0,368220,3000000,2006,0,0,113,25.74,446600,4295000
2100000,0,0,2235457.25,1924,0,11,105,17.38,1043426.28,2850000
4150000,0,368220,4150000,2006,0,0,158,32.36,643800,4850000
3050000,0,368220,3214112.54,2006,0,0,113,6.15,470630.38,4195000
3050000,0,368220,3246735.53,2006,0,0,113,19.8,475407.24,4550000
3950000,0,368220,4204788.63,2006,0,0,147,19.1,634018.26,6350000
2800000,0,368220,2950660.69,2006,0,0,104,2.74,429215.75,4650000
1250000,0,999726,1310200.15,1995,0,0,102,5.33,562966.8,4700000
1450000,0,0,1450000,1962,0,0,50,28.64,956800,1945000
3950000,0,673448,4238993.7,1734,0,0,147,7.76,1097094.5,6495000
3050000,0,673448,3273147.03,1734,0,0,135,17.41,925173.79,5995000
1850000,0,236641,1949543.67,1896,0,0,80,8.61,121609.37,1271551
1850000,0,236641,1993256.3,1896,0,0,80,17.73,124336.1,2900000
1950000,0,826520,1950000,2012,0,0,94,29.92,205600,2995000
2000000,0,826520,2000000,2012,0,0,100,29.66,220400,2925000
1950000,0,826520,2092861.24,2012,0,0,96,8.71,225921.69,2805000
2000000,0,826520,2106875.33,2012,0,0,96,2.36,221748.63,2848000
1950000,0,826520,1950000,2012,0,0,94,26.42,205600,2975000
830000,0,79538,894755.75,1934,0,0,55,7.51,144885.75,1185000
1900000,0,826520,2039198.13,2012,0,0,90,18.13,215403.72,2635000
870000,0,79538,937876.51,1934,0,0,58,10.23,158253.19,970000
1950000,0,826520,1950000,2012,0,0,95,25.47,208100,2975000
3200000,288,50211,3122909.48,1927,0,0,0,19.31,754865.78,3450000
830000,0,79538,830000,1934,0,0,55,42.66,134400,1145000
660000,0,311635,660000,1969,0,0,44,29.06,167800,795000
680000,0,311635,680000,1969,0,0,46,28.23,180400,845000
730000,0,311635,777087.52,1969,0,0,44,17.73,178623.68,775000
730000,0,311635,777087.52,1969,0,0,44,9.65,178623.68,725000
1200000,0,311635,1200000,1969,0,0,79,31.54,314600,2000000
1050000,0,311635,1070882.78,1969,0,0,69,31.35,278123.56,1445000
790000,0,311635,790000,1969,0,0,49,29.99,193000,995000
730000,0,311635,751913.36,1969,0,0,44,4.82,172837.07,805000
660000,0,311635,660000,1968,0,0,44,30.29,167800,795000
670000,0,311635,719085.66,1968,0,0,45,17.82,189108.79,750000
660000,0,311635,660000,1968,0,0,44,28.64,172000,795000
660000,0,311635,702572.28,1968,0,0,44,9.65,183094.59,695000
680000,0,311635,680000,1968,0,0,46,28.23,180400,835000
730000,0,311635,730000,1968,0,0,44,28.3,172000,901000
790000,0,79538,851634.99,1934,0,0,52,20.05,141436.09,1250000
710000,0,79538,744390.98,1934,0,0,52,-2.13,137555.07,940000
3100000,5,89894,3249296.38,1877,0,0,120,5.33,860749.09,6200000
3100000,6,89894,3249296.38,1877,0,0,118,6.15,853202.34,5500000
2050000,0,201449,2050000,1870,0,0,115,42.54,353400,4300000
790000,0,79538,828266.02,1934,0,0,52,9.66,137555.07,1050000
3500000,0,0,3756070.36,1730,0,0,85,18.13,1032704.72,9589000
5000000,0,0,5000000,1730,0,0,225,29.66,1082600,9215000
5000000,0,0,5035868.01,1730,0,0,131,20.05,1090366.14,9020000
2150000,0,530833,2150000,2013,0,0,80,31.12,329300,2825000
3050000,0,530833,3246735.53,2013,0,0,106,1.28,470723.43,3280000
3050000,0,530833,3050000,2013,0,0,113,26.45,485200,3495000
2150000,0,530833,2288682.42,2013,0,0,81,19.8,350753.89,2855000
1900000,0,296580,1957034.77,2005,0,0,96,5.33,385432.85,3070000
1950000,0,296580,2075781.73,2005,0,0,97,13.06,398337.19,3305000
1500000,0,296580,1596755.18,2005,0,0,76,9.65,301041.58,2500000
1900000,0,296440,2022556.56,2005,0,0,92,19.8,507235.89,2945000
2000000,0,296440,2146524.35,2005,0,0,91,11.16,511409.43,2995000
2150000,0,296440,2264890.98,2005,0,0,109,6.51,527140.21,3380000
820000,0,79538,820000,1934,0,0,54,38.13,137500,1100000
2200000,0,9728,2200000,2013,0,0,98,39.32,367200,3100000
2650000,0,0,2729548.49,1924,0,64,95,6.14,1416790.17,3998000
3450000,0,0,3450000,1938,0,88,154,28.31,1585500,6000000
1150000,0,13502,1150000,1880,0,0,47,29.06,76400,2100000
571800,0,0,584488.38,2014,0,0,115,31.35,584488.38,2350000
1100000,0,13502,1152976.14,1880,0,0,44,3.89,74104.92,1595000
1250000,0,13758,1250000,1899,0,0,71,39.32,99900,2845000
1300000,0,13758,1300000,1899,0,0,71,26.45,99900,2600000
1050000,0,14185,1050000,1886,0,0,43,29.3,78500,2250000
1100000,0,14444,1107890.96,1886,0,0,64,18.78,61236.15,660000
1200000,0,14843,1200000,1889,0,0,48,39.32,65100,2398000
1200000,0,14843,1200000,1889,0,0,48,28.3,65100,2495000
1250000,0,14843,1377116.6,1889,0,0,48,18.94,71720.23,2499000
1800000,0,14843,1983047.9,1889,0,0,71,21.54,110279.5,2860000
2200000,0,73270,2200000,1938,0,0,104,30.29,554100,3520000
2750000,0,0,2832550.32,1911,0,67,123,4.98,1479106.28,4595000
1000000,0,15149,1073262.17,1929,0,0,59,11.8,80923.97,1430000
1000000,0,672387,1000000,1929,0,0,59,45.97,74700,1500000
1000000,0,672387,1053437.66,1929,0,0,59,-0.03,78691.79,1543000
2250000,0,0,2299928.06,1963,0,0,125,31.81,1151088.44,3805000
1400000,0,18237,1474812.73,1918,0,0,85,3.92,127255.27,2050000
700000,0,18237,737406.36,1918,0,0,81,6.14,127255.27,2350000
1150000,0,20320,1150000,1938,0,0,69,38.13,154100,1450000
1600000,0,20320,1685500.26,1938,0,0,93,9.66,243660.13,2195000
1000000,0,20320,1053437.66,1938,0,0,58,5.1,148850.74,1095000
380000,67,17834,380000,1917,0,0,0,6.53,107100,900000
2650000,0,17834,2405611.88,1917,0,0,97,19.31,517978.17,2800000
2800000,0,18237,2949625.46,1918,0,0,168,3.91,203524.16,4200000
2700000,0,18237,2844281.69,1918,0,0,159,-2.13,203524.16,3950000
15200000,382,0,15047446.85,1892,382,317,2147,3.91,5465787.08,45937500
1600000,0,19047,1600000,1904,0,0,87,29.06,106100,2150000
1600000,0,19047,1717219.48,1904,0,0,87,19.31,113873.12,2000000
780000,0,19047,837144.49,1904,0,0,86,8.23,110760.66,1875000
1550000,0,19047,1550000,1904,0,0,86,40.81,103200,2100000
36500000,250,0,36500000,1902,353,370,885,23.4,1544400,33400000
4150000,0,0,4150000,1937,0,50,78,30.61,344500,3475000
880000,0,20479,944470.71,1939,0,0,58,18.7,94017.77,1130000
900000,0,20479,900000,1939,0,0,53,38.13,87600,1170000
900000,0,20479,900000,1939,0,0,53,23.4,87600,1150000
33500000,175,0,33740315.64,1915,175,440,2690,17.41,3888697.27,35000000
1900000,0,612287,2039198.13,1917,0,0,115,19.31,189538.1,3250000
1450000,0,612287,1527484.61,1917,0,0,84,-0.03,132627.8,2925000
1800000,0,613267,1931871.91,1915,0,0,102,3.41,152939.86,3015000
1450000,0,613267,1527484.61,1915,0,0,82,5.49,125148.39,2675000
1850000,0,613267,1948859.68,1915,0,0,100,2.17,150114.87,2600000
1800000,0,613267,1931871.91,1915,0,0,100,11.16,152939.86,2770000
1800000,0,613267,1896187.8,1915,0,0,100,3.61,150114.87,2995000
4700000,0,0,5003166.22,1937,0,60,158,19.31,2613781.77,8500000
3650000,0,0,3885437.6,1960,0,51,122,10.23,2140503.54,5995000
1400000,0,430715,1467424.17,1811,0,0,56,6.07,176195.72,2045000
38500000,662,0,33477716.33,1760,690,136,0,0.49,5289305.27,52000000
174000000,2937,0,151301886.8,1905,2937,659,70,0.49,27193296.81,265000000
62000000,2183,0,54841133.6,1755,2183,391,0,18.94,8400688.68,63000000
48500000,2300,0,47335047.2,1757,2300,548,588,0.49,9925134.62,74000000
110000000,2346,0,107357839,1791,2346,734,848,0.49,13291193.26,123000000
4250000,0,0,4524139.67,1914,0,80,197,9.01,1729605.21,5179767
1300000,0,23494,1300000,1896,0,0,60,29.3,232100,2000000
1400000,0,23494,1502428.15,1896,0,0,60,18.77,249081.12,2150000
1100000,0,23494,1152976.14,1896,0,0,52,3.89,210680.18,1450000
1200000,0,23494,1287795.55,1896,0,0,52,11.45,210232.62,1730000
1150000,0,23494,1150000,1896,0,0,50,25.13,195900,1800000
940000,0,20029,940000,1929,0,0,54,29.92,125500,1350000
4000000,284,24679,4102561.98,1908,0,0,0,27.86,702563.74,4650000
2150000,0,298027,2150000,1784,0,0,98,29.66,487900,3495000
3550000,0,0,3778987.25,1914,0,70,159,10.23,1900670.91,4000000
1900000,0,0,1957034.77,1937,0,41,60,3.63,1114685.8,2550000
1250000,0,20070,1317259.24,1994,0,0,84,5.1,391067.92,2800000
1250000,0,26884,1341453.7,1905,0,0,58,3.78,116008.92,2450000
1700000,0,26884,1700000,1905,0,0,78,35.56,150500,3250000
1900000,0,26752,2039009.63,1904,0,0,89,3.13,172457.29,3040000
890000,0,26752,955115.04,1904,0,0,90,14.11,172457.29,2900000
1150000,0,26884,1205384.14,1905,0,0,59,-0.26,115612.06,2190000
1650000,0,26884,1729464.2,1905,0,0,75,2.36,151144.69,3093000
2250000,0,20070,2250000,1994,0,0,73,45.97,316700,3425000
1550000,0,27228,1550000,1906,0,0,78,26.22,133500,2890000
1200000,0,27228,1200000,1906,0,0,60,31.89,100000,1700000
15900000,0,0,15740421.38,1907,0,164,60,-3.2,1277647.03,17500000
2300000,0,0,2369042.08,1940,0,83,59,5.36,1264244.46,2315000
780000,0,28038,817106.84,1935,0,0,53,6.24,202286.32,800000
760000,0,28267,760000,1935,0,0,52,30.61,184200,1150000
1000000,0,28267,1047572.87,1935,0,0,66,3.98,192962.92,1600000
870000,0,28267,927457.84,1935,0,0,54,20.26,196365.21,1080000
720000,0,28585,767551.31,1935,0,0,49,3.13,166089.58,1010000
1100000,0,20070,1159188.13,1994,0,0,73,-0.26,333740.8,3425000
810000,0,28801,810000,1935,0,0,56,27.69,183100,1295000
2000000,54,0,2129006.9,1902,54,64,128,18.78,827012.73,3675000
1350000,0,30415,1384614.67,1907,0,0,63,31.35,142051.21,2405000
1300000,0,30415,1395111.85,1907,0,0,61,11.45,143267.26,1900000
1450000,0,30628,1597455.25,1906,0,0,81,1.48,117550.67,2360000
970000,0,30873,970000,1908,0,0,54,35.56,77700,1650000
690000,0,30873,734229.06,1908,0,0,71,5.81,103324.12,2050000
2400000,0,0,2480432.37,1934,0,99,99,2.24,1318039.75,3395000
2800000,0,0,2884051.23,1934,0,110,110,7.16,1568099.86,4150000
2350000,0,0,2501583.11,1933,0,76,76,18.94,1561094.31,2875000
2250000,0,0,2395132.77,1933,0,32,68,11.45,1620600.05,2675000
830000,0,164764,870203.54,1935,0,0,56,4.52,92891.61,1030000
1000000,0,32841,1000000,1929,0,0,61,24.74,107600,1600000
1350000,0,75559,1454538.38,1930,0,0,69,-0.36,124874.81,2315000
1450000,0,33848,1450000,1907,0,0,79,30.15,393100,2560000
1250000,0,34135,1250000,1935,0,0,78,39.32,155400,888300
940000,0,34135,990231.4,1935,0,0,51,5.36,114508.67,1295000
250000,42,321428,250000,1935,0,0,0,29.99,21900,350000
880000,0,321428,880000,1935,0,0,56,31.27,74000,1245000
2200000,0,0,2266040.26,1943,0,47,85,5.81,1123646.96,2798000
13200000,0,0,13067519.63,1937,0,290,833,2.36,3041762.18,7500000
3050000,0,0,3246735.53,1930,0,67,128,20.26,1608145.36,4132500
2300000,0,0,2300000,1942,0,79,79,26.45,1301800,3695000
3200000,0,0,3200000,1900,0,66,183,28.31,1133300,6400000
780000,0,36669,780000,1935,0,0,51,29.98,85200,1500000
840000,0,36669,925422.35,1935,0,0,56,17.41,93864.27,1550000
930000,0,36669,989613.08,1935,0,0,56,2.24,90661.33,1455000
1750000,0,36995,1750000,1906,0,0,91,28.31,114700,3276000
1100000,0,37134,1211862.61,1901,0,0,56,20.05,152364.18,2060000
6750000,0,0,8059715.17,1904,0,108,76,5.95,1294927.57,8800000
13100000,57,0,14432181.94,1905,57,150,675,13.06,1437709.73,11600000
1400000,0,37428,1542370.59,1903,0,0,86,19.31,143991.31,2900000
1550000,0,37428,1707624.58,1903,0,0,86,19.31,143991.31,3310000
1050000,0,37665,1117305.09,1903,0,0,56,6.24,85766.47,1630000
1350000,0,37916,1487285.92,1902,0,0,80,9.01,128016.76,2095000
1150000,0,38211,1233730.55,1934,0,0,66,1.28,219389.48,1495000
1000000,0,38211,1072809.17,1934,0,0,59,15.98,192891.09,1498000
1050000,0,38211,1100076.48,1934,0,0,59,4.47,188375,1200000
1000000,0,38211,1072809.17,1934,0,0,59,13.06,192891.09,1325000
1400000,0,38211,1501932.84,1934,0,0,82,14.11,279895.91,1995000
3800000,0,0,3884322.94,1929,0,82,164,31.35,1454270.06,5900000
3200000,0,0,3200000,1930,0,78,128,44.71,1259700,5450000
3700000,0,0,3700000,1932,0,47,178,45.97,1485700,6650000
4600000,0,0,4896715.88,1941,0,116,232,3.13,1488814.53,6675000
1300000,0,39455,1333332.64,1880,0,0,52,26.46,86461.49,2156000
1300000,0,39455,1362608.16,1880,0,0,52,5.89,88359.9,1925000
1150000,0,600149,1184531.98,1915,0,0,67,5.57,142658.85,1225000
860000,0,40232,860000,1970,0,0,45,29.92,123100,1345000
1250000,0,40232,1346794.8,1970,0,0,62,3.93,182409.89,1700000
1250000,0,40232,1317259.24,1970,0,0,62,-3.2,178409.59,1645000
2800000,0,0,2800000,1928,0,92,159,36.33,1138500,4725000
1250000,0,599302,1290265.24,1932,0,0,65,6.01,303160.72,1445000
1250000,0,491919,1277530.54,1932,0,0,65,26.46,210537.03,1700000
1250000,0,491919,1250000,1932,0,0,65,31.89,206000,1295000
1250000,0,491919,1326248.33,1932,0,0,65,17.73,218565.73,1705000
1250000,0,491919,1326248.33,1932,0,0,65,19.51,218565.73,1100000
1250000,0,491919,1326248.33,1932,0,0,65,18.78,218565.73,1760000
1350000,0,491919,1393486.46,1932,0,0,71,6.01,255162.85,1385000
860000,0,79538,900912.67,1934,0,0,57,-2.13,144041.27,1035000
1500000,0,79538,1500000,1934,0,0,103,29.3,215600,2475000
