MI_OBJ_OIS_SUM_OF_TAXATION_VALUES,MI_OBJ_OIS_SIZE_OF_BUSINESS_AREA_BUILDING,MI_OBJ_OIS_MOTHER_ID,MI_OBJ_OIS_TAXATION_VALUE,MI_OBJ_OIS_CONSTRUCTION_YEAR,MI_OBJ_OIS_SIZE_OF_BASEMENT,MI_OBJ_OIS_SIZE_OF_ATTIC,SUPERMARKET_DISTANCE_1,MI_OBJ_OIS_SIZE_OF_BUSINESS_AREA,MI_OBJ_OIS_TAXATION_VALUE_PLOT
1950000.0,0,722040.0,1950000.0,2006.0,0,0,547.42,0,337900.0
3400000.0,0,173410.0,3400000.0,1869.0,0,0,131.92,0,656100.0
590000.0,0,838064.0,635687.14,1935.0,0,0,72.07,0,154719.79
1650000.0,0,838064.0,1650000.0,1935.0,0,0,72.07,0,204600.0
560000.0,0,838064.0,603364.07,1935.0,0,0,34.18,0,162585.07
1050000.0,0,565351.0,1131307.63,1935.0,0,0,73.03,0,297695.52
1200000.0,0,565351.0,1292923.01,1935.0,0,0,70.16,0,360617.77
1050000.0,0,565351.0,1131307.63,1935.0,0,0,60.3,0,297695.52
1100000.0,0,565351.0,1185179.42,1935.0,0,0,50.18,0,314826.75
1750000.0,0,686507.0,1877416.05,1927.0,0,0,49.79,38,118438.13
1250000.0,0,686507.0,1341011.47,1927.0,0,0,44.06,0,121442.0
1450000.0,0,624730.0,1556086.29,1885.0,0,0,51.4,0,95189.55
1550000.0,0,624730.0,1624648.19,1885.0,0,0,26.8,0,99680.03
790000.0,0,357376.0,790000.0,1959.0,0,0,128.22,0,139800.0
870000.0,0,357376.0,870000.0,1959.0,0,0,137.61,0,172700.0
970000.0,0,357376.0,995901.2,1959.0,0,0,137.61,0,177311.48
630000.0,0,357376.0,630000.0,1959.0,0,0,137.61,0,104200.0
3100000.0,0,368220.0,3100000.0,2006.0,0,0,160.95,0,451000.0
2650000.0,0,368220.0,2855204.97,2006.0,0,0,160.95,0,410503.05
740000.0,0,357376.0,775292.0,1959.0,0,0,159.71,0,146467.33
680000.0,0,357376.0,680000.0,1959.0,0,0,167.85,0,139800.0
680000.0,0,357376.0,712430.48,1959.0,0,0,167.85,0,146467.33
1150000.0,0,357376.0,1233730.55,1959.0,0,0,167.85,0,288263.82
780000.0,0,357376.0,780000.0,1959.0,0,0,167.85,0,139800.0
1900000.0,0,357376.0,2038337.43,1959.0,0,0,167.85,0,438135.27
1150000.0,0,357376.0,1204845.67,1959.0,0,0,179.87,0,281514.81
1200000.0,0,357376.0,1287371.01,1959.0,0,0,191.42,0,288263.82
600000.0,0,357376.0,628615.13,1959.0,0,0,191.42,0,281514.81
1950000.0,0,368220.0,2100999.88,2006.0,0,0,148.57,0,330234.08
,0,162761.0,510000.0,1969.0,0,0,51.56,0,0.0
480000.0,0,162761.0,503250.24,1969.0,0,0,51.56,0,0.0
500000.0,0,162761.0,513199.88,1969.0,0,0,51.56,0,0.0
530000.0,0,162761.0,543991.88,1969.0,0,0,51.56,0,0.0
1850000.0,0,368220.0,1993256.3,2006.0,0,0,148.57,0,283150.14
2350000.0,0,14344.0,2463176.29,1932.0,0,0,221.4,0,173994.58
1550000.0,0,133125.0,1663402.59,1876.0,0,0,195.74,0,351568.19
2850000.0,0,133125.0,3058514.44,1876.0,0,0,195.74,0,351568.19
1250000.0,0,630366.0,1317259.24,1926.0,0,0,210.36,0,70078.19
1350000.0,0,78574.0,1350000.0,1931.0,0,0,200.7,0,218700.0
2400000.0,0,527310.0,2575829.21,2006.0,0,0,186.41,4,454097.23
2400000.0,0,527310.0,2575829.21,2006.0,0,0,186.41,4,454097.23
1300000.0,0,117987.0,1300000.0,1964.0,0,0,3.98,0,421000.0
2100000.0,0,527310.0,2212219.09,2006.0,0,0,186.41,4,383345.97
570000.0,0,331326.0,570000.0,1954.0,0,0,274.63,0,164100.0
1150000.0,0,331326.0,1150000.0,1954.0,0,0,274.63,0,164100.0
2400000.0,0,527310.0,2528250.39,2006.0,0,0,186.41,4,445709.48
1550000.0,0,331296.0,1662854.22,1954.0,0,0,261.72,0,320126.26
820000.0,0,331296.0,859107.35,1954.0,0,0,261.72,0,312631.26
2050000.0,0,396258.0,2101444.05,1976.0,0,0,4.29,0,414958.32
1350000.0,0,396258.0,1422639.98,1976.0,0,0,78.96,0,257866.67
1350000.0,0,396258.0,1350000.0,1976.0,0,0,78.96,0,244700.0
1200000.0,0,396258.0,1264568.87,1976.0,0,0,78.96,0,228149.3
1350000.0,0,396258.0,1422639.98,1976.0,0,0,78.96,0,257866.67
4050000.0,0,668185.0,4363615.14,1906.0,0,0,73.05,0,222275.01
900000.0,0,468720.0,942922.7,1930.0,0,0,93.07,0,86644.12
900000.0,0,468720.0,965528.26,1930.0,0,0,87.79,0,88721.32
1150000.0,0,468720.0,1150000.0,1930.0,0,0,83.99,0,114800.0
1650000.0,0,527310.0,1770882.58,2006.0,0,0,148.09,4,326915.66
2100000.0,0,527310.0,2253850.56,2006.0,0,0,148.09,4,440466.8
670000.0,0,80099.0,722272.71,1947.0,0,0,82.05,0,107262.89
1500000.0,0,80099.0,1500000.0,1947.0,0,0,82.05,0,255600.0
2050000.0,0,617351.0,2209938.9,1953.0,0,0,638.89,11,570918.85
1050000.0,0,245470.0,1131919.92,1956.0,0,0,578.77,0,338821.36
1000000.0,0,245470.0,1000000.0,1956.0,0,0,570.25,0,306200.0
1600000.0,0,570410.0,1685500.26,2006.0,0,0,323.22,0,354903.15
6600000.0,0,22722.0,6600000.0,1752.0,0,0,106.86,0,1594800.0
1750000.0,0,570410.0,1750000.0,2006.0,0,0,323.22,0,346000.0
1250000.0,0,660249.0,1274860.45,1937.0,0,0,72.59,0,127486.05
1800000.0,0,570410.0,1931871.91,2006.0,0,0,301.0,0,425011.82
1750000.0,0,570410.0,1843515.91,2006.0,0,0,301.0,0,364489.43
830000.0,0,686183.0,884816.1,1941.0,0,0,73.11,0,216406.83
910000.0,0,686183.0,970099.58,1941.0,0,0,73.11,0,212462.47
830000.0,0,686183.0,884816.1,1941.0,0,0,73.11,0,188902.91
1950000.0,0,570410.0,2092861.24,2006.0,0,0,301.0,0,425011.82
1000000.0,0,609189.0,1047572.87,1940.0,0,0,290.81,0,239684.67
920000.0,0,609189.0,963767.04,1940.0,0,0,294.58,0,209305.06
910000.0,0,686175.0,910000.0,1941.0,0,0,61.58,0,180200.0
1400000.0,0,191702.0,1400000.0,1939.0,0,0,286.55,23,580300.0
3250000.0,0,474917.0,3250000.0,1896.0,0,0,248.65,0,451000.0
2700000.0,0,474917.0,2830032.33,1896.0,0,0,248.65,0,363711.56
2850000.0,0,474917.0,3058514.44,1896.0,0,0,237.91,0,387197.2
1450000.0,0,474917.0,1519832.18,1896.0,0,0,237.91,0,378176.17
3870000.0,0,466752.0,2054924.41,1960.0,0,0,176.98,0,359032.18
1050000.0,0,601471.0,1050000.0,1965.0,0,0,3.55,0,262400.0
1050000.0,0,601471.0,1100076.48,1965.0,0,0,3.55,0,274914.35
1050000.0,0,601471.0,1126449.63,1965.0,0,0,3.55,0,281505.13
1100000.0,0,601471.0,1180090.09,1965.0,0,0,3.55,0,281505.13
3200000.0,0,584143.0,3200000.0,1853.0,0,0,57.56,20,286900.0
870000.0,0,602575.0,911491.94,1924.0,0,0,121.45,0,82034.27
960000.0,0,602575.0,1005784.21,1924.0,0,0,121.45,0,93035.04
1400000.0,0,348270.0,1402194.3,1931.0,0,0,130.81,4,487663.15
1950000.0,0,501671.0,2054924.41,1890.0,0,0,21.28,0,223091.02
2050000.0,0,554872.0,2148728.25,1882.0,0,0,229.81,0,179130.57
1400000.0,0,348270.0,1465807.96,1931.0,0,0,156.33,47,334204.22
3450000.0,0,104982.0,3616152.43,1804.0,0,0,164.12,0,444629.52
900000.0,0,536890.0,900000.0,1934.0,0,0,298.33,0,40000.0
880000.0,0,536890.0,944470.71,1934.0,0,0,291.0,0,42930.49
970000.0,0,536890.0,1021834.53,1934.0,0,0,291.0,0,42137.51
1150000.0,0,21610.0,1150000.0,1914.0,0,0,111.7,0,111400.0
2000000.0,0,21610.0,2106875.33,1914.0,0,0,111.7,0,194359.25
1250000.0,0,21610.0,1341577.72,1914.0,0,0,117.34,0,121493.28
1400000.0,0,21610.0,1400000.0,1914.0,0,0,117.34,0,127800.0
1250000.0,0,21610.0,1250000.0,1914.0,0,0,125.24,0,113200.0
1250000.0,0,21610.0,1316797.08,1914.0,0,0,125.24,0,119249.14
1300000.0,0,33759.0,1300000.0,1914.0,0,0,118.44,0,257800.0
1750000.0,0,33759.0,1843515.91,1914.0,0,0,118.44,0,341629.83
780000.0,0,327884.0,780000.0,1962.0,0,0,92.53,0,159300.0
1300000.0,0,445968.0,1369468.96,1901.0,0,0,183.24,0,425167.44
1500000.0,0,124177.0,1580156.5,1931.0,0,0,113.92,0,180664.56
2100000.0,0,543552.0,2262615.26,1928.0,0,0,242.35,0,303513.68
1300000.0,0,341259.0,1369949.61,1926.0,0,0,189.2,0,75136.47
1500000.0,0,451704.0,1517852.82,1905.0,0,0,250.53,0,183862.57
2050000.0,0,154106.0,2222907.27,1989.0,0,0,187.45,0,389171.42
2800000.0,0,303799.0,3016820.35,1907.0,0,0,60.15,0,238652.04
3650000.0,0,533670.0,3932640.81,1909.0,0,0,53.95,0,181224.71
1450000.0,0,154106.0,1450000.0,1989.0,0,0,209.0,0,308200.0
1250000.0,0,369757.0,1346794.8,1902.0,0,0,56.04,0,104080.3
1250000.0,0,369757.0,1250000.0,1902.0,0,0,55.95,0,96600.0
17100000.0,0,532623.0,4740717.69,1905.0,0,0,109.17,0,334759.31
3000000.0,0,271048.0,3305079.83,1905.0,0,0,6.47,0,184974.3
810000.0,0,147630.0,810000.0,1949.0,0,0,371.05,0,75600.0
2850000.0,0,154106.0,3027328.22,1989.0,0,0,215.58,0,550655.07
1050000.0,0,76970.0,1050000.0,1937.0,0,0,105.98,0,84000.0
1150000.0,0,76970.0,1204845.67,1937.0,0,0,105.98,0,98168.73
680000.0,0,76970.0,680000.0,1937.0,0,0,117.2,0,48500.0
740000.0,0,76970.0,740000.0,1937.0,0,0,117.2,0,53300.0
760000.0,0,76970.0,815334.97,1937.0,0,0,117.2,0,57180.73
1900000.0,0,76970.0,1900000.0,1937.0,0,0,117.2,0,155100.0
1550000.0,0,76970.0,1550000.0,1937.0,0,0,129.47,0,126100.0
1200000.0,0,76970.0,1257230.26,1937.0,0,0,142.83,0,98168.73
740000.0,0,76970.0,759759.68,1937.0,0,0,142.3,0,54723.23
970000.0,0,366855.0,970000.0,1931.0,0,0,376.51,0,104700.0
1000000.0,0,366855.0,1000000.0,1931.0,0,0,388.27,0,110300.0
2450000.0,0,154106.0,2602440.05,1989.0,0,0,215.58,0,319940.79
1350000.0,0,373444.0,1350000.0,1883.0,0,0,162.82,0,77900.0
1750000.0,0,98370.0,1834280.22,1859.0,0,0,222.11,0,220323.26
2250000.0,0,98370.0,2358360.28,1859.0,0,0,222.11,0,271159.02
2050000.0,0,98370.0,2148728.25,1859.0,0,0,222.11,0,245793.55
2050000.0,0,98370.0,2148728.25,1859.0,0,0,222.11,0,245793.55
2300000.0,0,98370.0,2468274.81,1859.0,0,0,222.11,0,277627.26
930000.0,0,265986.0,930000.0,1907.0,0,0,163.18,86,446300.0
1950000.0,0,13421.0,2043912.24,1888.0,0,0,137.73,0,124731.05
1800000.0,0,13421.0,1800000.0,1888.0,0,0,137.73,0,108900.0
1950000.0,0,13421.0,1950000.0,1888.0,0,0,138.54,0,122400.0
2950000.0,0,536297.0,3178435.72,1904.0,0,0,61.44,0,185534.45
1700000.0,0,536297.0,1791472.56,1904.0,0,0,43.84,0,105802.26
670000.0,0,123642.0,670000.0,1971.0,0,0,49.97,0,69000.0
670000.0,0,123642.0,670000.0,1971.0,0,0,49.97,0,69000.0
2200000.0,0,154106.0,2385559.02,1989.0,0,0,216.58,0,477545.54
680000.0,0,123642.0,680000.0,1971.0,0,0,49.97,0,69000.0
670000.0,0,123642.0,702267.28,1971.0,0,0,49.97,0,72323.05
690000.0,0,123642.0,740482.44,1971.0,0,0,49.97,0,74048.24
930000.0,0,123642.0,998041.55,1971.0,0,0,4.34,0,108818.72
690000.0,0,123642.0,723230.49,1971.0,0,0,4.34,0,72323.05
690000.0,0,123642.0,690000.0,1971.0,0,0,4.34,0,69000.0
710000.0,0,123642.0,761945.7,1971.0,0,0,4.34,0,76409.2
2100000.0,0,154106.0,2100000.0,1989.0,0,0,216.58,0,358900.0
710000.0,0,123642.0,761945.7,1971.0,0,0,4.34,0,74048.24
710000.0,0,123642.0,710000.0,1971.0,0,0,4.34,0,69000.0
1550000.0,0,154106.0,1445079.49,1989.0,0,0,216.58,0,221143.78
710000.0,0,123642.0,710000.0,1971.0,0,0,4.34,0,69000.0
5700000.0,0,537897.0,5843039.55,1908.0,0,0,339.37,0,620592.31
2100000.0,0,627969.0,2252899.26,1935.0,0,0,441.79,0,253290.25
1300000.0,0,627969.0,1300000.0,1935.0,0,0,433.88,0,177100.0
3200000.0,0,202429.0,3200000.0,1886.0,0,0,46.89,0,188200.0
2300000.0,0,202429.0,2300000.0,1886.0,0,0,46.89,0,129800.0
860000.0,0,164691.0,901656.68,1933.0,0,0,63.06,0,116376.62
1050000.0,0,164691.0,1050000.0,1933.0,0,0,50.75,0,145100.0
1600000.0,0,164691.0,1677500.81,1933.0,0,0,50.75,0,232648.39
1250000.0,0,164691.0,1282999.71,1933.0,0,0,39.86,0,199737.39
830000.0,0,164691.0,830000.0,1933.0,0,0,39.86,0,111000.0
1650000.0,0,164691.0,1729922.71,1933.0,0,0,39.86,0,250576.68
2000000.0,0,154106.0,2124440.85,1989.0,0,0,181.42,0,381230.91
830000.0,0,164691.0,830000.0,1933.0,0,0,39.62,0,111000.0
1650000.0,0,184307.0,1770718.89,1972.0,0,0,23.31,0,216886.23
1750000.0,0,184307.0,1750000.0,1972.0,0,0,23.31,0,216500.0
1800000.0,0,184307.0,1800000.0,1972.0,0,0,23.31,0,227300.0
1800000.0,0,154106.0,1951821.02,1989.0,0,0,181.42,0,337881.91
1950000.0,0,624706.0,1950000.0,1882.0,0,0,59.07,0,138100.0
610000.0,0,187543.0,610000.0,1933.0,0,0,245.04,0,65000.0
800000.0,0,187543.0,858609.74,1933.0,0,0,245.04,0,104750.39
1350000.0,0,225771.0,1350000.0,1926.0,0,0,95.19,0,78600.0
1900000.0,0,237192.0,1900000.0,1904.0,0,0,79.24,0,164600.0
1400000.0,0,312828.0,1502567.04,1932.0,0,0,67.57,0,276365.01
1250000.0,0,312828.0,1341577.72,1932.0,0,0,67.57,0,246850.3
1500000.0,0,154106.0,1500000.0,1989.0,0,0,178.82,0,315000.0
240000.0,0,312828.0,257582.92,1938.0,0,0,67.57,164,40461.98
2000000.0,0,667189.0,2154871.68,1891.0,0,0,117.65,0,181116.96
1000000.0,0,495361.0,1000000.0,1967.0,0,0,128.88,0,156300.0
2600000.0,0,554902.0,2725216.32,1882.0,0,0,259.0,0,184476.18
2150000.0,0,604489.0,2307300.37,1875.0,0,0,99.97,0,146701.38
2450000.0,0,604489.0,2450000.0,1875.0,0,0,99.97,0,157400.0
1600000.0,0,604489.0,1677056.2,1875.0,0,0,88.39,0,104187.12
570000.0,0,604489.0,597451.27,1875.0,0,0,88.39,0,60793.29
1150000.0,0,355179.0,1211878.5,1906.0,0,0,102.77,10,294012.26
5800000.0,0,624854.0,5800000.0,1875.0,0,0,74.27,0,371000.0
2250000.0,0,536513.0,2414616.66,1778.0,0,0,58.69,0,219139.88
2150000.0,0,536513.0,2307300.37,1778.0,0,0,60.66,0,208944.83
5300000.0,0,436713.0,5687763.69,1810.0,0,0,50.43,0,920559.19
1250000.0,0,465357.0,1250000.0,1875.0,0,0,52.53,0,164700.0
1800000.0,0,631222.0,1939384.51,1932.0,0,0,121.69,0,307176.96
2250000.0,0,15416.0,1990202.43,1956.0,0,0,86.32,861,97298.79
4900000.0,0,254097.0,4900000.0,1794.0,0,0,46.24,0,1306800.0
4900000.0,0,254097.0,4900000.0,1794.0,0,0,46.24,0,1306800.0
5000000.0,0,254097.0,5000000.0,1794.0,0,0,46.24,0,1306800.0
3450000.0,0,411737.0,3702412.22,1878.0,0,0,4.51,0,223754.48
1550000.0,0,686272.0,1623737.95,1977.0,0,0,83.25,0,613458.67
910000.0,0,191923.0,953291.31,1936.0,0,0,67.12,0,331975.84
970000.0,0,391566.0,1016145.68,1939.0,0,0,278.27,0,304319.92
900000.0,0,391566.0,900000.0,1939.0,0,0,278.27,0,221000.0
900000.0,0,391566.0,921233.87,1939.0,0,0,275.19,0,226214.09
1450000.0,0,391566.0,1450000.0,1939.0,0,0,275.19,0,364100.0
940000.0,0,391566.0,1002080.88,1939.0,0,0,271.25,0,249560.78
420000.0,0,391566.0,420000.0,1939.0,0,0,271.25,0,208100.0
930000.0,0,391566.0,930000.0,1939.0,0,0,270.14,0,229700.0
2150000.0,0,173305.0,2307300.37,1877.0,0,0,95.14,0,212700.9
1550000.0,0,173305.0,1624648.19,1877.0,0,0,110.74,0,180702.81
1200000.0,0,6212.0,1287371.01,1974.0,0,0,3.75,0,200078.91
1200000.0,0,6212.0,1257230.26,1974.0,0,0,3.75,0,195394.54
1250000.0,0,6212.0,1250000.0,1974.0,0,0,3.75,95,212000.0
4250000.0,0,530930.0,4280487.8,1848.0,0,0,38.71,0,758804.59
1850000.0,0,530930.0,1850000.0,1848.0,0,0,43.96,0,300400.0
1050000.0,0,32868.0,1106109.55,1903.0,0,0,59.76,0,90174.26
3450000.0,0,431436.0,3616152.43,1872.0,0,0,105.56,0,481105.5
55000000.0,1680,0.0,47825309.04,1750.0,327,360,145.93,0,8478905.56
2200000.0,0,668339.0,2200000.0,1907.0,0,0,45.98,0,113100.0
2200000.0,0,590828.0,2360958.51,2006.0,0,0,88.46,0,364982.72
1950000.0,0,0.0,2075781.73,1979.0,0,0,347.7,0,726204.25
5850000.0,0,580571.0,6164773.23,1907.0,0,0,236.33,0,540076.29
2500000.0,0,590828.0,2620400.31,2006.0,0,0,88.46,0,429850.47
5400000.0,0,230724.0,5660064.67,1890.0,0,0,109.89,0,810647.04
2700000.0,0,590828.0,2830032.33,2006.0,0,0,88.46,0,513598.46
1150000.0,0,230724.0,1138458.15,1890.0,0,0,86.59,0,255212.62
1750000.0,0,448673.0,1885512.72,1958.0,0,0,176.72,0,257399.42
2150000.0,0,590828.0,2307300.37,2006.0,0,0,94.57,0,364982.72
880000.0,0,448673.0,948143.54,1958.0,0,0,176.72,0,168295.48
970000.0,0,448673.0,994341.82,1958.0,0,0,177.31,0,160119.79
1100000.0,0,355209.0,1127604.12,1927.0,0,0,73.95,0,136030.06
1550000.0,0,355209.0,1550000.0,1927.0,0,0,73.95,0,166900.0
2050000.0,0,355209.0,2208743.47,1927.0,0,0,81.0,0,244362.45
2350000.0,0,355209.0,2531974.22,1927.0,0,0,78.63,0,290476.7
1450000.0,0,355209.0,1562281.96,1927.0,0,0,78.63,0,168295.48
1200000.0,0,355209.0,1200000.0,1927.0,0,0,78.77,0,128400.0
1350000.0,0,355209.0,1350000.0,1927.0,0,0,78.77,0,141300.0
1450000.0,0,355209.0,1528020.71,1927.0,0,0,65.74,0,169136.09
1450000.0,0,355209.0,1450000.0,1927.0,0,0,65.74,0,160500.0
4100000.0,0,351564.0,4100000.0,1890.0,0,0,52.2,0,356600.0
1350000.0,0,20304.0,1350000.0,1932.0,0,0,58.76,0,132700.0
5600000.0,0,138348.0,6009712.58,1830.0,0,0,82.69,0,964880.82
4000000.0,0,138348.0,4000000.0,1830.0,0,0,90.13,0,640500.0
1050000.0,0,14319.0,1100076.48,1934.0,0,0,30.66,0,134628.41
1450000.0,0,14319.0,1555573.3,1934.0,0,0,26.07,0,187956.17
840000.0,0,14321.0,901159.71,1934.0,0,0,64.15,0,100200.38
840000.0,0,14321.0,901159.71,1934.0,0,0,64.15,0,100200.38
1300000.0,0,14321.0,1300000.0,1934.0,0,0,74.19,0,163500.0
3850000.0,0,173445.0,3850000.0,1908.0,0,0,53.01,0,215200.0
4600000.0,0,173445.0,4936549.62,1908.0,0,0,53.01,0,206261.92
1550000.0,0,413535.0,1663402.59,1883.0,0,0,138.18,0,156145.21
1500000.0,0,413535.0,1609744.44,1883.0,0,0,138.18,0,146594.06
2450000.0,0,769135.0,2639717.8,1899.0,0,0,137.56,0,252012.24
2450000.0,0,769135.0,2581828.1,1899.0,0,0,137.56,0,246485.55
2400000.0,0,667855.0,2529137.73,1929.0,0,0,17.97,151,451029.56
1400000.0,0,134032.0,1402194.3,1933.0,0,0,218.65,0,153139.65
1450000.0,0,134032.0,1452272.67,1933.0,0,0,222.01,0,153139.65
1700000.0,0,134032.0,1720233.19,1933.0,0,0,216.44,0,183660.19
3650000.0,0,413349.0,3650000.0,1859.0,0,0,122.81,0,276900.0
2500000.0,0,554260.0,2682907.4,1882.0,0,0,285.51,0,203471.7
2500000.0,0,671607.0,2620400.31,1882.0,0,0,288.15,0,190136.25
960000.0,0,810666.0,960000.0,1939.0,0,0,334.0,0,200500.0
820000.0,0,810666.0,820000.0,1939.0,0,0,334.11,0,189400.0
910000.0,0,810666.0,970099.58,1939.0,0,0,334.11,0,201908.64
930000.0,0,810666.0,930000.0,1939.0,0,0,329.76,0,193100.0
1550000.0,0,810666.0,1652367.41,1939.0,0,0,329.76,0,341880.15
740000.0,0,810666.0,740000.0,1939.0,0,0,331.1,0,145800.0
740000.0,0,810666.0,788872.18,1939.0,0,0,331.1,0,155429.14
860000.0,0,810666.0,916797.4,1939.0,0,0,305.41,0,213741.72
900000.0,0,810666.0,900000.0,1939.0,0,0,305.81,0,185800.0
900000.0,0,810666.0,942815.58,1939.0,0,0,305.81,0,194639.04
740000.0,0,810666.0,740000.0,1939.0,0,0,299.6,0,145800.0
1550000.0,0,337154.0,1663402.59,1797.0,0,0,90.29,0,277734.57
3000000.0,0,185095.0,3144480.37,1877.0,0,0,106.39,0,199779.32
1650000.0,0,185095.0,1770718.89,1890.0,0,0,118.09,0,118799.14
1950000.0,0,185095.0,2092667.77,1890.0,0,0,118.09,0,131891.73
2200000.0,0,35808.0,2305952.27,1875.0,0,0,65.44,0,232167.47
810000.0,0,308251.0,831383.81,1937.0,0,0,128.54,0,147801.57
810000.0,0,308251.0,849234.78,1937.0,0,0,118.71,0,150975.07
1950000.0,0,625087.0,2043912.24,1859.0,0,0,76.24,0,131544.1
1850000.0,0,35794.0,1850000.0,1908.0,0,0,92.74,0,139400.0
10700000.0,166,0.0,10700000.0,1905.0,181,0,141.28,166,1308300.0
7500000.0,0,94928.0,8080768.78,1886.0,0,0,40.82,0,615000.38
740000.0,0,183750.0,689908.92,1904.0,0,0,20.55,86,130989.46
920000.0,0,183750.0,920000.0,1904.0,0,0,8.87,0,81400.0
750000.0,0,225208.0,766642.69,1962.0,0,0,81.99,0,122151.73
610000.0,0,225208.0,610000.0,1962.0,0,0,81.99,0,93200.0
770000.0,0,225208.0,785314.04,1962.0,0,0,76.06,0,121876.66
3150000.0,0,324397.0,3150000.0,1806.0,0,0,33.94,307,591500.0
1350000.0,0,324397.0,1350000.0,1806.0,0,0,33.94,0,239400.0
1750000.0,0,324397.0,1750000.0,1806.0,0,0,30.14,0,315600.0
860000.0,0,443493.0,932536.71,1897.0,0,0,212.58,0,201796.61
1250000.0,0,271463.0,1377116.6,1978.0,0,0,4.75,0,194008.19
1250000.0,0,271463.0,1377116.6,1978.0,0,0,4.75,0,190813.28
1250000.0,0,271463.0,1377116.6,1978.0,0,0,4.75,0,190813.28
1250000.0,0,271463.0,1330125.1,1978.0,0,0,4.75,0,184302.13
1250000.0,0,409589.0,1377116.6,1905.0,0,0,23.04,0,101355.78
1300000.0,0,409589.0,1383330.11,1905.0,0,0,23.04,0,101195.92
1400000.0,0,160491.0,1400000.0,1936.0,0,0,28.67,0,180900.0
1350000.0,0,160491.0,1433997.58,1936.0,0,0,44.25,0,185463.69
1400000.0,0,160491.0,1487108.6,1936.0,0,0,44.25,0,185463.69
1350000.0,0,160491.0,1395243.21,1936.0,0,0,62.08,0,180451.45
1450000.0,0,160491.0,1572300.27,1936.0,0,0,62.08,0,202880.95
840000.0,0,503127.0,840000.0,1936.0,0,0,35.44,0,59000.0
1200000.0,0,503127.0,1274664.51,1936.0,0,0,35.98,0,94537.62
750000.0,0,503127.0,813258.76,1936.0,0,0,71.24,0,63976.36
1800000.0,0,554244.0,1854032.94,1957.0,0,0,94.05,0,356283.33
2000000.0,0,554244.0,2096320.25,1957.0,0,0,69.94,0,419159.23
1150000.0,0,554244.0,1205384.14,1957.0,0,0,69.94,0,215292.09
4450000.0,0,865533.0,4775575.18,1690.0,0,0,181.06,0,928822.54
3600000.0,0,342786.0,3863386.66,1900.0,0,0,78.92,0,350816.97
1750000.0,0,441628.0,1750000.0,1958.0,0,0,152.5,0,129500.0
1950000.0,0,441628.0,2092667.77,1958.0,0,0,142.01,0,168808.53
1450000.0,0,441628.0,1556086.29,1958.0,0,0,142.01,0,119121.09
3100000.0,0,233952.0,3100000.0,2006.0,0,0,132.15,0,397700.0
1500000.0,0,604853.0,1572240.19,1886.0,0,0,28.47,0,131229.65
3000000.0,0,642941.0,3000000.0,1889.0,0,0,124.8,0,222000.0
1800000.0,0,396037.0,1800000.0,1902.0,0,0,14.35,0,233100.0
1800000.0,0,396037.0,1896853.3,1902.0,0,0,14.35,0,245642.5
2300000.0,0,271765.0,2300000.0,1912.0,0,0,151.27,0,152500.0
2550000.0,0,393283.0,2747461.39,1894.0,0,0,31.2,0,210315.48
1250000.0,0,665100.0,1250000.0,1931.0,0,0,181.79,0,159900.0
1300000.0,0,665100.0,1369949.61,1931.0,0,0,189.39,0,178198.83
1200000.0,0,810607.0,1292923.01,1931.0,0,0,188.81,0,218611.73
1250000.0,0,810607.0,1250000.0,1931.0,0,0,188.81,0,195700.0
1150000.0,0,810607.0,1239051.21,1931.0,0,0,183.41,0,206975.42
1250000.0,0,810607.0,1346794.8,1931.0,0,0,183.41,0,210854.19
1600000.0,0,810631.0,1600000.0,1931.0,0,0,219.14,0,119000.0
3150000.0,0,810631.0,3150000.0,1931.0,0,0,219.14,0,222500.0
2650000.0,0,810631.0,2792589.58,1931.0,0,0,225.46,0,201804.12
2600000.0,0,810631.0,2801333.18,1931.0,0,0,225.46,0,195231.37
2500000.0,0,810631.0,2634518.47,1931.0,0,0,225.46,0,185470.1
910000.0,0,125084.0,930193.12,1935.0,0,0,159.48,0,125729.4
1000000.0,0,125084.0,1073262.17,1935.0,0,0,159.48,0,132011.25
950000.0,0,125084.0,1000765.78,1935.0,0,0,150.4,0,129572.83
960000.0,0,125084.0,1011300.16,1935.0,0,0,142.03,0,129572.83
880000.0,0,14365.0,938118.27,1937.0,0,0,160.94,0,176003.78
880000.0,0,14365.0,880000.0,1937.0,0,0,148.01,0,143100.0
950000.0,0,14365.0,1012741.32,1937.0,0,0,136.81,0,167262.22
880000.0,0,14365.0,880000.0,1937.0,0,0,136.81,0,143100.0
2050000.0,0,233952.0,2182232.07,2006.0,0,0,180.36,0,298486.77
970000.0,0,14365.0,1016145.68,1937.0,0,0,125.81,0,172954.28
970000.0,0,482308.0,1016145.68,1941.0,0,0,78.73,0,164364.18
2100000.0,0,233952.0,2235457.25,2006.0,0,0,180.36,0,305406.04
1950000.0,0,311562.0,2054203.44,1978.0,0,0,218.57,6,637224.44
1950000.0,0,523020.0,1950000.0,1886.0,0,0,13.35,0,327200.0
1600000.0,0,233952.0,1703205.52,2006.0,0,0,182.25,0,239406.83
1450000.0,0,18385.0,1527484.61,1918.0,0,0,92.01,0,178557.68
2050000.0,0,233952.0,2182232.07,2006.0,0,0,182.25,0,298486.77
950000.0,0,18385.0,950000.0,1918.0,0,0,78.69,0,101700.0
