MI_OBJ_OIS_PROPERTY_ID,MI_OBJ_OIS_PROPERTY_NUMBER,MI_OBJ_OIS_MOTHER_ID,MI_OBJ_OIS_MUNICIPALITY_NUMBER,MI_OBJ_OIS_POSTAL_CODE,MI_OBJ_OIS_RENTED_PLOT,MI_OBJ_OIS_OWNERSHIP_CODE_PROPERTY,MI_OBJ_OIS_PROPERTY_APPLICATION_CODE_UNIT,MI_OBJ_OIS_PROPERTY_APPLICATION_CODE_BUILDING,MI_OBJ_OIS_PROPERTY_USE_CODE,MI_OBJ_OIS_TAXATION_VALUE,MI_OBJ_OIS_TAXATION_VALUE_PLOT,MI_OBJ_OIS_TAXATION_VALUE_FARMHOUSE,MI_OBJ_OIS_DATE_OF_TAXATION_VALUE,MI_OBJ_OIS_PROPERTY_ADDRESS,MI_OBJ_OIS_HOUSE_NUMBER,MI_OBJ_OIS_HOUSE_LETTER,MI_OBJ_OIS_FLOOR_NUMBER,MI_OBJ_OIS_MAX_FLOOR_NUMBER_BUILDING,MI_OBJ_OIS_LAND_ZONE,MI_OBJ_OIS_SIZE_OF_HOUSE,MI_OBJ_OIS_SIZE_OF_BUSINESS_AREA,MI_OBJ_OIS_SIZE_OF_PLOT,MI_OBJ_OIS_SIZE_OF_INTEGRATED_CARPORT,MI_OBJ_OIS_SIZE_OF_NOT_INTEGRATED_CARPORT,MI_OBJ_OIS_SIZE_OF_OUTDOOR_LIVING_ROOM,MI_OBJ_OIS_SIZE_OF_INTEGRATED_OUTHOUSE,MI_OBJ_OIS_SIZE_OF_INTEGRATED_GARAGE,MI_OBJ_OIS_SIZE_OF_LEGAL_BASEMENT,MI_OBJ_OIS_SIZE_OF_BASEMENT,MI_OBJ_OIS_SIZE_OF_ATTIC,MI_OBJ_OIS_SIZE_OF_USED_ATTIC,MI_OBJ_OIS_SIZE_OF_HOUSE_EXCL_UTILIZED_ATTIC,MI_OBJ_OIS_SIZE_OF_BUSINESS_AREA_BUILDING,MI_OBJ_OIS_SIZE_OF_NOT_INTEGRATED_GARAGE,MI_OBJ_OIS_NUMBER_OF_FLOORS,MI_OBJ_OIS_CONSTRUCTION_YEAR,MI_OBJ_OIS_CONSTRUCTION_MATERIAL,MI_OBJ_OIS_REBUILD_YEAR,MI_OBJ_OIS_ROOF_MATERIAL,MI_OBJ_NUMBER_OF_EXTERNAL_MATRS,MI_OBJ_OIS_SUM_OF_TAXATION_VALUES,MI_OBJ_OIS_N_COORDINATE,MI_OBJ_OIS_E_COORDINATE,C20_1MONTH%,C20_3MONTH%,C20_6MONTH%,C20_12MONTH%,SCHOOL_DISTANCE_1,SCHOOL_DISTANCE_2,SCHOOL_DISTANCE_3,SUPERMARKET_DISTANCE_1,SUPERMARKET_DISTANCE_2,SUPERMARKET_DISTANCE_3,KOEBESUM_BELOEB,OMREGNINGS_DATO
3760030550,30550.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,970000.0,348400.0,0.0,2014-10-01,Regnspovevej 3,3.0, ,  ,  ,3,101,0,1273.0,0,0,0,0,0,0,0,0,0,101,0,22,1.0,1947.0,4 ,1994.0,3 ,1,970000.0,6065391.5,691258.73,9.26,29.67,26.45,37.34,3328.23,4862.31,7698.89,615.95,743.3,815.02,775000,2015-04-01 00:00:00
3760030553,30553.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,830000.0,353300.0,0.0,2014-10-01,Regnspovevej 6,6.0, ,  ,  ,3,68,0,1298.0,0,0,0,5,0,0,0,0,0,68,0,0,1.0,1962.0,5 ,0.0,2 ,1,830000.0,6065417.5,691310.26,-4.13,20.68,29.99,35.09,3370.24,4845.0,7713.08,607.11,799.91,861.65,645000,2015-05-12 00:00:00
3760030567,30567.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,948705.24,178395.71,0.0,2013-10-01,Resedavej 6,6.0, ,  ,  ,3,74,0,495.0,0,0,0,0,0,0,0,0,0,74,0,0,1.0,2009.0,5 ,0.0,4 ,1,970000.0,6060962.4,690650.37,2.74,20.65,17.53,31.97,5978.26,9232.82,11170.18,1036.17,1704.2,3610.76,998000,2015-03-26 00:00:00
3760030735,30735.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,760000.0,254000.0,0.0,2014-10-01,Rødknævej 7,7.0, ,  ,  ,3,75,0,1065.0,0,0,0,0,0,0,0,0,0,75,0,0,1.0,1975.0,5 ,0.0,2 ,1,760000.0,6061734.9,690100.29,-4.23,3.04,25.74,26.21,5046.75,8468.43,10244.97,421.9,768.67,2968.75,640000,2015-06-20 00:00:00
3760030808,30808.0,0.0,376,4872.0,N,10.0,510.0,510.0,8.0,1004644.67,286022.34,0.0,2013-10-01,Enebærvej 1 (4872),1.0, ,  ,  ,3,109,0,1339.0,0,0,0,0,0,0,0,0,0,109,0,2,1.0,1972.0,2 ,1996.0,3 ,1,1000000.0,6066798.3,692140.25,5.5,2.18,3.98,26.2,3771.83,4090.58,7382.2,421.15,1323.05,2079.18,600000,2014-11-13 00:00:00
3760030819,30819.0,0.0,376,4872.0,N,10.0,510.0,510.0,8.0,610000.0,265100.0,0.0,2014-10-01,Enebærvej 12 (4872),12.0, ,  ,  ,3,44,0,1164.0,0,0,0,0,0,0,0,0,0,44,0,0,1.0,1977.0,5 ,0.0,3 ,1,610000.0,6066734.3,692263.87,1.69,17.94,31.54,36.69,3884.15,4207.28,7519.56,332.41,1387.07,2143.15,465000,2015-04-29 00:00:00
3760030849,30849.0,0.0,376,4872.0,N,10.0,510.0,510.0,8.0,859610.37,254141.28,0.0,2013-10-01,Enebærvej 24 (4872),24.0, ,  ,  ,3,76,0,1041.0,0,0,15,0,0,0,0,0,0,76,0,0,1.0,1972.0,5 ,0.0,3 ,1,850000.0,6066836.3,692239.35,1.81,0.78,7.11,33.51,3782.24,4193.29,7439.33,436.1,1424.93,2040.6,975000,2014-10-04 00:00:00
3760030953,30953.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,1112436.95,410286.97,0.0,2013-10-01,Rørsangervej 43,43.0, ,  ,  ,3,74,0,1574.0,0,0,0,4,0,0,0,0,0,74,0,64,1.0,1990.0,5 ,0.0,4 ,1,1100000.0,6065759.8,691801.66,-3.17,-1.82,5.1,28.06,3775.6,4621.76,7802.02,740.71,803.68,1380.19,1475000,2014-10-08 00:00:00
3760031013,31013.0,0.0,376,4874.0,N,10.0,120.0,120.0,1.0,280349.5,190831.01,0.0,2013-10-01,Sdr. Boulevard 14 A,14.0,A,  ,  ,1,39,0,700.0,0,0,0,0,0,0,0,0,0,39,0,50,1.0,1934.0,1 ,0.0,3 ,1,290000.0,6051041.1,689712.69,-3.76,-0.93,-0.45,18.27,15403.17,15688.39,19168.97,580.04,10961.43,11410.11,75000,2015-01-06 00:00:00
3760031117,31117.0,0.0,376,4873.0,N,10.0,120.0,120.0,1.0,910000.0,318300.0,0.0,2014-10-01,Skolebakken 1,1.0, ,  ,  ,1,141,0,965.0,0,0,0,0,0,0,0,0,0,141,0,0,1.0,1968.0,1 ,0.0,3 ,1,910000.0,6065977.9,688095.36,-2.49,3.45,26.42,26.39,379.54,4852.75,5564.71,600.26,2567.27,3000.86,575000,2015-06-18 00:00:00
3760031294,31294.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,1163002.26,256265.02,0.0,2013-10-01,Skovpibervej 1,1.0, ,  ,  ,3,93,0,1060.0,15,20,0,9,0,0,0,0,0,93,0,0,1.0,1978.0,5 ,2006.0,3 ,1,1150000.0,6065874.4,691219.26,-0.4,-0.9,5.89,30.37,3182.48,4379.33,7313.09,165.86,958.06,1188.68,825000,2014-10-07 00:00:00
3760031298,31298.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,547706.12,275809.15,0.0,2013-10-01,Skovpibervej 5,5.0, ,  ,  ,3,35,0,1315.0,0,0,10,0,0,0,0,0,0,44,0,9,1.0,1963.0,5 ,0.0,2 ,1,560000.0,6065802.1,691170.01,8.93,7.97,9.01,26.96,3145.74,4442.94,7332.83,197.8,872.28,1174.43,375000,2015-01-31 00:00:00
3760031307,31307.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,758479.74,290042.65,0.0,2013-10-01,Bomlærkevej 5,5.0, ,  ,  ,3,60,0,1358.0,0,0,0,0,0,0,0,0,0,60,0,0,1.0,1972.0,2 ,0.0,3 ,1,750000.0,6065579.6,690993.81,-0.4,-0.9,5.89,30.37,3021.91,4640.9,7383.82,418.73,592.3,925.53,275000,2014-10-07 00:00:00
3760031340,31340.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,760000.0,246700.0,0.0,2014-10-01,Skovvikkevej 3,3.0, ,  ,  ,3,76,0,1000.0,0,0,0,0,0,0,0,0,0,76,0,0,1.0,1975.0,5 ,0.0,3 ,1,760000.0,6061224.6,690344.82,11.32,30.97,37.34,41.93,5612.33,8970.68,10809.89,760.07,1333.64,3398.85,625000,2015-04-09 00:00:00
3760031394,31394.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,550000.0,251300.0,0.0,2014-10-01,Slåenvej 2,2.0, ,  ,  ,3,30,0,1088.0,0,0,0,0,0,0,0,0,0,30,0,0,1.0,1927.0,5 ,0.0,3 ,1,550000.0,6060718.7,690667.15,0.3,11.9,28.22,34.4,6206.04,9476.77,11400.9,1278.76,1928.01,3851.52,500000,2015-06-04 00:00:00
3760031425,31425.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,813762.18,247845.84,0.0,2013-10-01,Snebollevej 22,22.0, ,  ,  ,3,79,0,1000.0,0,0,0,0,0,0,0,0,0,79,0,38,1.0,1972.0,5 ,1989.0,4 ,1,810000.0,6060926.1,690279.51,-3.95,-0.81,6.07,24.1,5861.64,9270.45,11062.41,1064.88,1592.3,3704.39,725000,2014-10-27 00:00:00
3760031468,31468.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,762876.38,241284.11,0.0,2013-10-01,Snebærvej 28 (4873),28.0, ,  ,  ,3,61,0,1000.0,18,0,0,2,0,0,0,0,0,61,0,0,1.0,1971.0,5 ,0.0,3 ,1,780000.0,6060823.8,690152.85,8.29,9.83,8.94,29.37,5910.81,9376.53,11112.32,1190.65,1660.57,3831.77,525000,2015-01-27 00:00:00
3760031480,31480.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,660000.0,246700.0,0.0,2014-10-01,Snebærvej 43 (4873),43.0, ,  ,  ,3,55,0,1000.0,0,0,0,0,0,0,0,0,0,55,0,0,1.0,1971.0,5 ,0.0,4 ,1,660000.0,6060776.0,690168.02,9.67,28.79,44.71,48.67,5960.89,9423.76,11162.4,1233.55,1710.45,3874.87,590000,2015-04-15 00:00:00
3760031503,31503.0,0.0,376,4872.0,N,10.0,510.0,510.0,8.0,700000.0,246700.0,0.0,2014-10-01,Sneppevejen 19,19.0, ,  ,  ,3,64,0,1000.0,0,14,0,0,0,0,0,0,0,64,0,0,1.0,1972.0,5 ,1997.0,3 ,1,700000.0,6067551.6,693060.31,0.3,11.9,28.22,34.4,3680.51,5127.88,7754.1,1386.65,1578.56,2511.97,495000,2015-06-04 00:00:00
3760031608,31608.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,540000.0,247200.0,0.0,2014-10-01,Soldugvej 7,7.0, ,  ,  ,3,39,0,1004.0,0,0,0,0,0,0,0,0,0,39,0,0,1.0,1967.0,5 ,1983.0,1 ,1,540000.0,6060366.0,690349.58,-0.71,3.3,32.36,28.12,6408.59,9829.09,11610.12,1614.86,2150.88,4242.36,465000,2015-06-16 00:00:00
3760031795,31795.0,0.0,376,4872.0,N,10.0,110.0,110.0,5.0,1448715.8,241086.29,667608.21,2013-10-01,Stenvej 7 (4872),7.0, ,  ,  ,2,147,0,48963.0,0,0,0,0,0,0,0,100,37,110,38,0,1.0,1880.0,4 ,0.0,3 ,2,1450000.0,6069138.3,692764.13,3.14,3.35,5.81,29.3,2499.71,5453.27,6858.76,619.88,2384.56,2567.39,450000,2014-11-24 00:00:00
3760031801,31801.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,546105.41,312493.65,0.0,2013-10-01,Stolt Henriksvej 6,6.0, ,  ,  ,3,57,0,1556.0,0,0,0,0,0,0,0,0,0,57,0,0,1.0,1973.0,5 ,0.0,6 ,1,540000.0,6060904.4,689774.41,3.6,3.32,9.66,34.16,5711.54,9317.73,10908.14,1265.9,1546.98,3859.91,640000,2014-09-29 00:00:00
3760031847,31847.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,1075851.31,276102.57,0.0,2013-10-01,Stolt Henriksvej 53,53.0, ,  ,  ,3,130,0,1317.0,0,35,0,0,0,0,0,0,0,130,0,0,1.0,1993.0,5 ,0.0,3 ,1,1100000.0,6060627.7,689950.89,11.7,14.57,19.8,23.36,6028.85,9581.92,11227.44,1437.92,1827.68,4071.92,1400000,2015-03-06 00:00:00
3760031878,31878.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,870461.51,243435.81,0.0,2013-10-01,Stolt Henriksvej 84,84.0, ,  ,  ,3,92,0,1020.0,0,0,0,0,0,0,0,0,0,92,0,0,1.0,1993.0,5 ,2004.0,3 ,1,890000.0,6060395.3,689956.12,8.05,13.72,17.51,24.35,6251.69,9813.66,11448.66,1656.54,2059.89,4295.05,725000,2015-03-03 00:00:00
3760031885,31885.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,677285.19,243125.46,0.0,2014-10-01,Trolliusvej 3,3.0, ,  ,  ,3,58,0,977.0,0,0,0,0,0,0,0,0,0,58,0,0,1.0,2000.0,5 ,0.0,10,1,680000.0,6060356.2,690076.7,-2.39,-4.28,24.67,27.62,6326.13,9846.8,11525.33,1663.14,2110.15,4304.47,825000,2015-07-08 00:00:00
3760031906,31906.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,566331.54,251613.01,0.0,2013-10-01,Stolt Henriksvej 112,112.0, ,  ,  ,3,52,0,1019.0,0,28,0,1,0,0,0,0,0,52,0,0,1.0,1977.0,5 ,0.0,4 ,1,560000.0,6060213.2,690093.46,3.48,2.69,8.61,34.56,6467.14,9988.98,11665.77,1799.52,2254.13,4440.41,267500,2014-10-01 00:00:00
3760031947,31947.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,919363.84,216832.94,0.0,2013-10-01,Storkevej 9,9.0, ,  ,  ,3,72,0,777.0,0,0,0,3,0,0,0,0,0,72,0,0,1.0,1990.0,5 ,0.0,4 ,1,940000.0,6064588.8,691189.14,11.7,14.57,19.8,23.36,3582.28,5647.59,8281.28,158.13,295.35,889.1,1375000,2015-03-06 00:00:00
3760031948,31948.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,1613776.96,394837.43,0.0,2013-10-01,Storkevej 10,10.0, ,  ,  ,3,122,0,1560.0,0,0,23,0,0,0,0,0,0,122,0,0,1.0,1973.0,1 ,1999.0,2 ,1,1650000.0,6064792.6,691231.96,5.53,22.59,20.26,35.12,3524.52,5450.97,8145.23,310.35,355.98,800.75,1950000,2015-03-25 00:00:00
3760032154,32154.0,0.0,376,4874.0,N,10.0,510.0,510.0,8.0,687688.29,195384.38,0.0,2013-10-01,Sv. Månssonsvej 17,17.0, ,  ,  ,3,61,0,1002.0,0,19,0,5,0,0,0,0,0,61,0,0,1.0,1969.0,5 ,1990.0,3 ,1,680000.0,6053872.2,691272.75,-6.15,-3.12,2.24,23.65,12887.99,15694.47,16340.13,2986.7,8147.98,8700.62,200000,2014-10-10 00:00:00
3760032217,32217.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,1668655.42,329483.6,0.0,2013-10-01,Syrenvej 4 (4873),4.0, ,  ,  ,3,96,0,1133.0,0,0,0,0,0,0,0,0,0,96,0,16,1.0,2007.0,5 ,0.0,4 ,1,1650000.0,6061914.7,690767.55,-7.32,-4.45,4.47,23.33,5195.18,8283.65,10353.38,328.62,1088.51,2651.43,1465000,2014-10-14 00:00:00
3760032269,32269.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,657365.04,267328.45,0.0,2014-10-01,Sølvlysvej 5,5.0, ,  ,  ,3,55,0,1194.0,0,0,0,0,0,0,0,0,0,55,0,0,1.0,1977.0,5 ,0.0,3 ,1,660000.0,6060558.5,690332.93,6.81,1.99,31.35,38.43,6222.95,9636.89,11424.36,1423.95,1960.45,4055.36,500000,2015-07-15 00:00:00
3760032333,32333.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,1700000.0,675700.0,0.0,2014-10-01,Søndre Strandvej 3,3.0, ,  ,  ,3,106,0,2400.0,0,0,0,6,0,0,0,0,0,106,0,0,1.0,1934.0,5 ,1981.0,2 ,1,1700000.0,6061076.4,690772.95,10.19,31.82,32.54,40.34,5930.38,9121.71,11115.12,959.39,1672.28,3486.07,1500000,2015-04-07 00:00:00
3760032335,32335.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,1600000.0,678900.0,0.0,2014-10-01,Søndre Strandvej 5,5.0, ,  ,  ,3,106,0,2511.0,0,0,0,0,0,0,0,0,0,106,0,13,1.0,1964.0,2 ,0.0,3 ,1,1600000.0,6061072.8,690796.45,9.26,29.67,26.45,37.34,5944.32,9126.04,11128.03,971.03,1688.72,3487.97,1100000,2015-04-01 00:00:00
3760032397,32397.0,0.0,376,4872.0,N,10.0,120.0,120.0,1.0,580033.46,101989.22,0.0,2013-10-01,Tangetvej 18,18.0, ,  ,  ,2,105,0,902.0,0,0,0,0,0,0,0,0,0,105,0,145,1.0,1947.0,2 ,0.0,5 ,1,600000.0,6069708.7,690330.6,8.05,13.72,17.51,24.35,513.42,4040.96,4371.27,367.48,2048.27,3669.93,50000,2015-03-03 00:00:00
3760032444,32444.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,693153.54,180219.92,0.0,2013-10-01,Ternevej 1,1.0, ,  ,  ,3,63,0,400.0,0,0,0,3,0,0,0,0,0,63,0,0,1.0,1938.0,5 ,1968.0,2 ,1,690000.0,6064909.8,691227.9,-1.78,0.59,0.52,21.39,3470.4,5334.31,8050.55,405.87,411.34,744.59,487500,2015-01-02 00:00:00
3760032446,32446.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,780000.0,179500.0,0.0,2014-10-01,Ternevej 3,3.0, ,  ,  ,3,57,0,401.0,0,0,0,21,0,0,0,0,0,57,0,0,1.0,1938.0,5 ,1965.0,2 ,1,780000.0,6064906.1,691245.73,-2.33,20.2,28.64,37.02,3488.15,5340.44,8064.53,411.45,423.42,762.48,663000,2015-05-07 00:00:00
3760032568,32568.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,756965.8,285555.39,0.0,2014-10-01,Tjærenellikevej 10,10.0, ,  ,  ,3,104,0,1357.0,0,0,0,0,0,0,0,0,0,104,0,0,1.0,1963.0,5 ,1981.0,6 ,1,760000.0,6059854.6,690255.67,0.89,-1.86,30.74,35.51,6858.6,10342.22,12057.9,2131.86,2632.38,4762.23,1020000,2015-07-11 00:00:00
3760032611,32611.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,780000.0,282400.0,0.0,2014-10-01,Bøtø Ringvej 40,40.0, ,  ,  ,3,71,0,1318.0,0,0,0,0,0,0,0,0,0,71,0,0,1.0,1970.0,5 ,2004.0,3 ,1,780000.0,6059524.0,690610.73,12.81,33.22,42.54,45.73,7288.66,10670.56,12490.11,2459.61,3031.6,5046.47,755000,2015-04-10 00:00:00
3760032614,32614.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,660000.0,281900.0,0.0,2014-10-01,Bøtø Ringvej 46,46.0, ,  ,  ,3,55,0,1314.0,0,0,0,0,0,0,0,0,0,55,0,0,1.0,1961.0,5 ,2005.0,2 ,1,660000.0,6059459.9,690631.17,6.84,27.88,45.97,44.23,7355.86,10734.89,12557.3,2525.0,3098.81,5108.69,715000,2015-04-16 00:00:00
3760032616,32616.0,0.0,376,4872.0,N,10.0,510.0,510.0,8.0,940514.87,361643.14,0.0,2013-10-01,Fyrrevænget 9 (4872),9.0, ,  ,  ,3,85,0,1245.0,0,0,0,0,0,0,0,0,0,85,0,0,1.0,1974.0,5 ,0.0,3 ,1,930000.0,6066195.4,692021.92,-0.4,-0.9,5.89,30.37,3951.66,4279.03,7668.6,334.18,949.18,1785.57,700000,2014-10-07 00:00:00
3760032648,32648.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,542467.99,247827.51,0.0,2013-10-01,Tomatvej 1,1.0, ,  ,  ,3,54,0,1000.0,0,27,0,8,0,0,0,0,0,54,0,0,1.0,1978.0,5 ,0.0,3 ,1,540000.0,6059858.1,689946.06,-4.23,0.54,-0.36,16.37,6763.1,10350.61,11954.74,2177.87,2595.66,4819.18,800000,2015-01-07 00:00:00
3760032666,32666.0,0.0,376,4872.0,N,10.0,120.0,120.0,1.0,660000.0,88700.0,0.0,2014-10-01,Topshavevej 7,7.0, ,  ,  ,2,132,0,1080.0,0,0,0,0,0,0,0,29,29,103,0,0,1.0,1920.0,1 ,0.0,5 ,1,660000.0,6069942.5,691631.26,-2.43,4.7,29.59,30.92,1160.56,5051.18,5551.32,1209.22,1264.87,3305.42,875000,2015-06-24 00:00:00
3760032769,32769.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,680000.0,282600.0,0.0,2014-10-01,Troldurtvej 2,2.0, ,  ,  ,3,60,0,1320.0,0,0,0,0,0,0,0,0,0,60,0,0,1.0,1972.0,5 ,0.0,3 ,1,680000.0,6059526.0,690084.29,-4.11,19.19,29.66,34.82,7120.6,10676.0,12313.39,2478.43,2936.6,5115.75,735000,2015-05-13 00:00:00
3760033117,33117.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,1000000.0,387600.0,0.0,2014-10-01,Vibevænget 3 (4873),3.0, ,  ,  ,3,89,0,1450.0,0,0,0,0,0,0,0,24,24,65,0,0,1.0,1916.0,5 ,1967.0,3 ,3,1000000.0,6065067.0,691416.61,12.81,33.22,42.54,45.73,3583.24,5208.57,8048.25,640.38,656.84,885.13,935000,2015-04-10 00:00:00
3760033259,33259.0,0.0,376,4874.0,N,10.0,510.0,510.0,8.0,518364.72,188860.81,0.0,2013-10-01,Ørnevejen 3,3.0, ,  ,  ,3,60,0,1000.0,0,0,0,0,0,0,0,0,0,60,0,0,1.0,1986.0,5 ,0.0,3 ,1,530000.0,6054184.0,691408.23,5.53,22.59,20.26,35.12,12621.3,15702.0,16035.81,3316.15,7853.31,8417.86,399000,2015-03-25 00:00:00
3760033293,33293.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,860000.0,310600.0,0.0,2014-10-01,Ørnevej 9,9.0, ,  ,  ,3,72,0,985.0,0,0,0,0,0,0,0,0,0,72,0,0,1.0,1950.0,5 ,1970.0,2 ,1,860000.0,6064529.7,691347.79,0.12,18.85,28.31,36.89,3749.52,5727.62,8424.13,313.42,463.9,1047.24,1700000,2015-05-01 00:00:00
3760033400,33400.0,0.0,376,4874.0,N,10.0,510.0,510.0,8.0,610000.0,218100.0,0.0,2014-10-01,Pionervej 24,24.0, ,  ,  ,3,80,0,1285.0,0,0,0,0,0,0,0,0,0,80,0,0,1.0,1976.0,5 ,0.0,2 ,1,610000.0,6054392.7,691391.37,0.12,18.85,28.31,36.89,12415.63,15610.64,15826.49,3475.39,7644.13,8209.76,700000,2015-04-30 00:00:00
3760033479,33479.0,0.0,376,4872.0,N,10.0,510.0,510.0,8.0,1450000.0,479100.0,0.0,2014-10-01,Sortspættevej 13,13.0, ,  ,  ,3,83,0,1257.0,0,0,0,8,0,0,0,0,0,83,0,0,1.0,1984.0,5 ,0.0,3 ,1,1450000.0,6067465.8,693356.46,-1.74,3.77,29.69,26.93,3951.22,5398.05,8055.86,1510.09,1822.78,2701.79,2245000,2015-06-17 00:00:00
3760033495,33495.0,0.0,376,4872.0,N,10.0,510.0,510.0,8.0,743315.45,248423.85,0.0,2013-10-01,Skovspurvevej 1,1.0, ,  ,  ,3,86,0,1065.0,0,0,0,4,0,0,0,0,0,86,0,0,1.0,1979.0,5 ,0.0,3 ,1,760000.0,6067717.1,693366.96,9.02,14.73,19.1,22.19,3790.02,5465.39,7951.28,1643.46,1703.1,2855.58,875000,2015-03-02 00:00:00
3760033507,33507.0,0.0,376,4872.0,N,10.0,510.0,510.0,8.0,1907190.95,486382.6,0.0,2013-10-01,Kragevej 11,11.0, ,  ,  ,3,127,0,1350.0,0,0,0,0,0,0,0,56,56,71,0,0,1.0,1984.0,5 ,0.0,3 ,1,1950000.0,6067642.0,693490.6,11.55,17.05,18.58,26.11,3932.76,5567.41,8095.37,1729.68,1784.39,2877.83,2788000,2015-03-10 00:00:00
3760033624,33624.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,590000.0,261300.0,0.0,2014-10-01,Tvetandvej 5,5.0, ,  ,  ,3,63,0,1130.0,0,29,0,6,0,0,0,0,0,63,0,0,1.0,1979.0,5 ,0.0,3 ,1,590000.0,6060343.8,689852.46,6.72,25.84,38.13,41.93,6270.63,9871.32,11464.18,1738.37,2107.15,4371.82,543000,2015-04-17 00:00:00
3760033644,33644.0,0.0,376,4873.0,N,10.0,510.0,510.0,8.0,743315.45,242751.18,0.0,2013-10-01,Trifoliumvej 21,21.0, ,  ,  ,3,88,0,1014.0,0,0,0,0,0,0,0,0,0,88,0,0,1.0,1978.0,1 ,2006.0,3 ,1,760000.0,6060333.2,689699.01,7.48,22.62,18.7,33.61,6239.07,9893.11,11426.71,1806.13,2120.96,4425.91,750000,2015-03-21 00:00:00
3760033804,33804.0,0.0,376,4872.0,N,10.0,510.0,510.0,8.0,978046.64,258008.7,0.0,2013-10-01,Sneppevejen 29,29.0, ,  ,  , ,88,0,1153.0,0,31,0,0,0,0,0,0,0,88,0,0,1.0,1987.0,1 ,1989.0,4 ,1,1000000.0,6067599.1,693183.47,4.99,6.13,10.14,17.14,3734.12,5258.75,7840.77,1496.85,1610.82,2638.18,795000,2015-02-11 00:00:00
3760033823,33823.0,0.0,376,4874.0,N,10.0,510.0,510.0,8.0,780000.0,197000.0,0.0,2014-10-01,Brudelysvejen 6,6.0, ,  ,  ,3,70,0,1046.0,0,0,15,2,0,0,0,0,0,70,0,0,1.0,1989.0,5 ,1996.0,4 ,1,780000.0,6054748.6,691017.67,-2.33,20.2,28.64,37.02,11975.74,15135.84,15454.1,3591.33,7252.07,7794.64,650000,2015-05-07 00:00:00
3760033831,33831.0,0.0,376,4874.0,N,10.0,510.0,510.0,8.0,485427.03,198418.3,0.0,2013-10-01,Brudelysvejen 3,3.0, ,  ,  ,3,59,0,1036.0,0,0,0,0,0,0,0,0,0,59,0,0,1.0,1978.0,5 ,0.0,3 ,1,480000.0,6054765.5,691063.44,3.42,3.94,12.29,35.02,11970.71,15173.02,15438.82,3627.07,7238.99,7785.12,515000,2014-09-28 00:00:00
3760033845,33845.0,0.0,376,4874.0,N,10.0,510.0,510.0,8.0,1124753.64,244413.86,0.0,2013-10-01,Høfdevej 9,9.0, ,  ,  ,3,96,0,1029.0,0,0,0,2,0,0,0,0,0,96,0,0,1.0,2000.0,5 ,0.0,10,1,1150000.0,6052997.6,691747.2,5.07,7.71,10.73,17.76,13855.11,16482.91,17241.66,2755.26,9074.34,9647.52,331667,2015-02-12 00:00:00
3760033920,33920.0,0.0,376,4872.0,N,10.0,120.0,120.0,1.0,870050.19,316311.58,0.0,2013-10-01,Østergade 60 (4872),60.0, ,  ,  ,1,128,0,1014.0,0,0,0,0,0,0,0,0,0,128,0,0,1.0,1981.0,1 ,0.0,3 ,1,900000.0,6070058.1,690668.03,7.48,22.62,18.7,33.61,217.44,4520.05,4588.65,295.23,1936.43,3258.98,625000,2015-03-22 00:00:00
