MI_OBJ_OIS_PROPERTY_ID,MI_OBJ_OIS_PROPERTY_NUMBER,MI_OBJ_OIS_MOTHER_ID,MI_OBJ_OIS_MUNICIPALITY_NUMBER,MI_OBJ_OIS_POSTAL_CODE,MI_OBJ_OIS_RENTED_PLOT,MI_OBJ_OIS_OWNERSHIP_CODE_PROPERTY,MI_OBJ_OIS_PROPERTY_APPLICATION_CODE_UNIT,MI_OBJ_OIS_PROPERTY_APPLICATION_CODE_BUILDING,MI_OBJ_OIS_PROPERTY_USE_CODE,MI_OBJ_OIS_TAXATION_VALUE,MI_OBJ_OIS_TAXATION_VALUE_PLOT,MI_OBJ_OIS_TAXATION_VALUE_FARMHOUSE,MI_OBJ_OIS_DATE_OF_TAXATION_VALUE,MI_OBJ_OIS_PROPERTY_ADDRESS,MI_OBJ_OIS_HOUSE_NUMBER,MI_OBJ_OIS_HOUSE_LETTER,MI_OBJ_OIS_FLOOR_NUMBER,MI_OBJ_OIS_MAX_FLOOR_NUMBER_BUILDING,MI_OBJ_OIS_LAND_ZONE,MI_OBJ_OIS_SIZE_OF_HOUSE,MI_OBJ_OIS_SIZE_OF_BUSINESS_AREA,MI_OBJ_OIS_SIZE_OF_PLOT,MI_OBJ_OIS_SIZE_OF_INTEGRATED_CARPORT,MI_OBJ_OIS_SIZE_OF_NOT_INTEGRATED_CARPORT,MI_OBJ_OIS_SIZE_OF_OUTDOOR_LIVING_ROOM,MI_OBJ_OIS_SIZE_OF_INTEGRATED_OUTHOUSE,MI_OBJ_OIS_SIZE_OF_INTEGRATED_GARAGE,MI_OBJ_OIS_SIZE_OF_LEGAL_BASEMENT,MI_OBJ_OIS_SIZE_OF_BASEMENT,MI_OBJ_OIS_SIZE_OF_ATTIC,MI_OBJ_OIS_SIZE_OF_USED_ATTIC,MI_OBJ_OIS_SIZE_OF_HOUSE_EXCL_UTILIZED_ATTIC,MI_OBJ_OIS_SIZE_OF_BUSINESS_AREA_BUILDING,MI_OBJ_OIS_SIZE_OF_NOT_INTEGRATED_GARAGE,MI_OBJ_OIS_NUMBER_OF_FLOORS,MI_OBJ_OIS_CONSTRUCTION_YEAR,MI_OBJ_OIS_CONSTRUCTION_MATERIAL,MI_OBJ_OIS_REBUILD_YEAR,MI_OBJ_OIS_ROOF_MATERIAL,MI_OBJ_NUMBER_OF_EXTERNAL_MATRS,MI_OBJ_OIS_SUM_OF_TAXATION_VALUES,MI_OBJ_OIS_N_COORDINATE,MI_OBJ_OIS_E_COORDINATE,C20_1MONTH%,C20_3MONTH%,C20_6MONTH%,C20_12MONTH%,SCHOOL_DISTANCE_1,SCHOOL_DISTANCE_2,SCHOOL_DISTANCE_3,SUPERMARKET_DISTANCE_1,SUPERMARKET_DISTANCE_2,SUPERMARKET_DISTANCE_3,KOEBESUM_BELOEB,OMREGNINGS_DATO
360002585,2585.0,0.0,360,4953.0,N,10.0,120.0,120.0,1.0,422273.05,97698.63,0.0,2013-10-01,Rudbjergvej 9 (4953),9.0, ,  ,  ,2,97,0,949.0,0,0,0,0,0,0,0,20,20,77,0,0,1.0,1942.0,1 ,0.0,5 ,1,710000.0,6082027.2,644873.3,7.46,23.78,21.54,36.81,5425.42,5778.04,5854.45,5551.78,5852.82,5980.2,1050000,2015-03-24 00:00:00
1010000002,2.0,241700.0,101,2300.0,N,10.0,140.0,140.0,21.0,2100000.0,345100.0,0.0,2014-10-01,Jens Otto Krags Gade 12 03 tv,12.0, ,03,07,1,86,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,2006.0,1 ,0.0,1 ,1,2100000.0,6173855.1,724464.18,2.16,12.76,28.23,36.6,1045.23,1383.67,1443.8,132.97,323.57,538.37,1352500,2015-06-03 00:00:00
1010000004,4.0,241700.0,101,2300.0,N,10.0,140.0,140.0,21.0,2150000.0,345100.0,0.0,2014-10-01,Jens Otto Krags Gade 12 04 tv,12.0, ,04,07,1,86,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,2006.0,1 ,0.0,1 ,1,2150000.0,6173855.1,724464.18,2.01,11.82,28.3,36.19,1045.23,1383.67,1443.8,132.97,323.57,538.37,3500000,2015-06-02 00:00:00
1010000013,13.0,241700.0,101,2300.0,N,10.0,140.0,140.0,21.0,2350000.0,397000.0,0.0,2014-10-01,Jens Otto Krags Gade 16 01 tv,16.0, ,01,07,1,95,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,2007.0,1 ,0.0,1 ,1,2350000.0,6173848.5,724500.59,-4.13,20.68,29.99,35.09,1017.53,1404.47,1407.48,153.93,299.25,538.51,3463432,2015-05-12 00:00:00
1010000026,26.0,241700.0,101,2300.0,N,10.0,140.0,140.0,21.0,1700000.0,297800.0,0.0,2014-10-01,Jens Otto Krags Gade 18 st tv,18.0, ,ST,07,1,73,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,2007.0,1 ,0.0,1 ,1,1700000.0,6173832.4,724526.43,7.69,23.99,35.56,42.48,1004.49,1377.55,1411.73,166.23,291.91,529.14,2700000,2015-04-24 00:00:00
1010000045,45.0,241700.0,101,2300.0,N,10.0,140.0,140.0,21.0,2370234.74,403255.94,0.0,2013-10-01,Jens Otto Krags Gade 20 01 th,20.0, ,01,07,1,91,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,2007.0,1 ,0.0,1 ,1,2250000.0,6173819.2,724521.22,1.57,3.81,6.15,27.4,1016.16,1377.7,1398.86,155.48,305.16,515.03,3025000,2014-12-02 00:00:00
1010000685,685.0,466230.0,101,2400.0,N,10.0,140.0,140.0,21.0,1572300.27,275857.37,0.0,2013-10-01,Rebslagervej 21 st th,21.0, ,ST,04,1,83,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2006.0,6 ,0.0,1 ,1,1450000.0,6178819.5,722182.94,5.25,8.27,6.99,21.76,238.64,353.62,431.38,158.35,246.86,248.74,2025000,2015-01-22 00:00:00
1010000690,690.0,466230.0,101,2400.0,N,10.0,140.0,140.0,21.0,1951821.02,312833.54,0.0,2013-10-01,Rebslagervej 21 03 th,21.0, ,03,04,1,93,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2006.0,6 ,0.0,1 ,1,1800000.0,6178819.5,722182.94,5.25,8.27,6.99,21.76,238.64,353.62,431.38,158.35,246.86,248.74,2700000,2015-01-22 00:00:00
1010000700,700.0,466230.0,101,2400.0,N,10.0,140.0,140.0,21.0,1100000.0,183000.0,0.0,2014-10-01,Rentemestervej 5 02 mf,5.0, ,02,04,1,59,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2006.0,6 ,0.0,1 ,1,1100000.0,6178837.7,722178.42,1.21,9.74,28.45,31.24,255.07,371.87,448.9,176.68,253.19,255.62,1650000,2015-06-10 00:00:00
1010000727,727.0,466230.0,101,2400.0,N,10.0,140.0,140.0,21.0,2100000.0,341300.0,0.0,2014-10-01,Rentemestervej 7 B 04 tv,7.0,B,04,04,1,110,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2006.0,6 ,0.0,1 ,1,2100000.0,6178849.7,722149.86,6.84,27.88,45.97,44.23,261.68,385.4,458.52,200.86,238.47,241.75,3400000,2015-04-16 00:00:00
1010000743,743.0,617700.0,101,2300.0,N,10.0,140.0,140.0,21.0,2001531.56,493956.92,0.0,2013-10-01,Tom Kristensens Vej 30 02 tv,30.0, ,02,07,1,97,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,2006.0,90,0.0,90,1,1900000.0,6174197.7,725625.1,-0.81,-3.84,-1.47,24.87,322.5,513.44,872.43,358.33,452.44,550.35,3010000,2014-12-15 00:00:00
1010000751,751.0,617700.0,101,2300.0,N,10.0,140.0,140.0,21.0,2050000.0,506600.0,0.0,2014-10-01,Tom Kristensens Vej 30 05 th,30.0, ,05,07,1,104,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,2006.0,90,0.0,90,1,2050000.0,6174197.7,725625.1,6.72,25.84,38.13,41.93,322.5,513.44,872.43,358.33,452.44,550.35,3675000,2015-04-17 00:00:00
1010000752,752.0,617700.0,101,2300.0,N,10.0,140.0,140.0,21.0,1750000.0,420400.0,0.0,2014-10-01,Tom Kristensens Vej 30 06 tv,30.0, ,06,07,1,88,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,2006.0,90,0.0,90,1,1750000.0,6174197.7,725625.1,12.81,33.22,42.54,45.73,322.5,513.44,872.43,358.33,452.44,550.35,3425000,2015-04-11 00:00:00
1010000767,767.0,617700.0,101,2300.0,N,10.0,140.0,140.0,21.0,2106875.33,516605.83,0.0,2013-10-01,Tom Kristensens Vej 28 05 tv,28.0, ,05,07,1,101,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,2006.0,90,0.0,90,1,2000000.0,6174194.2,725642.36,3.46,2.95,9.51,34.78,338.61,498.49,857.68,340.72,469.94,565.68,3350000,2014-09-30 00:00:00
1010000768,768.0,617700.0,101,2300.0,N,10.0,140.0,140.0,21.0,1685500.26,397356.69,0.0,2013-10-01,Tom Kristensens Vej 28 05 th,28.0, ,05,07,1,80,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,2006.0,90,0.0,90,1,1600000.0,6174194.2,725642.36,-2.36,-4.5,-3.2,22.35,338.61,498.49,857.68,340.72,469.94,565.68,2770000,2014-12-16 00:00:00
1010000771,771.0,617700.0,101,2300.0,N,10.0,140.0,140.0,21.0,1600000.0,377200.0,0.0,2014-10-01,Tom Kristensens Vej 28 06 th,28.0, ,06,07,1,80,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,2006.0,90,0.0,90,1,1600000.0,6174194.2,725642.36,-2.33,5.54,28.53,30.18,338.61,498.49,857.68,340.72,469.94,565.68,2950000,2015-06-22 00:00:00
1010000779,779.0,617700.0,101,2300.0,N,10.0,140.0,140.0,21.0,2414839.89,618950.29,0.0,2013-10-01,Tom Kristensens Vej 26 02 th,26.0, ,02,07,1,118,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,2006.0,90,0.0,90,1,2250000.0,6174185.4,725647.07,5.69,9.99,8.71,20.73,347.52,497.33,848.14,334.35,477.15,574.99,3695000,2015-01-21 00:00:00
1010000781,781.0,617700.0,101,2300.0,N,10.0,140.0,140.0,21.0,2370234.74,607517.5,0.0,2013-10-01,Tom Kristensens Vej 26 03 th,26.0, ,03,07,1,118,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,2006.0,90,0.0,90,1,2250000.0,6174185.4,725647.07,2.51,1.5,3.63,28.11,347.52,497.33,848.14,334.35,477.15,574.99,3635000,2014-12-09 00:00:00
1010000799,799.0,500730.0,101,2300.0,N,10.0,140.0,140.0,21.0,1800000.0,422500.0,0.0,2014-10-01,Tom Kristensens Vej 24 05 tv,24.0, ,05,07,1,89,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,2006.0,90,0.0,2 ,1,1800000.0,6174172.9,725642.63,-2.33,20.2,28.64,37.02,351.39,506.24,842.59,336.63,477.07,579.95,3450000,2015-05-07 00:00:00
1010000809,809.0,500730.0,101,2300.0,N,10.0,140.0,140.0,21.0,2150000.0,538700.0,0.0,2014-10-01,Tom Kristensens Vej 22 01 th,22.0, ,01,07,1,111,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,2006.0,90,0.0,2 ,1,2150000.0,6174153.8,725635.9,10.19,31.82,32.54,40.34,358.2,520.17,834.41,341.01,477.73,588.07,3995000,2015-04-07 00:00:00
1010000819,819.0,500730.0,101,2300.0,N,10.0,140.0,140.0,21.0,1850000.0,438400.0,0.0,2014-10-01,Tom Kristensens Vej 22 06 tv,22.0, ,06,07,1,92,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,2006.0,90,0.0,2 ,1,1850000.0,6174153.8,725635.9,-2.33,20.2,28.64,37.02,358.2,520.17,834.41,341.01,477.73,588.07,4145000,2015-05-07 00:00:00
1010000820,820.0,500730.0,101,2300.0,N,10.0,140.0,140.0,21.0,2200000.0,538700.0,0.0,2014-10-01,Tom Kristensens Vej 22 06 th,22.0, ,06,07,1,111,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,2006.0,90,0.0,2 ,1,2200000.0,6174153.8,725635.9,-1.61,21.45,29.98,38.26,358.2,520.17,834.41,341.01,477.73,588.07,4250000,2015-05-08 00:00:00
1010000821,821.0,500730.0,101,2300.0,N,10.0,140.0,140.0,21.0,1850000.0,438400.0,0.0,2014-10-01,Tom Kristensens Vej 22 07 tv,22.0, ,07,07,1,92,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,2006.0,90,0.0,2 ,1,1850000.0,6174153.8,725635.9,7.03,26.68,23.4,37.62,358.2,520.17,834.41,341.01,477.73,588.07,3450000,2015-03-27 00:00:00
1010000933,933.0,258050.0,101,2300.0,N,10.0,140.0,140.0,21.0,2687135.07,526265.07,0.0,2013-10-01,Weidekampsgade 31 02 th,31.0, ,02,06,1,95,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2007.0,1 ,0.0,1 ,1,2600000.0,6174817.3,725332.52,-7.32,-4.45,4.47,23.33,431.49,822.37,894.01,176.33,178.56,269.31,4100000,2014-10-14 00:00:00
1010000946,946.0,258050.0,101,2300.0,N,10.0,140.0,140.0,21.0,3000000.0,607400.0,0.0,2014-10-01,Weidekampsgade 33 01 tv,33.0, ,01,06,1,108,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2007.0,1 ,0.0,1 ,1,3000000.0,6174823.3,725323.51,1.21,9.74,28.45,31.24,438.21,812.17,904.81,177.57,180.6,261.02,4545000,2015-06-10 00:00:00
1010000955,955.0,258050.0,101,2300.0,N,10.0,140.0,140.0,21.0,2575829.21,513555.95,0.0,2013-10-01,Weidekampsgade 33 06 th,33.0, ,06,06,1,87,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2007.0,1 ,0.0,1 ,1,2400000.0,6174823.3,725323.51,-3.76,-0.93,-0.45,18.27,438.21,812.17,904.81,177.57,180.6,261.02,3695000,2015-01-06 00:00:00
1010000968,968.0,258050.0,101,2300.0,N,10.0,140.0,140.0,21.0,3897719.36,775540.81,0.0,2013-10-01,Weidekampsgade 35 05 tv,35.0, ,05,06,1,131,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2007.0,1 ,0.0,1 ,1,3700000.0,6174834.7,725306.62,3.48,2.69,8.61,34.56,451.4,792.95,925.13,181.76,186.22,246.05,4920000,2014-10-01 00:00:00
1010000972,972.0,258050.0,101,2300.0,N,10.0,140.0,140.0,21.0,2528250.39,491112.64,0.0,2013-10-01,Weidekampsgade 37 01 th,37.0, ,01,06,1,87,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2007.0,1 ,0.0,1 ,1,2400000.0,6174831.8,725299.65,-1.21,2.59,6.01,26.37,449.47,791.2,929.74,176.84,181.72,238.68,3100000,2014-11-06 00:00:00
1010000976,976.0,258050.0,101,2300.0,N,10.0,140.0,140.0,21.0,2146524.35,414815.83,0.0,2013-10-01,Weidekampsgade 37 03 tv,37.0, ,03,06,1,74,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2007.0,1 ,0.0,1 ,1,2000000.0,6174831.8,725299.65,5.87,7.39,13.06,18.23,449.47,791.2,929.74,176.84,181.72,238.68,2875000,2015-02-10 00:00:00
1010000980,980.0,258050.0,101,2300.0,N,10.0,140.0,140.0,21.0,2050000.0,386500.0,0.0,2014-10-01,Weidekampsgade 37 05 tv,37.0, ,05,06,1,74,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2007.0,1 ,0.0,1 ,1,2050000.0,6174831.8,725299.65,0.12,18.85,28.31,36.89,449.47,791.2,929.74,176.84,181.72,238.68,3250000,2015-04-30 00:00:00
1010000994,994.0,258050.0,101,2300.0,N,10.0,140.0,140.0,21.0,4000000.0,809800.0,0.0,2014-10-01,Weidekampsgade 39 05 th,39.0, ,05,06,1,143,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2007.0,1 ,0.0,1 ,1,4000000.0,6174828.0,725288.89,9.17,26.66,39.32,46.88,447.38,788.08,937.26,170.28,175.84,227.43,5820000,2015-04-21 00:00:00
1010001014,1014.0,258050.0,101,2300.0,N,10.0,140.0,140.0,21.0,2422906.63,471729.39,0.0,2013-10-01,Weidekampsgade 43 02 th,43.0, ,02,06,1,84,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2007.0,1 ,0.0,1 ,1,2300000.0,6174802.1,725271.32,-0.4,-0.9,5.89,30.37,425.35,799.79,940.54,141.3,147.85,207.12,3107600,2014-10-07 00:00:00
1010001039,1039.0,468720.0,101,2500.0,N,10.0,140.0,140.0,21.0,1823775.59,152768.03,0.0,2013-10-01,Bramslykkevej 18 03,18.0, ,03,03,1,104,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1930.0,1 ,0.0,5 ,1,1700000.0,6175109.7,719505.58,-4.23,0.54,-0.36,16.37,347.04,435.75,668.25,85.89,153.74,204.06,3040000,2015-01-07 00:00:00
1010001071,1071.0,258220.0,101,2300.0,N,10.0,140.0,140.0,21.0,2950000.0,496600.0,0.0,2014-10-01,Klaksvigsgade 14 04 th,14.0, ,04,06,1,105,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2006.0,6 ,0.0,6 ,1,2950000.0,6174844.9,725150.74,-0.27,13.26,31.27,38.3,505.15,702.79,1067.49,101.76,206.17,218.5,4605000,2015-05-27 00:00:00
1010001080,1080.0,258220.0,101,2300.0,N,10.0,140.0,140.0,21.0,2050000.0,347100.0,0.0,2014-10-01,Klaksvigsgade 12 02 mf,12.0, ,02,06,1,77,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2006.0,6 ,0.0,6 ,1,2050000.0,6174864.3,725163.75,-4.11,19.19,29.66,34.82,517.63,691.52,1064.66,123.46,218.18,229.91,2998000,2015-05-13 00:00:00
1010001086,1086.0,258220.0,101,2300.0,N,10.0,140.0,140.0,21.0,3488102.06,601670.77,0.0,2013-10-01,Klaksvigsgade 12 04 tv,12.0, ,04,06,1,117,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2006.0,6 ,0.0,6 ,1,3250000.0,6174864.3,725163.75,2.43,8.22,3.41,17.88,517.63,691.52,1064.66,123.46,218.18,229.91,4695000,2015-01-14 00:00:00
1010001094,1094.0,258220.0,101,2300.0,N,10.0,140.0,140.0,21.0,2050000.0,347100.0,0.0,2014-10-01,Klaksvigsgade 10 01 mf,10.0, ,01,06,1,77,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2006.0,6 ,0.0,6 ,1,2050000.0,6174881.5,725175.03,-2.33,20.2,28.64,37.02,529.4,681.91,1059.08,142.93,230.36,241.56,3000000,2015-05-07 00:00:00
1010001147,1147.0,258220.0,101,2300.0,N,10.0,140.0,140.0,21.0,3380775.84,555842.48,0.0,2013-10-01,Weidekampsgade 67 04 th,67.0, ,04,06,1,112,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2006.0,6 ,0.0,6 ,1,3150000.0,6174927.1,725168.93,9.05,14.59,17.41,21.47,574.28,639.5,1034.61,171.65,275.7,286.64,4800000,2015-03-04 00:00:00
1010001159,1159.0,258220.0,101,2300.0,N,10.0,140.0,140.0,21.0,2528250.39,427485.0,0.0,2013-10-01,Weidekampsgade 69 02 mf,69.0, ,02,06,1,89,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2006.0,6 ,0.0,6 ,1,2400000.0,6174939.2,725150.67,5.87,1.99,5.33,24.61,592.0,619.76,1041.51,171.55,292.84,304.14,3245000,2014-11-18 00:00:00
1010001160,1160.0,258220.0,101,2300.0,N,10.0,140.0,140.0,21.0,2200000.0,363100.0,0.0,2014-10-01,Weidekampsgade 69 02 th,69.0, ,02,06,1,81,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2006.0,6 ,0.0,6 ,1,2200000.0,6174939.2,725150.67,8.02,28.2,25.13,35.87,592.0,619.76,1041.51,171.55,292.84,304.14,3115000,2015-03-31 00:00:00
1010001169,1169.0,258220.0,101,2300.0,N,10.0,140.0,140.0,21.0,4250000.0,742200.0,0.0,2014-10-01,Weidekampsgade 69 05 th,69.0, ,05,06,1,152,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2006.0,6 ,0.0,6 ,1,4250000.0,6174939.2,725150.67,-1.8,19.46,27.69,35.36,592.0,619.76,1041.51,171.55,292.84,304.14,6500000,2015-05-06 00:00:00
1010001171,1171.0,258220.0,101,2300.0,N,10.0,140.0,140.0,21.0,3897719.36,663665.73,0.0,2013-10-01,Weidekampsgade 69 06 th,69.0, ,06,06,1,131,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2006.0,6 ,0.0,6 ,1,3700000.0,6174939.2,725150.67,3.14,3.35,5.81,29.3,592.0,619.76,1041.51,171.55,292.84,304.14,5200000,2014-11-24 00:00:00
1010001183,1183.0,258220.0,101,2300.0,N,10.0,140.0,140.0,21.0,2253850.56,372529.3,0.0,2013-10-01,Thorshavnsgade 17 03 mf,17.0, ,03,06,1,78,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2006.0,6 ,0.0,6 ,1,2100000.0,6174928.5,725132.69,12.18,20.23,17.73,28.65,588.86,620.27,1062.28,153.6,289.41,301.21,2900000,2015-03-12 00:00:00
1010001224,1224.0,258220.0,101,2300.0,N,10.0,140.0,140.0,21.0,2790481.65,475562.47,0.0,2013-10-01,Thorshavnsgade 23 01 th,23.0, ,01,06,1,96,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2006.0,6 ,0.0,6 ,1,2600000.0,6174876.2,725097.77,8.05,14.18,17.32,19.66,556.97,652.03,1121.98,91.59,260.65,273.57,3495000,2015-02-25 00:00:00
1010001429,1429.0,625966.0,101,1606.0,N,30.0,140.0,140.0,21.0,1180479.26,451586.97,0.0,2013-10-01,Vester Farimagsgade 29 04 tv,29.0, ,04,06,1,116,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,1936.0,90,1987.0,90,1,1100000.0,6176011.0,723965.29,2.0,7.77,3.93,17.36,492.9,595.43,599.8,90.78,227.9,242.71,4500000,2015-01-12 00:00:00
1010001448,1448.0,0.0,101,2700.0,N,10.0,130.0,130.0,1.0,2820934.15,802422.7,0.0,2013-10-01,Abildvang 150,150.0, ,  ,  ,1,137,0,99.0,0,0,0,0,0,0,0,0,0,137,0,0,2.0,2007.0,1 ,0.0,5 ,1,2650000.0,6179959.4,717648.19,11.55,17.05,18.58,26.11,282.77,887.53,1177.6,294.32,464.16,547.07,3373000,2015-03-10 00:00:00
1010001453,1453.0,0.0,101,2700.0,N,10.0,130.0,130.0,1.0,2650000.0,747100.0,0.0,2014-10-01,Abildvang 136,136.0, ,  ,  ,1,136,0,91.0,0,0,0,0,0,0,0,0,0,136,0,0,2.0,2007.0,1 ,0.0,5 ,1,2650000.0,6179933.4,717648.51,9.2,30.11,40.81,47.1,303.3,863.23,1197.27,278.07,442.84,568.72,3500000,2015-04-14 00:00:00
1010001493,1493.0,0.0,101,2700.0,N,30.0,130.0,130.0,1.0,2700000.0,759700.0,0.0,2014-10-01,Abildvang 44,44.0, ,  ,  ,1,141,0,106.0,0,0,0,0,0,0,0,0,0,141,0,0,2.0,2007.0,1 ,0.0,5 ,1,2700000.0,6179867.1,717592.49,7.03,26.68,23.4,37.62,389.88,826.09,1218.19,194.23,431.34,580.74,3000000,2015-03-27 00:00:00
1010001496,1496.0,0.0,101,2700.0,N,10.0,130.0,130.0,1.0,2700000.0,753800.0,0.0,2014-10-01,Abildvang 50,50.0, ,  ,  ,1,141,0,99.0,0,0,0,0,0,0,0,0,0,141,0,0,2.0,2007.0,1 ,0.0,5 ,1,2700000.0,6179854.0,717605.93,-0.28,16.29,30.11,37.04,392.81,808.32,1199.94,199.59,412.59,562.13,3350000,2015-05-18 00:00:00
1010001503,1503.0,0.0,101,2700.0,N,10.0,130.0,130.0,1.0,2317541.17,773852.75,0.0,2013-10-01,Abildvang 64,64.0, ,  ,  ,1,108,0,96.0,0,0,0,0,0,0,0,0,0,108,0,0,2.0,2007.0,1 ,0.0,5 ,1,2250000.0,6179835.7,717638.03,3.64,2.66,5.31,29.65,391.81,777.8,1167.51,222.26,376.57,525.48,2765000,2014-11-26 00:00:00
1010001515,1515.0,0.0,101,2700.0,N,30.0,130.0,130.0,1.0,2820934.15,797100.18,0.0,2013-10-01,Abildvang 34,34.0, ,  ,  ,1,135,0,93.0,0,0,0,0,0,0,0,0,0,135,0,0,2.0,2007.0,1 ,0.0,5 ,1,2650000.0,6179800.4,717614.82,14.59,28.13,22.36,35.18,433.92,756.62,1150.0,190.78,371.64,524.3,3050000,2015-03-16 00:00:00
1010001526,1526.0,43983.0,101,1577.0,N,10.0,140.0,140.0,21.0,2850000.0,327700.0,0.0,2014-10-01,Bernstorffsgade 23 st,23.0, ,ST,05,1,147,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,1917.0,1 ,1989.0,5 ,1,2850000.0,6175171.8,724465.27,10.12,29.86,42.66,47.06,479.59,757.88,824.51,178.93,209.38,342.28,3320000,2015-04-13 00:00:00
1010001527,1527.0,43983.0,101,1577.0,N,30.0,140.0,140.0,21.0,4131677.4,453518.67,0.0,2013-10-01,Bernstorffsgade 23 01,23.0, ,01,05,1,180,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,1917.0,1 ,1989.0,5 ,1,3850000.0,6175171.8,724465.27,12.88,22.05,19.51,30.87,479.59,757.88,824.51,178.93,209.38,342.28,4250000,2015-03-13 00:00:00
1010001530,1530.0,43983.0,101,1577.0,N,30.0,140.0,140.0,21.0,3900000.0,416800.0,0.0,2014-10-01,Bernstorffsgade 23 04,23.0, ,04,05,1,178,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,1917.0,1 ,1989.0,5 ,1,3900000.0,6175171.8,724465.27,-0.74,19.82,29.2,36.71,479.59,757.88,824.51,178.93,209.38,342.28,4550000,2015-05-05 00:00:00
1010001537,1537.0,43983.0,101,1577.0,N,30.0,140.0,140.0,21.0,3196888.38,412765.46,0.0,2013-10-01,Bernstorffsgade 23 A 02 th,23.0,A,02,05,1,145,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,1917.0,1 ,1989.0,5 ,1,3050000.0,6175160.8,724472.65,-3.95,-0.81,6.07,24.1,480.98,764.38,835.45,167.82,210.93,352.25,3250000,2014-10-27 00:00:00
1010001551,1551.0,0.0,101,2500.0,N,10.0,130.0,130.0,1.0,2820934.15,887902.33,0.0,2013-10-01,Bodil Ipsens Vej 27,27.0, ,  ,  ,1,127,0,84.0,0,0,0,0,0,0,0,0,0,127,0,0,3.0,2007.0,1 ,0.0,10,1,2650000.0,6173595.5,720816.91,7.05,14.14,3.78,18.55,286.11,420.58,463.66,172.11,225.55,502.17,3950000,2015-01-18 00:00:00
1010001571,1571.0,0.0,101,2500.0,N,10.0,130.0,130.0,1.0,2650000.0,833200.0,0.0,2014-10-01,Clara Pontoppidans Vej 63,63.0, ,  ,  ,1,125,0,83.0,0,0,0,0,0,0,0,0,0,125,0,0,3.0,2007.0,1 ,0.0,10,1,2650000.0,6173574.8,720838.67,8.96,29.31,26.22,38.23,309.04,448.35,488.36,146.89,197.09,503.68,3885000,2015-03-30 00:00:00
